cdn1_allcolo.ns1338 S3FIFO-0.4000-1.9000 cache size       12, 3720794 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_allcolo.ns1338 S3FIFO-0.4000-1.9000 cache size       40, 3720794 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns1338 S3FIFO-0.4000-1.9000 cache size       81, 3720794 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns1338 S3FIFO-0.4000-1.9000 cache size      163, 3720794 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns1338 S3FIFO-0.4000-1.9000 cache size      326, 3720794 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1338 S3FIFO-0.0250-1.9000 cache size       12, 3720794 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1338 S3FIFO-0.0250-1.9000 cache size       40, 3720794 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_allcolo.ns1338 S3FIFO-0.0250-1.9000 cache size       81, 3720794 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns1338 S3FIFO-0.0250-1.9000 cache size      163, 3720794 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1338 S3FIFO-0.0250-1.9000 cache size      326, 3720794 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1338 S3FIFO-0.8000-0.9000 cache size       12, 3720794 req, miss ratio 0.1684, byte miss ratio 0.1684
cdn1_allcolo.ns1338 S3FIFO-0.8000-0.9000 cache size       40, 3720794 req, miss ratio 0.0270, byte miss ratio 0.0270
cdn1_allcolo.ns1338 S3FIFO-0.8000-0.9000 cache size       81, 3720794 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns1338 S3FIFO-0.8000-0.9000 cache size      163, 3720794 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1338 S3FIFO-0.8000-0.9000 cache size      326, 3720794 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1338 S3FIFO-0.3000-0.9000 cache size       12, 3720794 req, miss ratio 0.1285, byte miss ratio 0.1285
cdn1_allcolo.ns1338 S3FIFO-0.3000-0.9000 cache size       40, 3720794 req, miss ratio 0.0171, byte miss ratio 0.0171
