cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size       52, 4056046 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size      158, 4056046 req, miss ratio 0.0271, byte miss ratio 0.0271
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size      528, 4056046 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size     1585, 4056046 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size     5284, 4056046 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size    10569, 4056046 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size    21138, 4056046 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns2139 S3FIFO-0.0100-1.9000 cache size    42277, 4056046 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size       52, 4056046 req, miss ratio 0.0301, byte miss ratio 0.0301
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size      158, 4056046 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size      528, 4056046 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size     1585, 4056046 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size     5284, 4056046 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size    10569, 4056046 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size    21138, 4056046 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns2139 S3FIFO-0.3000-0.9000 cache size    42277, 4056046 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns2139 S3FIFO-0.3000-1.9000 cache size       52, 4056046 req, miss ratio 0.0302, byte miss ratio 0.0302
cdn1_allcolo.ns2139 S3FIFO-0.3000-1.9000 cache size      158, 4056046 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns2139 S3FIFO-0.3000-1.9000 cache size      528, 4056046 req, miss ratio 0.0171, byte miss ratio 0.0171
