io_traces.ns588 S3FIFO-0.8500-0.9000 cache size      161, 2400000 req, miss ratio 0.5046, byte miss ratio 0.5046
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size      484, 2400000 req, miss ratio 0.4900, byte miss ratio 0.4900
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size     1614, 2400000 req, miss ratio 0.4862, byte miss ratio 0.4862
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size     4844, 2400000 req, miss ratio 0.4556, byte miss ratio 0.4556
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size    16149, 2400000 req, miss ratio 0.3877, byte miss ratio 0.3877
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size    32299, 2400000 req, miss ratio 0.3010, byte miss ratio 0.3010
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size    64598, 2400000 req, miss ratio 0.1371, byte miss ratio 0.1371
io_traces.ns588 S3FIFO-0.8500-0.9000 cache size   129196, 2400000 req, miss ratio 0.0782, byte miss ratio 0.0782
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size      161, 2400000 req, miss ratio 0.4922, byte miss ratio 0.4922
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size      484, 2400000 req, miss ratio 0.4875, byte miss ratio 0.4875
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size     1614, 2400000 req, miss ratio 0.4571, byte miss ratio 0.4571
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size     4844, 2400000 req, miss ratio 0.4371, byte miss ratio 0.4371
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size    16149, 2400000 req, miss ratio 0.3825, byte miss ratio 0.3825
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size    32299, 2400000 req, miss ratio 0.2938, byte miss ratio 0.2938
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size    64598, 2400000 req, miss ratio 0.1100, byte miss ratio 0.1100
io_traces.ns588 S3FIFO-0.3500-0.9000 cache size   129196, 2400000 req, miss ratio 0.0714, byte miss ratio 0.0714
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size      161, 2400000 req, miss ratio 0.5035, byte miss ratio 0.5035
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size      484, 2400000 req, miss ratio 0.4897, byte miss ratio 0.4897
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size     1614, 2400000 req, miss ratio 0.4854, byte miss ratio 0.4854
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size     4844, 2400000 req, miss ratio 0.4577, byte miss ratio 0.4577
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size    16149, 2400000 req, miss ratio 0.3883, byte miss ratio 0.3883
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size    32299, 2400000 req, miss ratio 0.3033, byte miss ratio 0.3033
io_traces.ns588 S3FIFO-0.8000-1.9000 cache size    64598, 2400000 req, miss ratio 0.1350, byte miss ratio 0.1350
