tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size     1917, 4062357 req, miss ratio 0.7497, byte miss ratio 0.7497
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size     5751, 4062357 req, miss ratio 0.7483, byte miss ratio 0.7483
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size    19171, 4062357 req, miss ratio 0.7436, byte miss ratio 0.7436
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size    57513, 4062357 req, miss ratio 0.7189, byte miss ratio 0.7189
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size   191712, 4062357 req, miss ratio 0.6677, byte miss ratio 0.6677
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size   383424, 4062357 req, miss ratio 0.6154, byte miss ratio 0.6154
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size   766848, 4062357 req, miss ratio 0.5318, byte miss ratio 0.5318
tencentBlock.ns19120 S3FIFO-0.8500-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4781, byte miss ratio 0.4781
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size     1917, 4062357 req, miss ratio 0.7547, byte miss ratio 0.7547
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size     5751, 4062357 req, miss ratio 0.7498, byte miss ratio 0.7498
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size    19171, 4062357 req, miss ratio 0.7390, byte miss ratio 0.7390
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size    57513, 4062357 req, miss ratio 0.7216, byte miss ratio 0.7216
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size   191712, 4062357 req, miss ratio 0.6747, byte miss ratio 0.6747
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size   383424, 4062357 req, miss ratio 0.6232, byte miss ratio 0.6232
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size   766848, 4062357 req, miss ratio 0.5489, byte miss ratio 0.5489
tencentBlock.ns19120 S3FIFO-0.9900-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4930, byte miss ratio 0.4930
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size     1917, 4062357 req, miss ratio 0.7491, byte miss ratio 0.7491
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size     5751, 4062357 req, miss ratio 0.7480, byte miss ratio 0.7480
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size    19171, 4062357 req, miss ratio 0.7402, byte miss ratio 0.7402
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size    57513, 4062357 req, miss ratio 0.7160, byte miss ratio 0.7160
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size   191712, 4062357 req, miss ratio 0.6620, byte miss ratio 0.6620
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size   383424, 4062357 req, miss ratio 0.5883, byte miss ratio 0.5883
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size   766848, 4062357 req, miss ratio 0.5100, byte miss ratio 0.5100
tencentBlock.ns19120 S3FIFO-0.7000-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size     1917, 4062357 req, miss ratio 0.7505, byte miss ratio 0.7505
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size     5751, 4062357 req, miss ratio 0.7451, byte miss ratio 0.7451
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size    19171, 4062357 req, miss ratio 0.7265, byte miss ratio 0.7265
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size    57513, 4062357 req, miss ratio 0.6852, byte miss ratio 0.6852
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size   191712, 4062357 req, miss ratio 0.5913, byte miss ratio 0.5913
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size   383424, 4062357 req, miss ratio 0.5477, byte miss ratio 0.5477
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size   766848, 4062357 req, miss ratio 0.5063, byte miss ratio 0.5063
tencentBlock.ns19120 S3FIFO-0.0250-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size     1917, 4062357 req, miss ratio 0.7490, byte miss ratio 0.7490
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size     5751, 4062357 req, miss ratio 0.7480, byte miss ratio 0.7480
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size    19171, 4062357 req, miss ratio 0.7374, byte miss ratio 0.7374
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size    57513, 4062357 req, miss ratio 0.7073, byte miss ratio 0.7073
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size   191712, 4062357 req, miss ratio 0.6509, byte miss ratio 0.6509
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size   383424, 4062357 req, miss ratio 0.5726, byte miss ratio 0.5726
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size   766848, 4062357 req, miss ratio 0.5106, byte miss ratio 0.5106
tencentBlock.ns19120 S3FIFO-0.6000-0.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size     1917, 4062357 req, miss ratio 0.7491, byte miss ratio 0.7491
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size     5751, 4062357 req, miss ratio 0.7480, byte miss ratio 0.7480
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size    19171, 4062357 req, miss ratio 0.7358, byte miss ratio 0.7358
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size    57513, 4062357 req, miss ratio 0.7003, byte miss ratio 0.7003
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size   191712, 4062357 req, miss ratio 0.6280, byte miss ratio 0.6280
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size   383424, 4062357 req, miss ratio 0.5580, byte miss ratio 0.5580
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size   766848, 4062357 req, miss ratio 0.5089, byte miss ratio 0.5089
tencentBlock.ns19120 S3FIFO-0.4500-0.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size     1917, 4062357 req, miss ratio 0.7490, byte miss ratio 0.7490
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size     5751, 4062357 req, miss ratio 0.7479, byte miss ratio 0.7479
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size    19171, 4062357 req, miss ratio 0.7363, byte miss ratio 0.7363
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size    57513, 4062357 req, miss ratio 0.7136, byte miss ratio 0.7136
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size   191712, 4062357 req, miss ratio 0.6550, byte miss ratio 0.6550
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size   383424, 4062357 req, miss ratio 0.5757, byte miss ratio 0.5757
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size   766848, 4062357 req, miss ratio 0.5109, byte miss ratio 0.5109
tencentBlock.ns19120 S3FIFO-0.6000-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size     1917, 4062357 req, miss ratio 0.7491, byte miss ratio 0.7491
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size     5751, 4062357 req, miss ratio 0.7451, byte miss ratio 0.7451
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size    19171, 4062357 req, miss ratio 0.7269, byte miss ratio 0.7269
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size    57513, 4062357 req, miss ratio 0.6863, byte miss ratio 0.6863
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size   191712, 4062357 req, miss ratio 0.5949, byte miss ratio 0.5949
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size   383424, 4062357 req, miss ratio 0.5480, byte miss ratio 0.5480
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size   766848, 4062357 req, miss ratio 0.5063, byte miss ratio 0.5063
tencentBlock.ns19120 S3FIFO-0.0500-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size     1917, 4062357 req, miss ratio 0.7512, byte miss ratio 0.7512
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size     5751, 4062357 req, miss ratio 0.7490, byte miss ratio 0.7490
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size    19171, 4062357 req, miss ratio 0.7397, byte miss ratio 0.7397
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size    57513, 4062357 req, miss ratio 0.7209, byte miss ratio 0.7209
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size   191712, 4062357 req, miss ratio 0.6711, byte miss ratio 0.6711
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size   383424, 4062357 req, miss ratio 0.6208, byte miss ratio 0.6208
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size   766848, 4062357 req, miss ratio 0.5454, byte miss ratio 0.5454
tencentBlock.ns19120 S3FIFO-0.9500-1.9000 cache size  1533696, 4062357 req, miss ratio 0.4890, byte miss ratio 0.4890
tencentBlock.ns19120 S3FIFO-0.0500-0.9000 cache size     1917, 4062357 req, miss ratio 0.7495, byte miss ratio 0.7495
tencentBlock.ns19120 S3FIFO-0.0500-0.9000 cache size     5751, 4062357 req, miss ratio 0.7480, byte miss ratio 0.7480
tencentBlock.ns19120 S3FIFO-0.0500-0.9000 cache size    19171, 4062357 req, miss ratio 0.7304, byte miss ratio 0.7304
tencentBlock.ns19120 S3FIFO-0.0500-0.9000 cache size    57513, 4062357 req, miss ratio 0.6824, byte miss ratio 0.6824
tencentBlock.ns19120 S3FIFO-0.0500-0.9000 cache size   191712, 4062357 req, miss ratio 0.6016, byte miss ratio 0.6016
