cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size      289, 30200049 req, miss ratio 0.4291, byte miss ratio 0.4291
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size      867, 30200049 req, miss ratio 0.2756, byte miss ratio 0.2756
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size     2892, 30200049 req, miss ratio 0.1423, byte miss ratio 0.1423
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size     8678, 30200049 req, miss ratio 0.0630, byte miss ratio 0.0630
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size    28928, 30200049 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size    57856, 30200049 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size   115713, 30200049 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns183 S3FIFO-0.5500-1.9000 cache size   231426, 30200049 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size      289, 30200049 req, miss ratio 0.4708, byte miss ratio 0.4708
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size      867, 30200049 req, miss ratio 0.3070, byte miss ratio 0.3070
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size     2892, 30200049 req, miss ratio 0.1613, byte miss ratio 0.1613
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size     8678, 30200049 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size    28928, 30200049 req, miss ratio 0.0265, byte miss ratio 0.0265
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size    57856, 30200049 req, miss ratio 0.0162, byte miss ratio 0.0162
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size   115713, 30200049 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns183 S3FIFO-0.8000-0.9000 cache size   231426, 30200049 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size      289, 30200049 req, miss ratio 0.5142, byte miss ratio 0.5142
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size      867, 30200049 req, miss ratio 0.3393, byte miss ratio 0.3393
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size     2892, 30200049 req, miss ratio 0.1798, byte miss ratio 0.1798
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size     8678, 30200049 req, miss ratio 0.0823, byte miss ratio 0.0823
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size    28928, 30200049 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size    57856, 30200049 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size   115713, 30200049 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_allcolo.ns183 S3FIFO-0.9900-0.9000 cache size   231426, 30200049 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size      289, 30200049 req, miss ratio 0.3581, byte miss ratio 0.3581
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size      867, 30200049 req, miss ratio 0.2252, byte miss ratio 0.2252
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size     2892, 30200049 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size     8678, 30200049 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size    28928, 30200049 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size    57856, 30200049 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size   115713, 30200049 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns183 S3FIFO-0.0250-1.9000 cache size   231426, 30200049 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns183 S3FIFO-0.3000-1.9000 cache size      289, 30200049 req, miss ratio 0.3901, byte miss ratio 0.3901
cdn1_allcolo.ns183 S3FIFO-0.3000-1.9000 cache size      867, 30200049 req, miss ratio 0.2489, byte miss ratio 0.2489
