cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size       25, 1381705 req, miss ratio 0.9214, byte miss ratio 0.9214
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size       76, 1381705 req, miss ratio 0.8410, byte miss ratio 0.8410
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size      255, 1381705 req, miss ratio 0.6837, byte miss ratio 0.6837
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size      767, 1381705 req, miss ratio 0.4628, byte miss ratio 0.4628
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size     2557, 1381705 req, miss ratio 0.2031, byte miss ratio 0.2031
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size     5115, 1381705 req, miss ratio 0.1059, byte miss ratio 0.1059
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size    10230, 1381705 req, miss ratio 0.0486, byte miss ratio 0.0486
cdn1_allcolo.ns7206 S3FIFO-0.7500-0.9000 cache size    20460, 1381705 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size       25, 1381705 req, miss ratio 0.8688, byte miss ratio 0.8688
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size       76, 1381705 req, miss ratio 0.7677, byte miss ratio 0.7677
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size      255, 1381705 req, miss ratio 0.5941, byte miss ratio 0.5941
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size      767, 1381705 req, miss ratio 0.3647, byte miss ratio 0.3647
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size     2557, 1381705 req, miss ratio 0.1504, byte miss ratio 0.1504
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size     5115, 1381705 req, miss ratio 0.0791, byte miss ratio 0.0791
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size    10230, 1381705 req, miss ratio 0.0362, byte miss ratio 0.0362
cdn1_allcolo.ns7206 S3FIFO-0.1500-1.9000 cache size    20460, 1381705 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns7206 S3FIFO-0.0250-0.9000 cache size       25, 1381705 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns7206 S3FIFO-0.0250-0.9000 cache size       76, 1381705 req, miss ratio 0.7448, byte miss ratio 0.7448
