cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size      632, 3529940 req, miss ratio 0.8904, byte miss ratio 0.8904
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size     1897, 3529940 req, miss ratio 0.8504, byte miss ratio 0.8504
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size     6325, 3529940 req, miss ratio 0.7812, byte miss ratio 0.7812
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size    18975, 3529940 req, miss ratio 0.6713, byte miss ratio 0.6713
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size    63252, 3529940 req, miss ratio 0.4821, byte miss ratio 0.4821
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size   126505, 3529940 req, miss ratio 0.3469, byte miss ratio 0.3469
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size   253011, 3529940 req, miss ratio 0.2311, byte miss ratio 0.2311
cdn1_colo28.ns272 S3FIFO-0.0100-1.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size      632, 3529940 req, miss ratio 0.9050, byte miss ratio 0.9050
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size     1897, 3529940 req, miss ratio 0.8586, byte miss ratio 0.8586
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size     6325, 3529940 req, miss ratio 0.7954, byte miss ratio 0.7954
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size    18975, 3529940 req, miss ratio 0.7084, byte miss ratio 0.7084
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size    63252, 3529940 req, miss ratio 0.5517, byte miss ratio 0.5517
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size   126505, 3529940 req, miss ratio 0.4163, byte miss ratio 0.4163
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size   253011, 3529940 req, miss ratio 0.2695, byte miss ratio 0.2695
cdn1_colo28.ns272 S3FIFO-0.8000-1.9000 cache size   506022, 3529940 req, miss ratio 0.1878, byte miss ratio 0.1878
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size      632, 3529940 req, miss ratio 0.8916, byte miss ratio 0.8916
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size     1897, 3529940 req, miss ratio 0.8449, byte miss ratio 0.8449
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size     6325, 3529940 req, miss ratio 0.7741, byte miss ratio 0.7741
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size    18975, 3529940 req, miss ratio 0.6751, byte miss ratio 0.6751
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size    63252, 3529940 req, miss ratio 0.5023, byte miss ratio 0.5023
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size   126505, 3529940 req, miss ratio 0.3793, byte miss ratio 0.3793
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size   253011, 3529940 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_colo28.ns272 S3FIFO-0.4500-0.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size      632, 3529940 req, miss ratio 0.9287, byte miss ratio 0.9287
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size     1897, 3529940 req, miss ratio 0.8800, byte miss ratio 0.8800
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size     6325, 3529940 req, miss ratio 0.8139, byte miss ratio 0.8139
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size    18975, 3529940 req, miss ratio 0.7257, byte miss ratio 0.7257
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size    63252, 3529940 req, miss ratio 0.5669, byte miss ratio 0.5669
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size   126505, 3529940 req, miss ratio 0.4267, byte miss ratio 0.4267
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size   253011, 3529940 req, miss ratio 0.2852, byte miss ratio 0.2852
cdn1_colo28.ns272 S3FIFO-0.9500-1.9000 cache size   506022, 3529940 req, miss ratio 0.2009, byte miss ratio 0.2009
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size      632, 3529940 req, miss ratio 0.8904, byte miss ratio 0.8904
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size     1897, 3529940 req, miss ratio 0.8496, byte miss ratio 0.8496
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size     6325, 3529940 req, miss ratio 0.7775, byte miss ratio 0.7775
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size    18975, 3529940 req, miss ratio 0.6671, byte miss ratio 0.6671
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size    63252, 3529940 req, miss ratio 0.4795, byte miss ratio 0.4795
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size   126505, 3529940 req, miss ratio 0.3457, byte miss ratio 0.3457
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size   253011, 3529940 req, miss ratio 0.2304, byte miss ratio 0.2304
cdn1_colo28.ns272 S3FIFO-0.0250-1.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size      632, 3529940 req, miss ratio 0.8883, byte miss ratio 0.8883
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size     1897, 3529940 req, miss ratio 0.8423, byte miss ratio 0.8423
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size     6325, 3529940 req, miss ratio 0.7691, byte miss ratio 0.7691
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size    18975, 3529940 req, miss ratio 0.6655, byte miss ratio 0.6655
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size    63252, 3529940 req, miss ratio 0.4882, byte miss ratio 0.4882
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size   126505, 3529940 req, miss ratio 0.3555, byte miss ratio 0.3555
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size   253011, 3529940 req, miss ratio 0.2298, byte miss ratio 0.2298
cdn1_colo28.ns272 S3FIFO-0.2000-1.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size      632, 3529940 req, miss ratio 0.9158, byte miss ratio 0.9158
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size     1897, 3529940 req, miss ratio 0.8679, byte miss ratio 0.8679
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size     6325, 3529940 req, miss ratio 0.8032, byte miss ratio 0.8032
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size    18975, 3529940 req, miss ratio 0.7158, byte miss ratio 0.7158
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size    63252, 3529940 req, miss ratio 0.5644, byte miss ratio 0.5644
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size   126505, 3529940 req, miss ratio 0.4279, byte miss ratio 0.4279
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size   253011, 3529940 req, miss ratio 0.2799, byte miss ratio 0.2799
cdn1_colo28.ns272 S3FIFO-0.9000-0.9000 cache size   506022, 3529940 req, miss ratio 0.1959, byte miss ratio 0.1959
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size      632, 3529940 req, miss ratio 0.8978, byte miss ratio 0.8978
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size     1897, 3529940 req, miss ratio 0.8568, byte miss ratio 0.8568
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size     6325, 3529940 req, miss ratio 0.7830, byte miss ratio 0.7830
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size    18975, 3529940 req, miss ratio 0.6647, byte miss ratio 0.6647
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size    63252, 3529940 req, miss ratio 0.4667, byte miss ratio 0.4667
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size   126505, 3529940 req, miss ratio 0.3394, byte miss ratio 0.3394
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size   253011, 3529940 req, miss ratio 0.2304, byte miss ratio 0.2304
cdn1_colo28.ns272 S3FIFO-0.0250-0.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size      632, 3529940 req, miss ratio 0.8904, byte miss ratio 0.8904
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size     1897, 3529940 req, miss ratio 0.8506, byte miss ratio 0.8506
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size     6325, 3529940 req, miss ratio 0.7825, byte miss ratio 0.7825
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size    18975, 3529940 req, miss ratio 0.6744, byte miss ratio 0.6744
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size    63252, 3529940 req, miss ratio 0.4845, byte miss ratio 0.4845
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size   126505, 3529940 req, miss ratio 0.3483, byte miss ratio 0.3483
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size   253011, 3529940 req, miss ratio 0.2318, byte miss ratio 0.2318
cdn1_colo28.ns272 S3FIFO-0.0050-1.9000 cache size   506022, 3529940 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns272 S3FIFO-0.7000-1.9000 cache size      632, 3529940 req, miss ratio 0.8971, byte miss ratio 0.8971
cdn1_colo28.ns272 S3FIFO-0.7000-1.9000 cache size     1897, 3529940 req, miss ratio 0.8516, byte miss ratio 0.8516
cdn1_colo28.ns272 S3FIFO-0.7000-1.9000 cache size     6325, 3529940 req, miss ratio 0.7873, byte miss ratio 0.7873
