io_traces.ns651 S3FIFO-0.8500-1.9000 cache size     3242, 32000000 req, miss ratio 0.3234, byte miss ratio 0.3234
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size     9726, 32000000 req, miss ratio 0.1857, byte miss ratio 0.1857
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size    32422, 32000000 req, miss ratio 0.1258, byte miss ratio 0.1258
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size    97268, 32000000 req, miss ratio 0.1198, byte miss ratio 0.1198
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size   324227, 32000000 req, miss ratio 0.1086, byte miss ratio 0.1086
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size   648454, 32000000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size  1296908, 32000000 req, miss ratio 0.1020, byte miss ratio 0.1020
io_traces.ns651 S3FIFO-0.8500-1.9000 cache size  2593816, 32000000 req, miss ratio 0.1016, byte miss ratio 0.1016
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size     3242, 32000000 req, miss ratio 0.2747, byte miss ratio 0.2747
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size     9726, 32000000 req, miss ratio 0.1845, byte miss ratio 0.1845
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size    32422, 32000000 req, miss ratio 0.1276, byte miss ratio 0.1276
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size    97268, 32000000 req, miss ratio 0.1185, byte miss ratio 0.1185
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size   324227, 32000000 req, miss ratio 0.1036, byte miss ratio 0.1036
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size   648454, 32000000 req, miss ratio 0.1019, byte miss ratio 0.1019
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size  1296908, 32000000 req, miss ratio 0.1016, byte miss ratio 0.1016
io_traces.ns651 S3FIFO-0.5000-1.9000 cache size  2593816, 32000000 req, miss ratio 0.1014, byte miss ratio 0.1014
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size     3242, 32000000 req, miss ratio 0.3140, byte miss ratio 0.3140
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size     9726, 32000000 req, miss ratio 0.2456, byte miss ratio 0.2456
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size    32422, 32000000 req, miss ratio 0.2006, byte miss ratio 0.2006
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size    97268, 32000000 req, miss ratio 0.1816, byte miss ratio 0.1816
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size   324227, 32000000 req, miss ratio 0.1527, byte miss ratio 0.1527
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size   648454, 32000000 req, miss ratio 0.1372, byte miss ratio 0.1372
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size  1296908, 32000000 req, miss ratio 0.1200, byte miss ratio 0.1200
io_traces.ns651 S3FIFO-0.0010-0.9000 cache size  2593816, 32000000 req, miss ratio 0.1023, byte miss ratio 0.1023
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size     3242, 32000000 req, miss ratio 0.2877, byte miss ratio 0.2877
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size     9726, 32000000 req, miss ratio 0.1836, byte miss ratio 0.1836
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size    32422, 32000000 req, miss ratio 0.1258, byte miss ratio 0.1258
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size    97268, 32000000 req, miss ratio 0.1192, byte miss ratio 0.1192
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size   324227, 32000000 req, miss ratio 0.1057, byte miss ratio 0.1057
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size   648454, 32000000 req, miss ratio 0.1021, byte miss ratio 0.1021
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size  1296908, 32000000 req, miss ratio 0.1016, byte miss ratio 0.1016
io_traces.ns651 S3FIFO-0.6500-1.9000 cache size  2593816, 32000000 req, miss ratio 0.1015, byte miss ratio 0.1015
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size     3242, 32000000 req, miss ratio 0.2940, byte miss ratio 0.2940
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size     9726, 32000000 req, miss ratio 0.1843, byte miss ratio 0.1843
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size    32422, 32000000 req, miss ratio 0.1256, byte miss ratio 0.1256
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size    97268, 32000000 req, miss ratio 0.1194, byte miss ratio 0.1194
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size   324227, 32000000 req, miss ratio 0.1066, byte miss ratio 0.1066
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size   648454, 32000000 req, miss ratio 0.1023, byte miss ratio 0.1023
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size  1296908, 32000000 req, miss ratio 0.1017, byte miss ratio 0.1017
io_traces.ns651 S3FIFO-0.7000-0.9000 cache size  2593816, 32000000 req, miss ratio 0.1015, byte miss ratio 0.1015
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size     3242, 32000000 req, miss ratio 0.3432, byte miss ratio 0.3432
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size     9726, 32000000 req, miss ratio 0.1994, byte miss ratio 0.1994
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size    32422, 32000000 req, miss ratio 0.1257, byte miss ratio 0.1257
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size    97268, 32000000 req, miss ratio 0.1196, byte miss ratio 0.1196
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size   324227, 32000000 req, miss ratio 0.1091, byte miss ratio 0.1091
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size   648454, 32000000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size  1296908, 32000000 req, miss ratio 0.1034, byte miss ratio 0.1034
io_traces.ns651 S3FIFO-0.9900-0.9000 cache size  2593816, 32000000 req, miss ratio 0.1023, byte miss ratio 0.1023
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size     3242, 32000000 req, miss ratio 0.2762, byte miss ratio 0.2762
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size     9726, 32000000 req, miss ratio 0.1837, byte miss ratio 0.1837
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size    32422, 32000000 req, miss ratio 0.1265, byte miss ratio 0.1265
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size    97268, 32000000 req, miss ratio 0.1187, byte miss ratio 0.1187
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size   324227, 32000000 req, miss ratio 0.1042, byte miss ratio 0.1042
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size   648454, 32000000 req, miss ratio 0.1020, byte miss ratio 0.1020
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size  1296908, 32000000 req, miss ratio 0.1016, byte miss ratio 0.1016
io_traces.ns651 S3FIFO-0.5500-1.9000 cache size  2593816, 32000000 req, miss ratio 0.1014, byte miss ratio 0.1014
io_traces.ns651 S3FIFO-0.1500-1.9000 cache size     3242, 32000000 req, miss ratio 0.2775, byte miss ratio 0.2775
io_traces.ns651 S3FIFO-0.1500-1.9000 cache size     9726, 32000000 req, miss ratio 0.1948, byte miss ratio 0.1948
io_traces.ns651 S3FIFO-0.1500-1.9000 cache size    32422, 32000000 req, miss ratio 0.1374, byte miss ratio 0.1374
io_traces.ns651 S3FIFO-0.1500-1.9000 cache size    97268, 32000000 req, miss ratio 0.1188, byte miss ratio 0.1188
