cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size     2853, 13676816 req, miss ratio 0.6145, byte miss ratio 0.6145
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size     8559, 13676816 req, miss ratio 0.5530, byte miss ratio 0.5530
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size    28530, 13676816 req, miss ratio 0.4740, byte miss ratio 0.4740
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size    85592, 13676816 req, miss ratio 0.3829, byte miss ratio 0.3829
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size   285309, 13676816 req, miss ratio 0.2807, byte miss ratio 0.2807
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size   570619, 13676816 req, miss ratio 0.2438, byte miss ratio 0.2438
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size  1141238, 13676816 req, miss ratio 0.2221, byte miss ratio 0.2221
cdn1_colo28.ns112 S3FIFO-0.7500-1.9000 cache size  2282477, 13676816 req, miss ratio 0.2096, byte miss ratio 0.2096
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size     2853, 13676816 req, miss ratio 0.5835, byte miss ratio 0.5835
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size     8559, 13676816 req, miss ratio 0.5249, byte miss ratio 0.5249
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size    28530, 13676816 req, miss ratio 0.4404, byte miss ratio 0.4404
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size    85592, 13676816 req, miss ratio 0.3533, byte miss ratio 0.3533
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size   285309, 13676816 req, miss ratio 0.2711, byte miss ratio 0.2711
cdn1_colo28.ns112 S3FIFO-0.1500-0.9000 cache size   570619, 13676816 req, miss ratio 0.2388, byte miss ratio 0.2388
