cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size        7, 2973972 req, miss ratio 0.7682, byte miss ratio 0.7682
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size       26, 2973972 req, miss ratio 0.7430, byte miss ratio 0.7430
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size       78, 2973972 req, miss ratio 0.6772, byte miss ratio 0.6772
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size      262, 2973972 req, miss ratio 0.3338, byte miss ratio 0.3338
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size      525, 2973972 req, miss ratio 0.0761, byte miss ratio 0.0761
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size     1050, 2973972 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_colo28.ns4953 S3FIFO-0.4000-1.9000 cache size     2100, 2973972 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size        7, 2973972 req, miss ratio 0.7691, byte miss ratio 0.7691
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size       26, 2973972 req, miss ratio 0.7459, byte miss ratio 0.7459
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size       78, 2973972 req, miss ratio 0.6738, byte miss ratio 0.6738
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size      262, 2973972 req, miss ratio 0.3304, byte miss ratio 0.3304
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size      525, 2973972 req, miss ratio 0.0992, byte miss ratio 0.0992
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size     1050, 2973972 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns4953 S3FIFO-0.9900-0.9000 cache size     2100, 2973972 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size        7, 2973972 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size       26, 2973972 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size       78, 2973972 req, miss ratio 0.6452, byte miss ratio 0.6452
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size      262, 2973972 req, miss ratio 0.2596, byte miss ratio 0.2596
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size      525, 2973972 req, miss ratio 0.0579, byte miss ratio 0.0579
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size     1050, 2973972 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns4953 S3FIFO-0.0250-0.9000 cache size     2100, 2973972 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size        7, 2973972 req, miss ratio 0.7692, byte miss ratio 0.7692
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size       26, 2973972 req, miss ratio 0.7452, byte miss ratio 0.7452
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size       78, 2973972 req, miss ratio 0.6815, byte miss ratio 0.6815
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size      262, 2973972 req, miss ratio 0.3293, byte miss ratio 0.3293
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size      525, 2973972 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size     1050, 2973972 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_colo28.ns4953 S3FIFO-0.9000-1.9000 cache size     2100, 2973972 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns4953 S3FIFO-0.5500-0.9000 cache size        7, 2973972 req, miss ratio 0.7674, byte miss ratio 0.7674
cdn1_colo28.ns4953 S3FIFO-0.5500-0.9000 cache size       26, 2973972 req, miss ratio 0.7432, byte miss ratio 0.7432
cdn1_colo28.ns4953 S3FIFO-0.5500-0.9000 cache size       78, 2973972 req, miss ratio 0.6707, byte miss ratio 0.6707
cdn1_colo28.ns4953 S3FIFO-0.5500-0.9000 cache size      262, 2973972 req, miss ratio 0.3388, byte miss ratio 0.3388
cdn1_colo28.ns4953 S3FIFO-0.5500-0.9000 cache size      525, 2973972 req, miss ratio 0.0839, byte miss ratio 0.0839
