io_traces.ns2 S3FIFO-0.1500-1.9000 cache size     1597, 25600000 req, miss ratio 0.4212, byte miss ratio 0.4212
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size     4791, 25600000 req, miss ratio 0.3887, byte miss ratio 0.3887
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size    15971, 25600000 req, miss ratio 0.3383, byte miss ratio 0.3383
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size    47913, 25600000 req, miss ratio 0.2633, byte miss ratio 0.2633
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size   159713, 25600000 req, miss ratio 0.1546, byte miss ratio 0.1546
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size   319426, 25600000 req, miss ratio 0.1121, byte miss ratio 0.1121
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size   638852, 25600000 req, miss ratio 0.0796, byte miss ratio 0.0796
io_traces.ns2 S3FIFO-0.1500-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size     1597, 25600000 req, miss ratio 0.4209, byte miss ratio 0.4209
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size     4791, 25600000 req, miss ratio 0.3941, byte miss ratio 0.3941
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size    15971, 25600000 req, miss ratio 0.3424, byte miss ratio 0.3424
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size    47913, 25600000 req, miss ratio 0.2698, byte miss ratio 0.2698
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size   159713, 25600000 req, miss ratio 0.1598, byte miss ratio 0.1598
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size   319426, 25600000 req, miss ratio 0.1109, byte miss ratio 0.1109
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size   638852, 25600000 req, miss ratio 0.0788, byte miss ratio 0.0788
io_traces.ns2 S3FIFO-0.4000-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size     1597, 25600000 req, miss ratio 0.4297, byte miss ratio 0.4297
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size     4791, 25600000 req, miss ratio 0.4037, byte miss ratio 0.4037
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size    15971, 25600000 req, miss ratio 0.3571, byte miss ratio 0.3571
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size    47913, 25600000 req, miss ratio 0.2856, byte miss ratio 0.2856
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size   159713, 25600000 req, miss ratio 0.1749, byte miss ratio 0.1749
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size   319426, 25600000 req, miss ratio 0.1212, byte miss ratio 0.1212
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size   638852, 25600000 req, miss ratio 0.0842, byte miss ratio 0.0842
io_traces.ns2 S3FIFO-0.8000-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0641, byte miss ratio 0.0641
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size     1597, 25600000 req, miss ratio 0.4262, byte miss ratio 0.4262
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size     4791, 25600000 req, miss ratio 0.3999, byte miss ratio 0.3999
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size    15971, 25600000 req, miss ratio 0.3507, byte miss ratio 0.3507
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size    47913, 25600000 req, miss ratio 0.2794, byte miss ratio 0.2794
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size   159713, 25600000 req, miss ratio 0.1709, byte miss ratio 0.1709
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size   319426, 25600000 req, miss ratio 0.1172, byte miss ratio 0.1172
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size   638852, 25600000 req, miss ratio 0.0820, byte miss ratio 0.0820
io_traces.ns2 S3FIFO-0.7000-0.9000 cache size  1277705, 25600000 req, miss ratio 0.0634, byte miss ratio 0.0634
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size     1597, 25600000 req, miss ratio 0.4241, byte miss ratio 0.4241
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size     4791, 25600000 req, miss ratio 0.3989, byte miss ratio 0.3989
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size    15971, 25600000 req, miss ratio 0.3489, byte miss ratio 0.3489
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size    47913, 25600000 req, miss ratio 0.2777, byte miss ratio 0.2777
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size   159713, 25600000 req, miss ratio 0.1670, byte miss ratio 0.1670
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size   319426, 25600000 req, miss ratio 0.1137, byte miss ratio 0.1137
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size   638852, 25600000 req, miss ratio 0.0811, byte miss ratio 0.0811
io_traces.ns2 S3FIFO-0.6000-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0631, byte miss ratio 0.0631
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size     1597, 25600000 req, miss ratio 0.4322, byte miss ratio 0.4322
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size     4791, 25600000 req, miss ratio 0.3972, byte miss ratio 0.3972
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size    15971, 25600000 req, miss ratio 0.3448, byte miss ratio 0.3448
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size    47913, 25600000 req, miss ratio 0.2673, byte miss ratio 0.2673
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size   159713, 25600000 req, miss ratio 0.1610, byte miss ratio 0.1610
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size   319426, 25600000 req, miss ratio 0.1209, byte miss ratio 0.1209
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size   638852, 25600000 req, miss ratio 0.0852, byte miss ratio 0.0852
io_traces.ns2 S3FIFO-0.0050-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size     1597, 25600000 req, miss ratio 0.4325, byte miss ratio 0.4325
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size     4791, 25600000 req, miss ratio 0.4045, byte miss ratio 0.4045
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size    15971, 25600000 req, miss ratio 0.3583, byte miss ratio 0.3583
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size    47913, 25600000 req, miss ratio 0.2868, byte miss ratio 0.2868
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size   159713, 25600000 req, miss ratio 0.1777, byte miss ratio 0.1777
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size   319426, 25600000 req, miss ratio 0.1232, byte miss ratio 0.1232
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size   638852, 25600000 req, miss ratio 0.0854, byte miss ratio 0.0854
io_traces.ns2 S3FIFO-0.8500-0.9000 cache size  1277705, 25600000 req, miss ratio 0.0647, byte miss ratio 0.0647
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size     1597, 25600000 req, miss ratio 0.4252, byte miss ratio 0.4252
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size     4791, 25600000 req, miss ratio 0.4000, byte miss ratio 0.4000
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size    15971, 25600000 req, miss ratio 0.3508, byte miss ratio 0.3508
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size    47913, 25600000 req, miss ratio 0.2794, byte miss ratio 0.2794
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size   159713, 25600000 req, miss ratio 0.1695, byte miss ratio 0.1695
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size   319426, 25600000 req, miss ratio 0.1153, byte miss ratio 0.1153
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size   638852, 25600000 req, miss ratio 0.0819, byte miss ratio 0.0819
io_traces.ns2 S3FIFO-0.6500-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0633, byte miss ratio 0.0633
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size     1597, 25600000 req, miss ratio 0.4203, byte miss ratio 0.4203
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size     4791, 25600000 req, miss ratio 0.3916, byte miss ratio 0.3916
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size    15971, 25600000 req, miss ratio 0.3401, byte miss ratio 0.3401
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size    47913, 25600000 req, miss ratio 0.2662, byte miss ratio 0.2662
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size   159713, 25600000 req, miss ratio 0.1568, byte miss ratio 0.1568
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size   319426, 25600000 req, miss ratio 0.1110, byte miss ratio 0.1110
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size   638852, 25600000 req, miss ratio 0.0780, byte miss ratio 0.0780
io_traces.ns2 S3FIFO-0.3000-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size     1597, 25600000 req, miss ratio 0.4364, byte miss ratio 0.4364
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size     4791, 25600000 req, miss ratio 0.4011, byte miss ratio 0.4011
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size    15971, 25600000 req, miss ratio 0.3485, byte miss ratio 0.3485
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size    47913, 25600000 req, miss ratio 0.2713, byte miss ratio 0.2713
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size   159713, 25600000 req, miss ratio 0.1625, byte miss ratio 0.1625
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size   319426, 25600000 req, miss ratio 0.1225, byte miss ratio 0.1225
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size   638852, 25600000 req, miss ratio 0.0862, byte miss ratio 0.0862
io_traces.ns2 S3FIFO-0.0010-1.9000 cache size  1277705, 25600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size     1597, 25600000 req, miss ratio 0.4378, byte miss ratio 0.4378
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size     4791, 25600000 req, miss ratio 0.4069, byte miss ratio 0.4069
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size    15971, 25600000 req, miss ratio 0.3606, byte miss ratio 0.3606
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size    47913, 25600000 req, miss ratio 0.2889, byte miss ratio 0.2889
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size   159713, 25600000 req, miss ratio 0.1801, byte miss ratio 0.1801
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size   319426, 25600000 req, miss ratio 0.1252, byte miss ratio 0.1252
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size   638852, 25600000 req, miss ratio 0.0870, byte miss ratio 0.0870
io_traces.ns2 S3FIFO-0.9000-0.9000 cache size  1277705, 25600000 req, miss ratio 0.0653, byte miss ratio 0.0653
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size     1597, 25600000 req, miss ratio 0.4230, byte miss ratio 0.4230
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size     4791, 25600000 req, miss ratio 0.3964, byte miss ratio 0.3964
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size    15971, 25600000 req, miss ratio 0.3444, byte miss ratio 0.3444
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size    47913, 25600000 req, miss ratio 0.2728, byte miss ratio 0.2728
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size   159713, 25600000 req, miss ratio 0.1640, byte miss ratio 0.1640
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size   319426, 25600000 req, miss ratio 0.1122, byte miss ratio 0.1122
io_traces.ns2 S3FIFO-0.5500-0.9000 cache size   638852, 25600000 req, miss ratio 0.0805, byte miss ratio 0.0805
