tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size      317, 4100778 req, miss ratio 0.7694, byte miss ratio 0.7694
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size      953, 4100778 req, miss ratio 0.7038, byte miss ratio 0.7038
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size     3179, 4100778 req, miss ratio 0.5627, byte miss ratio 0.5627
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size     9538, 4100778 req, miss ratio 0.2266, byte miss ratio 0.2266
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size    31795, 4100778 req, miss ratio 0.1543, byte miss ratio 0.1543
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size    63591, 4100778 req, miss ratio 0.1341, byte miss ratio 0.1341
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size   127183, 4100778 req, miss ratio 0.1071, byte miss ratio 0.1071
tencentBlock.ns9227 S3FIFO-0.0250-1.9000 cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size      317, 4100778 req, miss ratio 0.8538, byte miss ratio 0.8538
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size      953, 4100778 req, miss ratio 0.7707, byte miss ratio 0.7707
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size     3179, 4100778 req, miss ratio 0.6551, byte miss ratio 0.6551
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size     9538, 4100778 req, miss ratio 0.3200, byte miss ratio 0.3200
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size    31795, 4100778 req, miss ratio 0.1779, byte miss ratio 0.1779
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size    63591, 4100778 req, miss ratio 0.1496, byte miss ratio 0.1496
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size   127183, 4100778 req, miss ratio 0.1189, byte miss ratio 0.1189
tencentBlock.ns9227 S3FIFO-0.9000-0.9000 cache size   254367, 4100778 req, miss ratio 0.0827, byte miss ratio 0.0827
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size      317, 4100778 req, miss ratio 0.7655, byte miss ratio 0.7655
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size      953, 4100778 req, miss ratio 0.7234, byte miss ratio 0.7234
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size     3179, 4100778 req, miss ratio 0.6330, byte miss ratio 0.6330
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size     9538, 4100778 req, miss ratio 0.2603, byte miss ratio 0.2603
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size    31795, 4100778 req, miss ratio 0.1549, byte miss ratio 0.1549
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size    63591, 4100778 req, miss ratio 0.1365, byte miss ratio 0.1365
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size   127183, 4100778 req, miss ratio 0.1190, byte miss ratio 0.1190
tencentBlock.ns9227 S3FIFO-0.4000-1.9000 cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size      317, 4100778 req, miss ratio 0.7639, byte miss ratio 0.7639
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size      953, 4100778 req, miss ratio 0.7159, byte miss ratio 0.7159
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size     3179, 4100778 req, miss ratio 0.6187, byte miss ratio 0.6187
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size     9538, 4100778 req, miss ratio 0.2477, byte miss ratio 0.2477
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size    31795, 4100778 req, miss ratio 0.1542, byte miss ratio 0.1542
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size    63591, 4100778 req, miss ratio 0.1362, byte miss ratio 0.1362
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size   127183, 4100778 req, miss ratio 0.1159, byte miss ratio 0.1159
tencentBlock.ns9227 S3FIFO-0.3000-1.9000 cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size      317, 4100778 req, miss ratio 0.7734, byte miss ratio 0.7734
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size      953, 4100778 req, miss ratio 0.7129, byte miss ratio 0.7129
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size     3179, 4100778 req, miss ratio 0.5249, byte miss ratio 0.5249
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size     9538, 4100778 req, miss ratio 0.2295, byte miss ratio 0.2295
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size    31795, 4100778 req, miss ratio 0.1578, byte miss ratio 0.1578
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size    63591, 4100778 req, miss ratio 0.1349, byte miss ratio 0.1349
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size   127183, 4100778 req, miss ratio 0.1071, byte miss ratio 0.1071
tencentBlock.ns9227 S3FIFO-0.0050-0.9000 cache size   254367, 4100778 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size      317, 4100778 req, miss ratio 0.8650, byte miss ratio 0.8650
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size      953, 4100778 req, miss ratio 0.7919, byte miss ratio 0.7919
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size     3179, 4100778 req, miss ratio 0.6582, byte miss ratio 0.6582
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size     9538, 4100778 req, miss ratio 0.3268, byte miss ratio 0.3268
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size    31795, 4100778 req, miss ratio 0.1871, byte miss ratio 0.1871
tencentBlock.ns9227 S3FIFO-0.9900-0.9000 cache size    63591, 4100778 req, miss ratio 0.1545, byte miss ratio 0.1545
