cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size      550, 14243740 req, miss ratio 0.1538, byte miss ratio 0.1538
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size     1651, 14243740 req, miss ratio 0.1124, byte miss ratio 0.1124
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size     5505, 14243740 req, miss ratio 0.0842, byte miss ratio 0.0842
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size    16515, 14243740 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size    55050, 14243740 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size   110100, 14243740 req, miss ratio 0.0472, byte miss ratio 0.0472
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size   220200, 14243740 req, miss ratio 0.0414, byte miss ratio 0.0414
cdn1_colo28.ns980 S3FIFO-0.7500-0.9000 cache size   440401, 14243740 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size      550, 14243740 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size     1651, 14243740 req, miss ratio 0.1188, byte miss ratio 0.1188
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size     5505, 14243740 req, miss ratio 0.0862, byte miss ratio 0.0862
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size    16515, 14243740 req, miss ratio 0.0668, byte miss ratio 0.0668
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size    55050, 14243740 req, miss ratio 0.0530, byte miss ratio 0.0530
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size   110100, 14243740 req, miss ratio 0.0479, byte miss ratio 0.0479
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size   220200, 14243740 req, miss ratio 0.0417, byte miss ratio 0.0417
cdn1_colo28.ns980 S3FIFO-0.9900-1.9000 cache size   440401, 14243740 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size      550, 14243740 req, miss ratio 0.1610, byte miss ratio 0.1610
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size     1651, 14243740 req, miss ratio 0.1176, byte miss ratio 0.1176
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size     5505, 14243740 req, miss ratio 0.0856, byte miss ratio 0.0856
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size    16515, 14243740 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size    55050, 14243740 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size   110100, 14243740 req, miss ratio 0.0478, byte miss ratio 0.0478
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size   220200, 14243740 req, miss ratio 0.0415, byte miss ratio 0.0415
cdn1_colo28.ns980 S3FIFO-0.9500-1.9000 cache size   440401, 14243740 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_colo28.ns980 S3FIFO-0.9900-0.9000 cache size      550, 14243740 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_colo28.ns980 S3FIFO-0.9900-0.9000 cache size     1651, 14243740 req, miss ratio 0.1188, byte miss ratio 0.1188
cdn1_colo28.ns980 S3FIFO-0.9900-0.9000 cache size     5505, 14243740 req, miss ratio 0.0862, byte miss ratio 0.0862
cdn1_colo28.ns980 S3FIFO-0.9900-0.9000 cache size    16515, 14243740 req, miss ratio 0.0668, byte miss ratio 0.0668
