io_traces.ns272 S3FIFO-0.2500-1.9000 cache size      500, 9200000 req, miss ratio 0.5071, byte miss ratio 0.5071
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size     1500, 9200000 req, miss ratio 0.4965, byte miss ratio 0.4965
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size     5001, 9200000 req, miss ratio 0.4594, byte miss ratio 0.4594
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size    15004, 9200000 req, miss ratio 0.3895, byte miss ratio 0.3895
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size    50013, 9200000 req, miss ratio 0.1775, byte miss ratio 0.1775
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size   100027, 9200000 req, miss ratio 0.0825, byte miss ratio 0.0825
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size   200055, 9200000 req, miss ratio 0.0582, byte miss ratio 0.0582
io_traces.ns272 S3FIFO-0.2500-1.9000 cache size   400111, 9200000 req, miss ratio 0.0546, byte miss ratio 0.0546
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size      500, 9200000 req, miss ratio 0.5074, byte miss ratio 0.5074
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size     1500, 9200000 req, miss ratio 0.4970, byte miss ratio 0.4970
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size     5001, 9200000 req, miss ratio 0.4637, byte miss ratio 0.4637
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size    15004, 9200000 req, miss ratio 0.3988, byte miss ratio 0.3988
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size    50013, 9200000 req, miss ratio 0.1800, byte miss ratio 0.1800
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size   100027, 9200000 req, miss ratio 0.0857, byte miss ratio 0.0857
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size   200055, 9200000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns272 S3FIFO-0.3000-1.9000 cache size   400111, 9200000 req, miss ratio 0.0546, byte miss ratio 0.0546
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size      500, 9200000 req, miss ratio 0.5083, byte miss ratio 0.5083
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size     1500, 9200000 req, miss ratio 0.4971, byte miss ratio 0.4971
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size     5001, 9200000 req, miss ratio 0.4534, byte miss ratio 0.4534
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size    15004, 9200000 req, miss ratio 0.3267, byte miss ratio 0.3267
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size    50013, 9200000 req, miss ratio 0.1683, byte miss ratio 0.1683
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size   100027, 9200000 req, miss ratio 0.0739, byte miss ratio 0.0739
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size   200055, 9200000 req, miss ratio 0.0582, byte miss ratio 0.0582
io_traces.ns272 S3FIFO-0.1000-0.9000 cache size   400111, 9200000 req, miss ratio 0.0546, byte miss ratio 0.0546
