io_traces.ns658 S3FIFO-0.2000-0.9000 cache size      184, 2600000 req, miss ratio 0.7336, byte miss ratio 0.7336
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size      554, 2600000 req, miss ratio 0.7011, byte miss ratio 0.7011
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size     1848, 2600000 req, miss ratio 0.6400, byte miss ratio 0.6400
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size     5545, 2600000 req, miss ratio 0.5356, byte miss ratio 0.5356
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size    18485, 2600000 req, miss ratio 0.3992, byte miss ratio 0.3992
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size    36970, 2600000 req, miss ratio 0.2730, byte miss ratio 0.2730
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size    73941, 2600000 req, miss ratio 0.1091, byte miss ratio 0.1091
io_traces.ns658 S3FIFO-0.2000-0.9000 cache size   147883, 2600000 req, miss ratio 0.0720, byte miss ratio 0.0720
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size      184, 2600000 req, miss ratio 0.7221, byte miss ratio 0.7221
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size      554, 2600000 req, miss ratio 0.7016, byte miss ratio 0.7016
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size     1848, 2600000 req, miss ratio 0.6352, byte miss ratio 0.6352
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size     5545, 2600000 req, miss ratio 0.5542, byte miss ratio 0.5542
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size    18485, 2600000 req, miss ratio 0.4008, byte miss ratio 0.4008
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size    36970, 2600000 req, miss ratio 0.2740, byte miss ratio 0.2740
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size    73941, 2600000 req, miss ratio 0.1120, byte miss ratio 0.1120
io_traces.ns658 S3FIFO-0.2500-1.9000 cache size   147883, 2600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns658 S3FIFO-0.4000-0.9000 cache size      184, 2600000 req, miss ratio 0.7340, byte miss ratio 0.7340
io_traces.ns658 S3FIFO-0.4000-0.9000 cache size      554, 2600000 req, miss ratio 0.7070, byte miss ratio 0.7070
io_traces.ns658 S3FIFO-0.4000-0.9000 cache size     1848, 2600000 req, miss ratio 0.6531, byte miss ratio 0.6531
io_traces.ns658 S3FIFO-0.4000-0.9000 cache size     5545, 2600000 req, miss ratio 0.5645, byte miss ratio 0.5645
io_traces.ns658 S3FIFO-0.4000-0.9000 cache size    18485, 2600000 req, miss ratio 0.3974, byte miss ratio 0.3974
