cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size       31, 3981264 req, miss ratio 0.3033, byte miss ratio 0.3033
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size       93, 3981264 req, miss ratio 0.0596, byte miss ratio 0.0596
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size      312, 3981264 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size      937, 3981264 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size     3124, 3981264 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size     6248, 3981264 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size    12496, 3981264 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns5432 S3FIFO-0.8500-1.9000 cache size    24992, 3981264 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size       31, 3981264 req, miss ratio 0.3064, byte miss ratio 0.3064
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size       93, 3981264 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size      312, 3981264 req, miss ratio 0.0346, byte miss ratio 0.0346
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size      937, 3981264 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size     3124, 3981264 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size     6248, 3981264 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size    12496, 3981264 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns5432 S3FIFO-0.2500-0.9000 cache size    24992, 3981264 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns5432 S3FIFO-0.9500-1.9000 cache size       31, 3981264 req, miss ratio 0.2977, byte miss ratio 0.2977
cdn1_colo28.ns5432 S3FIFO-0.9500-1.9000 cache size       93, 3981264 req, miss ratio 0.0619, byte miss ratio 0.0619
