tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size     2882, 52801374 req, miss ratio 0.7733, byte miss ratio 0.7733
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size     8648, 52801374 req, miss ratio 0.6637, byte miss ratio 0.6637
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size    28827, 52801374 req, miss ratio 0.5318, byte miss ratio 0.5318
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size    86481, 52801374 req, miss ratio 0.3607, byte miss ratio 0.3607
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size   288270, 52801374 req, miss ratio 0.1849, byte miss ratio 0.1849
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size   576540, 52801374 req, miss ratio 0.1146, byte miss ratio 0.1146
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size  1153081, 52801374 req, miss ratio 0.0756, byte miss ratio 0.0756
tencentBlock.ns6063 S3FIFO-0.0500-1.9000 cache size  2306162, 52801374 req, miss ratio 0.0572, byte miss ratio 0.0572
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size     2882, 52801374 req, miss ratio 0.7818, byte miss ratio 0.7818
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size     8648, 52801374 req, miss ratio 0.6872, byte miss ratio 0.6872
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size    28827, 52801374 req, miss ratio 0.5507, byte miss ratio 0.5507
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size    86481, 52801374 req, miss ratio 0.3703, byte miss ratio 0.3703
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size   288270, 52801374 req, miss ratio 0.1881, byte miss ratio 0.1881
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size   576540, 52801374 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size  1153081, 52801374 req, miss ratio 0.0770, byte miss ratio 0.0770
tencentBlock.ns6063 S3FIFO-0.0100-1.9000 cache size  2306162, 52801374 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size     2882, 52801374 req, miss ratio 0.7506, byte miss ratio 0.7506
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size     8648, 52801374 req, miss ratio 0.6635, byte miss ratio 0.6635
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size    28827, 52801374 req, miss ratio 0.5453, byte miss ratio 0.5453
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size    86481, 52801374 req, miss ratio 0.3954, byte miss ratio 0.3954
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size   288270, 52801374 req, miss ratio 0.2037, byte miss ratio 0.2037
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size   576540, 52801374 req, miss ratio 0.1314, byte miss ratio 0.1314
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size  1153081, 52801374 req, miss ratio 0.0819, byte miss ratio 0.0819
tencentBlock.ns6063 S3FIFO-0.6500-0.9000 cache size  2306162, 52801374 req, miss ratio 0.0586, byte miss ratio 0.0586
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size     2882, 52801374 req, miss ratio 0.7536, byte miss ratio 0.7536
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size     8648, 52801374 req, miss ratio 0.6684, byte miss ratio 0.6684
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size    28827, 52801374 req, miss ratio 0.5522, byte miss ratio 0.5522
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size    86481, 52801374 req, miss ratio 0.3979, byte miss ratio 0.3979
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size   288270, 52801374 req, miss ratio 0.2069, byte miss ratio 0.2069
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size   576540, 52801374 req, miss ratio 0.1337, byte miss ratio 0.1337
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size  1153081, 52801374 req, miss ratio 0.0831, byte miss ratio 0.0831
tencentBlock.ns6063 S3FIFO-0.7000-1.9000 cache size  2306162, 52801374 req, miss ratio 0.0588, byte miss ratio 0.0588
tencentBlock.ns6063 S3FIFO-0.0250-1.9000 cache size     2882, 52801374 req, miss ratio 0.7790, byte miss ratio 0.7790
tencentBlock.ns6063 S3FIFO-0.0250-1.9000 cache size     8648, 52801374 req, miss ratio 0.6757, byte miss ratio 0.6757
tencentBlock.ns6063 S3FIFO-0.0250-1.9000 cache size    28827, 52801374 req, miss ratio 0.5392, byte miss ratio 0.5392
tencentBlock.ns6063 S3FIFO-0.0250-1.9000 cache size    86481, 52801374 req, miss ratio 0.3636, byte miss ratio 0.3636
