tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size       41, 106061494 req, miss ratio 0.2874, byte miss ratio 0.2874
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size      125, 106061494 req, miss ratio 0.2139, byte miss ratio 0.2139
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size      416, 106061494 req, miss ratio 0.0578, byte miss ratio 0.0578
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size     1250, 106061494 req, miss ratio 0.0219, byte miss ratio 0.0219
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size     4167, 106061494 req, miss ratio 0.0066, byte miss ratio 0.0066
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size     8334, 106061494 req, miss ratio 0.0034, byte miss ratio 0.0034
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size    16668, 106061494 req, miss ratio 0.0021, byte miss ratio 0.0021
tencentBlock.ns10116 S3FIFO-0.7500-0.9000 cache size    33337, 106061494 req, miss ratio 0.0007, byte miss ratio 0.0007
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size       41, 106061494 req, miss ratio 0.2703, byte miss ratio 0.2703
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size      125, 106061494 req, miss ratio 0.1717, byte miss ratio 0.1717
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size      416, 106061494 req, miss ratio 0.0336, byte miss ratio 0.0336
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size     1250, 106061494 req, miss ratio 0.0229, byte miss ratio 0.0229
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size     4167, 106061494 req, miss ratio 0.0044, byte miss ratio 0.0044
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size     8334, 106061494 req, miss ratio 0.0028, byte miss ratio 0.0028
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size    16668, 106061494 req, miss ratio 0.0018, byte miss ratio 0.0018
tencentBlock.ns10116 S3FIFO-0.2500-1.9000 cache size    33337, 106061494 req, miss ratio 0.0006, byte miss ratio 0.0006
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size       41, 106061494 req, miss ratio 0.2854, byte miss ratio 0.2854
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size      125, 106061494 req, miss ratio 0.1886, byte miss ratio 0.1886
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size      416, 106061494 req, miss ratio 0.0479, byte miss ratio 0.0479
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size     1250, 106061494 req, miss ratio 0.0236, byte miss ratio 0.0236
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size     4167, 106061494 req, miss ratio 0.0055, byte miss ratio 0.0055
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size     8334, 106061494 req, miss ratio 0.0030, byte miss ratio 0.0030
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size    16668, 106061494 req, miss ratio 0.0020, byte miss ratio 0.0020
tencentBlock.ns10116 S3FIFO-0.5500-0.9000 cache size    33337, 106061494 req, miss ratio 0.0007, byte miss ratio 0.0007
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size       41, 106061494 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size      125, 106061494 req, miss ratio 0.1587, byte miss ratio 0.1587
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size      416, 106061494 req, miss ratio 0.0300, byte miss ratio 0.0300
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size     1250, 106061494 req, miss ratio 0.0222, byte miss ratio 0.0222
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size     4167, 106061494 req, miss ratio 0.0036, byte miss ratio 0.0036
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size     8334, 106061494 req, miss ratio 0.0027, byte miss ratio 0.0027
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size    16668, 106061494 req, miss ratio 0.0017, byte miss ratio 0.0017
tencentBlock.ns10116 S3FIFO-0.0100-1.9000 cache size    33337, 106061494 req, miss ratio 0.0006, byte miss ratio 0.0006
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size       41, 106061494 req, miss ratio 0.2842, byte miss ratio 0.2842
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size      125, 106061494 req, miss ratio 0.1845, byte miss ratio 0.1845
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size      416, 106061494 req, miss ratio 0.0453, byte miss ratio 0.0453
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size     1250, 106061494 req, miss ratio 0.0236, byte miss ratio 0.0236
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size     4167, 106061494 req, miss ratio 0.0053, byte miss ratio 0.0053
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size     8334, 106061494 req, miss ratio 0.0029, byte miss ratio 0.0029
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size    16668, 106061494 req, miss ratio 0.0019, byte miss ratio 0.0019
tencentBlock.ns10116 S3FIFO-0.5000-0.9000 cache size    33337, 106061494 req, miss ratio 0.0006, byte miss ratio 0.0006
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size       41, 106061494 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size      125, 106061494 req, miss ratio 0.1758, byte miss ratio 0.1758
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size      416, 106061494 req, miss ratio 0.0374, byte miss ratio 0.0374
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size     1250, 106061494 req, miss ratio 0.0233, byte miss ratio 0.0233
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size     4167, 106061494 req, miss ratio 0.0048, byte miss ratio 0.0048
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size     8334, 106061494 req, miss ratio 0.0028, byte miss ratio 0.0028
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size    16668, 106061494 req, miss ratio 0.0019, byte miss ratio 0.0019
tencentBlock.ns10116 S3FIFO-0.3500-1.9000 cache size    33337, 106061494 req, miss ratio 0.0006, byte miss ratio 0.0006
tencentBlock.ns10116 S3FIFO-0.3000-0.9000 cache size       41, 106061494 req, miss ratio 0.2737, byte miss ratio 0.2737
tencentBlock.ns10116 S3FIFO-0.3000-0.9000 cache size      125, 106061494 req, miss ratio 0.1731, byte miss ratio 0.1731
tencentBlock.ns10116 S3FIFO-0.3000-0.9000 cache size      416, 106061494 req, miss ratio 0.0352, byte miss ratio 0.0352
tencentBlock.ns10116 S3FIFO-0.3000-0.9000 cache size     1250, 106061494 req, miss ratio 0.0229, byte miss ratio 0.0229
tencentBlock.ns10116 S3FIFO-0.3000-0.9000 cache size     4167, 106061494 req, miss ratio 0.0045, byte miss ratio 0.0045
