cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size        6, 1178462 req, miss ratio 0.1939, byte miss ratio 0.1939
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size       18, 1178462 req, miss ratio 0.1066, byte miss ratio 0.1066
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size       62, 1178462 req, miss ratio 0.0426, byte miss ratio 0.0426
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size      186, 1178462 req, miss ratio 0.0179, byte miss ratio 0.0179
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size      622, 1178462 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size     1244, 1178462 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size     2488, 1178462 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns3626 S3FIFO-0.2000-1.9000 cache size     4976, 1178462 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size        6, 1178462 req, miss ratio 0.2415, byte miss ratio 0.2415
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size       18, 1178462 req, miss ratio 0.1412, byte miss ratio 0.1412
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size       62, 1178462 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size      186, 1178462 req, miss ratio 0.0263, byte miss ratio 0.0263
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size      622, 1178462 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size     1244, 1178462 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size     2488, 1178462 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns3626 S3FIFO-0.8000-1.9000 cache size     4976, 1178462 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns3626 S3FIFO-0.6000-0.9000 cache size        6, 1178462 req, miss ratio 0.2179, byte miss ratio 0.2179
cdn1_allcolo.ns3626 S3FIFO-0.6000-0.9000 cache size       18, 1178462 req, miss ratio 0.1266, byte miss ratio 0.1266
cdn1_allcolo.ns3626 S3FIFO-0.6000-0.9000 cache size       62, 1178462 req, miss ratio 0.0538, byte miss ratio 0.0538
cdn1_allcolo.ns3626 S3FIFO-0.6000-0.9000 cache size      186, 1178462 req, miss ratio 0.0226, byte miss ratio 0.0226
