cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size      840, 1211918 req, miss ratio 0.9136, byte miss ratio 0.9136
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size     2521, 1211918 req, miss ratio 0.9041, byte miss ratio 0.9041
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size     8404, 1211918 req, miss ratio 0.8940, byte miss ratio 0.8940
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size    25213, 1211918 req, miss ratio 0.8838, byte miss ratio 0.8838
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size    84044, 1211918 req, miss ratio 0.8655, byte miss ratio 0.8655
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size   168089, 1211918 req, miss ratio 0.8384, byte miss ratio 0.8384
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size   336178, 1211918 req, miss ratio 0.7879, byte miss ratio 0.7879
cdn1_colo28.ns1116 S3FIFO-0.7000-0.9000 cache size   672356, 1211918 req, miss ratio 0.7002, byte miss ratio 0.7002
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size      840, 1211918 req, miss ratio 0.9123, byte miss ratio 0.9123
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size     2521, 1211918 req, miss ratio 0.9027, byte miss ratio 0.9027
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size     8404, 1211918 req, miss ratio 0.8926, byte miss ratio 0.8926
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size    25213, 1211918 req, miss ratio 0.8799, byte miss ratio 0.8799
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size    84044, 1211918 req, miss ratio 0.8558, byte miss ratio 0.8558
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size   168089, 1211918 req, miss ratio 0.8295, byte miss ratio 0.8295
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size   336178, 1211918 req, miss ratio 0.7872, byte miss ratio 0.7872
cdn1_colo28.ns1116 S3FIFO-0.1500-1.9000 cache size   672356, 1211918 req, miss ratio 0.7002, byte miss ratio 0.7002
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size      840, 1211918 req, miss ratio 0.9380, byte miss ratio 0.9380
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size     2521, 1211918 req, miss ratio 0.9192, byte miss ratio 0.9192
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size     8404, 1211918 req, miss ratio 0.8970, byte miss ratio 0.8970
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size    25213, 1211918 req, miss ratio 0.8813, byte miss ratio 0.8813
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size    84044, 1211918 req, miss ratio 0.8558, byte miss ratio 0.8558
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size   168089, 1211918 req, miss ratio 0.8293, byte miss ratio 0.8293
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size   336178, 1211918 req, miss ratio 0.7872, byte miss ratio 0.7872
cdn1_colo28.ns1116 S3FIFO-0.0100-1.9000 cache size   672356, 1211918 req, miss ratio 0.7002, byte miss ratio 0.7002
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size      840, 1211918 req, miss ratio 0.9126, byte miss ratio 0.9126
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size     2521, 1211918 req, miss ratio 0.9024, byte miss ratio 0.9024
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size     8404, 1211918 req, miss ratio 0.8932, byte miss ratio 0.8932
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size    25213, 1211918 req, miss ratio 0.8822, byte miss ratio 0.8822
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size    84044, 1211918 req, miss ratio 0.8618, byte miss ratio 0.8618
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size   168089, 1211918 req, miss ratio 0.8350, byte miss ratio 0.8350
cdn1_colo28.ns1116 S3FIFO-0.5000-0.9000 cache size   336178, 1211918 req, miss ratio 0.7872, byte miss ratio 0.7872
