cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size        5, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size       16, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size       50, 69683544 req, miss ratio 0.4027, byte miss ratio 0.4027
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size      169, 69683544 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.0500-0.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size        5, 69683544 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size       16, 69683544 req, miss ratio 0.6679, byte miss ratio 0.6679
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size       50, 69683544 req, miss ratio 0.6427, byte miss ratio 0.6427
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size      169, 69683544 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.4500-1.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size        5, 69683544 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size       16, 69683544 req, miss ratio 0.6751, byte miss ratio 0.6751
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size       50, 69683544 req, miss ratio 0.6544, byte miss ratio 0.6544
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size      169, 69683544 req, miss ratio 0.0536, byte miss ratio 0.0536
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.5500-0.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size        5, 69683544 req, miss ratio 0.7074, byte miss ratio 0.7074
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size       16, 69683544 req, miss ratio 0.6519, byte miss ratio 0.6519
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size       50, 69683544 req, miss ratio 0.5783, byte miss ratio 0.5783
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size      169, 69683544 req, miss ratio 0.0611, byte miss ratio 0.0611
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.3500-0.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size        5, 69683544 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size       16, 69683544 req, miss ratio 0.6751, byte miss ratio 0.6751
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size       50, 69683544 req, miss ratio 0.6527, byte miss ratio 0.6527
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size      169, 69683544 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.5000-0.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size        5, 69683544 req, miss ratio 0.7337, byte miss ratio 0.7337
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size       16, 69683544 req, miss ratio 0.7070, byte miss ratio 0.7070
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size       50, 69683544 req, miss ratio 0.5405, byte miss ratio 0.5405
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size      169, 69683544 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size      338, 69683544 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.7500-1.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size        5, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size       16, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size       50, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size      169, 69683544 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size      338, 69683544 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size      677, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.0050-0.9000 cache size     1354, 69683544 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns162 S3FIFO-0.9900-0.9000 cache size        5, 69683544 req, miss ratio 0.7369, byte miss ratio 0.7369
