cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size       19, 1493424 req, miss ratio 0.0843, byte miss ratio 0.0843
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size       59, 1493424 req, miss ratio 0.0478, byte miss ratio 0.0478
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size      197, 1493424 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size      593, 1493424 req, miss ratio 0.0259, byte miss ratio 0.0259
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size     1978, 1493424 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size     3957, 1493424 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size     7914, 1493424 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_allcolo.ns1905 S3FIFO-0.9500-0.9000 cache size    15829, 1493424 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size       19, 1493424 req, miss ratio 0.0838, byte miss ratio 0.0838
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size       59, 1493424 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size      197, 1493424 req, miss ratio 0.0336, byte miss ratio 0.0336
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size      593, 1493424 req, miss ratio 0.0266, byte miss ratio 0.0266
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size     1978, 1493424 req, miss ratio 0.0219, byte miss ratio 0.0219
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size     3957, 1493424 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size     7914, 1493424 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1905 S3FIFO-0.9900-1.9000 cache size    15829, 1493424 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size       19, 1493424 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size       59, 1493424 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size      197, 1493424 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size      593, 1493424 req, miss ratio 0.0214, byte miss ratio 0.0214
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size     1978, 1493424 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size     3957, 1493424 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size     7914, 1493424 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_allcolo.ns1905 S3FIFO-0.0100-1.9000 cache size    15829, 1493424 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size       19, 1493424 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size       59, 1493424 req, miss ratio 0.0378, byte miss ratio 0.0378
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size      197, 1493424 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size      593, 1493424 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size     1978, 1493424 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size     3957, 1493424 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size     7914, 1493424 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_allcolo.ns1905 S3FIFO-0.6000-1.9000 cache size    15829, 1493424 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size       19, 1493424 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size       59, 1493424 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size      197, 1493424 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size      593, 1493424 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size     1978, 1493424 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size     3957, 1493424 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size     7914, 1493424 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_allcolo.ns1905 S3FIFO-0.0050-1.9000 cache size    15829, 1493424 req, miss ratio 0.0134, byte miss ratio 0.0134
