tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size     1493, 10757274 req, miss ratio 0.6062, byte miss ratio 0.6062
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size     4480, 10757274 req, miss ratio 0.4406, byte miss ratio 0.4406
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size    14934, 10757274 req, miss ratio 0.3489, byte miss ratio 0.3489
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size    44804, 10757274 req, miss ratio 0.2625, byte miss ratio 0.2625
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size   149349, 10757274 req, miss ratio 0.2029, byte miss ratio 0.2029
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size   298698, 10757274 req, miss ratio 0.1769, byte miss ratio 0.1769
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size   597396, 10757274 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns10799 S3FIFO-0.9900-1.9000 cache size  1194792, 10757274 req, miss ratio 0.1453, byte miss ratio 0.1453
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size     1493, 10757274 req, miss ratio 0.4491, byte miss ratio 0.4491
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size     4480, 10757274 req, miss ratio 0.3607, byte miss ratio 0.3607
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size    14934, 10757274 req, miss ratio 0.3186, byte miss ratio 0.3186
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size    44804, 10757274 req, miss ratio 0.2521, byte miss ratio 0.2521
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size   149349, 10757274 req, miss ratio 0.1771, byte miss ratio 0.1771
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size   298698, 10757274 req, miss ratio 0.1586, byte miss ratio 0.1586
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size   597396, 10757274 req, miss ratio 0.1440, byte miss ratio 0.1440
tencentBlock.ns10799 S3FIFO-0.4000-0.9000 cache size  1194792, 10757274 req, miss ratio 0.1395, byte miss ratio 0.1395
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size     1493, 10757274 req, miss ratio 0.5561, byte miss ratio 0.5561
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size     4480, 10757274 req, miss ratio 0.3892, byte miss ratio 0.3892
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size    14934, 10757274 req, miss ratio 0.3310, byte miss ratio 0.3310
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size    44804, 10757274 req, miss ratio 0.2568, byte miss ratio 0.2568
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size   149349, 10757274 req, miss ratio 0.1968, byte miss ratio 0.1968
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size   298698, 10757274 req, miss ratio 0.1690, byte miss ratio 0.1690
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size   597396, 10757274 req, miss ratio 0.1487, byte miss ratio 0.1487
tencentBlock.ns10799 S3FIFO-0.8000-0.9000 cache size  1194792, 10757274 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size     1493, 10757274 req, miss ratio 0.4681, byte miss ratio 0.4681
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size     4480, 10757274 req, miss ratio 0.3604, byte miss ratio 0.3604
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size    14934, 10757274 req, miss ratio 0.3250, byte miss ratio 0.3250
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size    44804, 10757274 req, miss ratio 0.2526, byte miss ratio 0.2526
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size   149349, 10757274 req, miss ratio 0.1781, byte miss ratio 0.1781
tencentBlock.ns10799 S3FIFO-0.4500-1.9000 cache size   298698, 10757274 req, miss ratio 0.1600, byte miss ratio 0.1600
