tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size       75, 2569274 req, miss ratio 0.5695, byte miss ratio 0.5695
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size      226, 2569274 req, miss ratio 0.3707, byte miss ratio 0.3707
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size      754, 2569274 req, miss ratio 0.2771, byte miss ratio 0.2771
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size     2264, 2569274 req, miss ratio 0.2407, byte miss ratio 0.2407
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size     7549, 2569274 req, miss ratio 0.1700, byte miss ratio 0.1700
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size    15098, 2569274 req, miss ratio 0.1195, byte miss ratio 0.1195
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size    30197, 2569274 req, miss ratio 0.0717, byte miss ratio 0.0717
tencentBlock.ns11147 S3FIFO-0.9500-1.9000 cache size    60394, 2569274 req, miss ratio 0.0368, byte miss ratio 0.0368
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size       75, 2569274 req, miss ratio 0.5347, byte miss ratio 0.5347
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size      226, 2569274 req, miss ratio 0.3334, byte miss ratio 0.3334
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size      754, 2569274 req, miss ratio 0.2563, byte miss ratio 0.2563
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size     2264, 2569274 req, miss ratio 0.2262, byte miss ratio 0.2262
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size     7549, 2569274 req, miss ratio 0.1695, byte miss ratio 0.1695
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size    15098, 2569274 req, miss ratio 0.1053, byte miss ratio 0.1053
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size    30197, 2569274 req, miss ratio 0.0640, byte miss ratio 0.0640
tencentBlock.ns11147 S3FIFO-0.6000-1.9000 cache size    60394, 2569274 req, miss ratio 0.0333, byte miss ratio 0.0333
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size       75, 2569274 req, miss ratio 0.4805, byte miss ratio 0.4805
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size      226, 2569274 req, miss ratio 0.3056, byte miss ratio 0.3056
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size      754, 2569274 req, miss ratio 0.2391, byte miss ratio 0.2391
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size     2264, 2569274 req, miss ratio 0.2131, byte miss ratio 0.2131
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size     7549, 2569274 req, miss ratio 0.1309, byte miss ratio 0.1309
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size    15098, 2569274 req, miss ratio 0.0952, byte miss ratio 0.0952
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size    30197, 2569274 req, miss ratio 0.0566, byte miss ratio 0.0566
tencentBlock.ns11147 S3FIFO-0.2000-1.9000 cache size    60394, 2569274 req, miss ratio 0.0313, byte miss ratio 0.0313
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size       75, 2569274 req, miss ratio 0.4757, byte miss ratio 0.4757
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size      226, 2569274 req, miss ratio 0.3026, byte miss ratio 0.3026
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size      754, 2569274 req, miss ratio 0.2379, byte miss ratio 0.2379
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size     2264, 2569274 req, miss ratio 0.2100, byte miss ratio 0.2100
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size     7549, 2569274 req, miss ratio 0.1217, byte miss ratio 0.1217
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size    15098, 2569274 req, miss ratio 0.0918, byte miss ratio 0.0918
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size    30197, 2569274 req, miss ratio 0.0554, byte miss ratio 0.0554
tencentBlock.ns11147 S3FIFO-0.1000-1.9000 cache size    60394, 2569274 req, miss ratio 0.0308, byte miss ratio 0.0308
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size       75, 2569274 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size      226, 2569274 req, miss ratio 0.3130, byte miss ratio 0.3130
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size      754, 2569274 req, miss ratio 0.2497, byte miss ratio 0.2497
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size     2264, 2569274 req, miss ratio 0.2132, byte miss ratio 0.2132
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size     7549, 2569274 req, miss ratio 0.1213, byte miss ratio 0.1213
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size    15098, 2569274 req, miss ratio 0.0897, byte miss ratio 0.0897
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size    30197, 2569274 req, miss ratio 0.0542, byte miss ratio 0.0542
tencentBlock.ns11147 S3FIFO-0.0100-1.9000 cache size    60394, 2569274 req, miss ratio 0.0305, byte miss ratio 0.0305
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size       75, 2569274 req, miss ratio 0.5287, byte miss ratio 0.5287
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size      226, 2569274 req, miss ratio 0.3297, byte miss ratio 0.3297
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size      754, 2569274 req, miss ratio 0.2547, byte miss ratio 0.2547
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size     2264, 2569274 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size     7549, 2569274 req, miss ratio 0.1703, byte miss ratio 0.1703
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size    15098, 2569274 req, miss ratio 0.1035, byte miss ratio 0.1035
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size    30197, 2569274 req, miss ratio 0.0626, byte miss ratio 0.0626
tencentBlock.ns11147 S3FIFO-0.5500-1.9000 cache size    60394, 2569274 req, miss ratio 0.0330, byte miss ratio 0.0330
tencentBlock.ns11147 S3FIFO-0.4500-1.9000 cache size       75, 2569274 req, miss ratio 0.5118, byte miss ratio 0.5118
tencentBlock.ns11147 S3FIFO-0.4500-1.9000 cache size      226, 2569274 req, miss ratio 0.3227, byte miss ratio 0.3227
