io_traces.ns748 S3FIFO-0.2500-0.9000 cache size     3568, 18000000 req, miss ratio 0.8940, byte miss ratio 0.8940
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size    10705, 18000000 req, miss ratio 0.8621, byte miss ratio 0.8621
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size    35684, 18000000 req, miss ratio 0.7932, byte miss ratio 0.7932
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size   107052, 18000000 req, miss ratio 0.6403, byte miss ratio 0.6403
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size   356841, 18000000 req, miss ratio 0.2891, byte miss ratio 0.2891
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size   713682, 18000000 req, miss ratio 0.2253, byte miss ratio 0.2253
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.2500-0.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size     3568, 18000000 req, miss ratio 0.8981, byte miss ratio 0.8981
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size    10705, 18000000 req, miss ratio 0.8655, byte miss ratio 0.8655
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size    35684, 18000000 req, miss ratio 0.8073, byte miss ratio 0.8073
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size   107052, 18000000 req, miss ratio 0.7283, byte miss ratio 0.7283
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size   356841, 18000000 req, miss ratio 0.4433, byte miss ratio 0.4433
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size   713682, 18000000 req, miss ratio 0.2933, byte miss ratio 0.2933
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size  1427364, 18000000 req, miss ratio 0.2287, byte miss ratio 0.2287
io_traces.ns748 S3FIFO-0.8500-1.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size     3568, 18000000 req, miss ratio 0.8936, byte miss ratio 0.8936
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size    10705, 18000000 req, miss ratio 0.8641, byte miss ratio 0.8641
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size    35684, 18000000 req, miss ratio 0.7914, byte miss ratio 0.7914
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size   107052, 18000000 req, miss ratio 0.6507, byte miss ratio 0.6507
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size   356841, 18000000 req, miss ratio 0.2543, byte miss ratio 0.2543
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size   713682, 18000000 req, miss ratio 0.2246, byte miss ratio 0.2246
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.1000-1.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size     3568, 18000000 req, miss ratio 0.8933, byte miss ratio 0.8933
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size    10705, 18000000 req, miss ratio 0.8612, byte miss ratio 0.8612
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size    35684, 18000000 req, miss ratio 0.7932, byte miss ratio 0.7932
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size   107052, 18000000 req, miss ratio 0.6461, byte miss ratio 0.6461
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size   356841, 18000000 req, miss ratio 0.3082, byte miss ratio 0.3082
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size   713682, 18000000 req, miss ratio 0.2258, byte miss ratio 0.2258
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.3000-0.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size     3568, 18000000 req, miss ratio 0.9017, byte miss ratio 0.9017
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size    10705, 18000000 req, miss ratio 0.8758, byte miss ratio 0.8758
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size    35684, 18000000 req, miss ratio 0.8046, byte miss ratio 0.8046
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size   107052, 18000000 req, miss ratio 0.6559, byte miss ratio 0.6559
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size   356841, 18000000 req, miss ratio 0.2559, byte miss ratio 0.2559
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size   713682, 18000000 req, miss ratio 0.2276, byte miss ratio 0.2276
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.0010-1.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size     3568, 18000000 req, miss ratio 0.9046, byte miss ratio 0.9046
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size    10705, 18000000 req, miss ratio 0.8686, byte miss ratio 0.8686
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size    35684, 18000000 req, miss ratio 0.7945, byte miss ratio 0.7945
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size   107052, 18000000 req, miss ratio 0.6311, byte miss ratio 0.6311
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size   356841, 18000000 req, miss ratio 0.2485, byte miss ratio 0.2485
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size   713682, 18000000 req, miss ratio 0.2248, byte miss ratio 0.2248
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.0500-0.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size     3568, 18000000 req, miss ratio 0.8955, byte miss ratio 0.8955
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size    10705, 18000000 req, miss ratio 0.8637, byte miss ratio 0.8637
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size    35684, 18000000 req, miss ratio 0.8055, byte miss ratio 0.8055
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size   107052, 18000000 req, miss ratio 0.7265, byte miss ratio 0.7265
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size   356841, 18000000 req, miss ratio 0.4320, byte miss ratio 0.4320
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size   713682, 18000000 req, miss ratio 0.2834, byte miss ratio 0.2834
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size  1427364, 18000000 req, miss ratio 0.2211, byte miss ratio 0.2211
io_traces.ns748 S3FIFO-0.8000-1.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size     3568, 18000000 req, miss ratio 0.8897, byte miss ratio 0.8897
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size    10705, 18000000 req, miss ratio 0.8600, byte miss ratio 0.8600
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size    35684, 18000000 req, miss ratio 0.7933, byte miss ratio 0.7933
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size   107052, 18000000 req, miss ratio 0.6697, byte miss ratio 0.6697
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size   356841, 18000000 req, miss ratio 0.3133, byte miss ratio 0.3133
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size   713682, 18000000 req, miss ratio 0.2259, byte miss ratio 0.2259
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.3000-1.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size     3568, 18000000 req, miss ratio 0.8995, byte miss ratio 0.8995
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size    10705, 18000000 req, miss ratio 0.8664, byte miss ratio 0.8664
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size    35684, 18000000 req, miss ratio 0.7921, byte miss ratio 0.7921
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size   107052, 18000000 req, miss ratio 0.6315, byte miss ratio 0.6315
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size   356841, 18000000 req, miss ratio 0.2511, byte miss ratio 0.2511
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size   713682, 18000000 req, miss ratio 0.2247, byte miss ratio 0.2247
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size  1427364, 18000000 req, miss ratio 0.2110, byte miss ratio 0.2110
io_traces.ns748 S3FIFO-0.1000-0.9000 cache size  2854728, 18000000 req, miss ratio 0.2001, byte miss ratio 0.2001
io_traces.ns748 S3FIFO-0.7500-0.9000 cache size     3568, 18000000 req, miss ratio 0.8935, byte miss ratio 0.8935
io_traces.ns748 S3FIFO-0.7500-0.9000 cache size    10705, 18000000 req, miss ratio 0.8614, byte miss ratio 0.8614
io_traces.ns748 S3FIFO-0.7500-0.9000 cache size    35684, 18000000 req, miss ratio 0.8022, byte miss ratio 0.8022
io_traces.ns748 S3FIFO-0.7500-0.9000 cache size   107052, 18000000 req, miss ratio 0.7105, byte miss ratio 0.7105
io_traces.ns748 S3FIFO-0.7500-0.9000 cache size   356841, 18000000 req, miss ratio 0.4259, byte miss ratio 0.4259
