tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size     2157, 56352687 req, miss ratio 0.7957, byte miss ratio 0.7957
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size     6473, 56352687 req, miss ratio 0.6943, byte miss ratio 0.6943
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size    21578, 56352687 req, miss ratio 0.5984, byte miss ratio 0.5984
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size    64734, 56352687 req, miss ratio 0.4907, byte miss ratio 0.4907
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size   215783, 56352687 req, miss ratio 0.2644, byte miss ratio 0.2644
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size   431566, 56352687 req, miss ratio 0.1648, byte miss ratio 0.1648
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size   863132, 56352687 req, miss ratio 0.0870, byte miss ratio 0.0870
tencentBlock.ns12461 S3FIFO-0.8500-0.9000 cache size  1726265, 56352687 req, miss ratio 0.0461, byte miss ratio 0.0461
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size     2157, 56352687 req, miss ratio 0.7898, byte miss ratio 0.7898
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size     6473, 56352687 req, miss ratio 0.6964, byte miss ratio 0.6964
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size    21578, 56352687 req, miss ratio 0.5772, byte miss ratio 0.5772
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size    64734, 56352687 req, miss ratio 0.4480, byte miss ratio 0.4480
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size   215783, 56352687 req, miss ratio 0.2403, byte miss ratio 0.2403
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size   431566, 56352687 req, miss ratio 0.1441, byte miss ratio 0.1441
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size   863132, 56352687 req, miss ratio 0.0637, byte miss ratio 0.0637
tencentBlock.ns12461 S3FIFO-0.1000-0.9000 cache size  1726265, 56352687 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size     2157, 56352687 req, miss ratio 0.7830, byte miss ratio 0.7830
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size     6473, 56352687 req, miss ratio 0.6795, byte miss ratio 0.6795
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size    21578, 56352687 req, miss ratio 0.5775, byte miss ratio 0.5775
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size    64734, 56352687 req, miss ratio 0.4781, byte miss ratio 0.4781
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size   215783, 56352687 req, miss ratio 0.2456, byte miss ratio 0.2456
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size   431566, 56352687 req, miss ratio 0.1500, byte miss ratio 0.1500
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size   863132, 56352687 req, miss ratio 0.0764, byte miss ratio 0.0764
tencentBlock.ns12461 S3FIFO-0.6000-0.9000 cache size  1726265, 56352687 req, miss ratio 0.0428, byte miss ratio 0.0428
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size     2157, 56352687 req, miss ratio 0.7795, byte miss ratio 0.7795
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size     6473, 56352687 req, miss ratio 0.6755, byte miss ratio 0.6755
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size    21578, 56352687 req, miss ratio 0.5693, byte miss ratio 0.5693
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size    64734, 56352687 req, miss ratio 0.4718, byte miss ratio 0.4718
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size   215783, 56352687 req, miss ratio 0.2373, byte miss ratio 0.2373
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size   431566, 56352687 req, miss ratio 0.1396, byte miss ratio 0.1396
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size   863132, 56352687 req, miss ratio 0.0670, byte miss ratio 0.0670
tencentBlock.ns12461 S3FIFO-0.3500-1.9000 cache size  1726265, 56352687 req, miss ratio 0.0416, byte miss ratio 0.0416
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size     2157, 56352687 req, miss ratio 0.7961, byte miss ratio 0.7961
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size     6473, 56352687 req, miss ratio 0.7152, byte miss ratio 0.7152
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size    21578, 56352687 req, miss ratio 0.6150, byte miss ratio 0.6150
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size    64734, 56352687 req, miss ratio 0.4772, byte miss ratio 0.4772
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size   215783, 56352687 req, miss ratio 0.2471, byte miss ratio 0.2471
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size   431566, 56352687 req, miss ratio 0.1504, byte miss ratio 0.1504
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size   863132, 56352687 req, miss ratio 0.0654, byte miss ratio 0.0654
tencentBlock.ns12461 S3FIFO-0.0050-0.9000 cache size  1726265, 56352687 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size     2157, 56352687 req, miss ratio 0.7852, byte miss ratio 0.7852
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size     6473, 56352687 req, miss ratio 0.7012, byte miss ratio 0.7012
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size    21578, 56352687 req, miss ratio 0.5871, byte miss ratio 0.5871
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size    64734, 56352687 req, miss ratio 0.4578, byte miss ratio 0.4578
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size   215783, 56352687 req, miss ratio 0.2418, byte miss ratio 0.2418
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size   431566, 56352687 req, miss ratio 0.1472, byte miss ratio 0.1472
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size   863132, 56352687 req, miss ratio 0.0649, byte miss ratio 0.0649
tencentBlock.ns12461 S3FIFO-0.0500-1.9000 cache size  1726265, 56352687 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size     2157, 56352687 req, miss ratio 0.7834, byte miss ratio 0.7834
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size     6473, 56352687 req, miss ratio 0.6930, byte miss ratio 0.6930
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size    21578, 56352687 req, miss ratio 0.5759, byte miss ratio 0.5759
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size    64734, 56352687 req, miss ratio 0.4572, byte miss ratio 0.4572
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size   215783, 56352687 req, miss ratio 0.2403, byte miss ratio 0.2403
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size   431566, 56352687 req, miss ratio 0.1441, byte miss ratio 0.1441
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size   863132, 56352687 req, miss ratio 0.0637, byte miss ratio 0.0637
tencentBlock.ns12461 S3FIFO-0.1000-1.9000 cache size  1726265, 56352687 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns12461 S3FIFO-0.0100-0.9000 cache size     2157, 56352687 req, miss ratio 0.7957, byte miss ratio 0.7957
tencentBlock.ns12461 S3FIFO-0.0100-0.9000 cache size     6473, 56352687 req, miss ratio 0.7138, byte miss ratio 0.7138
