io_traces.ns123 S3FIFO-0.8000-0.9000 cache size     1367, 13800000 req, miss ratio 0.4081, byte miss ratio 0.4081
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size     4103, 13800000 req, miss ratio 0.2799, byte miss ratio 0.2799
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size    13679, 13800000 req, miss ratio 0.2290, byte miss ratio 0.2290
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size    41039, 13800000 req, miss ratio 0.1763, byte miss ratio 0.1763
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size   136799, 13800000 req, miss ratio 0.1248, byte miss ratio 0.1248
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size   273598, 13800000 req, miss ratio 0.1064, byte miss ratio 0.1064
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size   547196, 13800000 req, miss ratio 0.1001, byte miss ratio 0.1001
io_traces.ns123 S3FIFO-0.8000-0.9000 cache size  1094393, 13800000 req, miss ratio 0.0992, byte miss ratio 0.0992
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size     1367, 13800000 req, miss ratio 0.3729, byte miss ratio 0.3729
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size     4103, 13800000 req, miss ratio 0.2560, byte miss ratio 0.2560
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size    13679, 13800000 req, miss ratio 0.2287, byte miss ratio 0.2287
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size    41039, 13800000 req, miss ratio 0.1737, byte miss ratio 0.1737
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size   136799, 13800000 req, miss ratio 0.1153, byte miss ratio 0.1153
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size   273598, 13800000 req, miss ratio 0.1024, byte miss ratio 0.1024
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size   547196, 13800000 req, miss ratio 0.0999, byte miss ratio 0.0999
io_traces.ns123 S3FIFO-0.5500-1.9000 cache size  1094393, 13800000 req, miss ratio 0.0992, byte miss ratio 0.0992
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size     1367, 13800000 req, miss ratio 0.4425, byte miss ratio 0.4425
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size     4103, 13800000 req, miss ratio 0.3078, byte miss ratio 0.3078
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size    13679, 13800000 req, miss ratio 0.2363, byte miss ratio 0.2363
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size    41039, 13800000 req, miss ratio 0.1799, byte miss ratio 0.1799
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size   136799, 13800000 req, miss ratio 0.1287, byte miss ratio 0.1287
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size   273598, 13800000 req, miss ratio 0.1126, byte miss ratio 0.1126
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size   547196, 13800000 req, miss ratio 0.1043, byte miss ratio 0.1043
io_traces.ns123 S3FIFO-0.9500-1.9000 cache size  1094393, 13800000 req, miss ratio 0.1002, byte miss ratio 0.1002
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size     1367, 13800000 req, miss ratio 0.4180, byte miss ratio 0.4180
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size     4103, 13800000 req, miss ratio 0.2913, byte miss ratio 0.2913
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size    13679, 13800000 req, miss ratio 0.2273, byte miss ratio 0.2273
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size    41039, 13800000 req, miss ratio 0.1782, byte miss ratio 0.1782
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size   136799, 13800000 req, miss ratio 0.1263, byte miss ratio 0.1263
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size   273598, 13800000 req, miss ratio 0.1086, byte miss ratio 0.1086
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size   547196, 13800000 req, miss ratio 0.1006, byte miss ratio 0.1006
io_traces.ns123 S3FIFO-0.8500-1.9000 cache size  1094393, 13800000 req, miss ratio 0.0993, byte miss ratio 0.0993
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size     1367, 13800000 req, miss ratio 0.2900, byte miss ratio 0.2900
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size     4103, 13800000 req, miss ratio 0.2590, byte miss ratio 0.2590
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size    13679, 13800000 req, miss ratio 0.2266, byte miss ratio 0.2266
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size    41039, 13800000 req, miss ratio 0.1850, byte miss ratio 0.1850
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size   136799, 13800000 req, miss ratio 0.1185, byte miss ratio 0.1185
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size   273598, 13800000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size   547196, 13800000 req, miss ratio 0.1018, byte miss ratio 0.1018
io_traces.ns123 S3FIFO-0.0500-0.9000 cache size  1094393, 13800000 req, miss ratio 0.0992, byte miss ratio 0.0992
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size     1367, 13800000 req, miss ratio 0.3708, byte miss ratio 0.3708
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size     4103, 13800000 req, miss ratio 0.2558, byte miss ratio 0.2558
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size    13679, 13800000 req, miss ratio 0.2274, byte miss ratio 0.2274
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size    41039, 13800000 req, miss ratio 0.1744, byte miss ratio 0.1744
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size   136799, 13800000 req, miss ratio 0.1152, byte miss ratio 0.1152
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size   273598, 13800000 req, miss ratio 0.1024, byte miss ratio 0.1024
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size   547196, 13800000 req, miss ratio 0.0999, byte miss ratio 0.0999
io_traces.ns123 S3FIFO-0.5500-0.9000 cache size  1094393, 13800000 req, miss ratio 0.0992, byte miss ratio 0.0992
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size     1367, 13800000 req, miss ratio 0.4156, byte miss ratio 0.4156
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size     4103, 13800000 req, miss ratio 0.2905, byte miss ratio 0.2905
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size    13679, 13800000 req, miss ratio 0.2284, byte miss ratio 0.2284
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size    41039, 13800000 req, miss ratio 0.1776, byte miss ratio 0.1776
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size   136799, 13800000 req, miss ratio 0.1262, byte miss ratio 0.1262
io_traces.ns123 S3FIFO-0.8500-0.9000 cache size   273598, 13800000 req, miss ratio 0.1087, byte miss ratio 0.1087
