tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size      353, 2796533 req, miss ratio 0.6514, byte miss ratio 0.6514
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size     1059, 2796533 req, miss ratio 0.5312, byte miss ratio 0.5312
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size     3531, 2796533 req, miss ratio 0.3909, byte miss ratio 0.3909
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size    10594, 2796533 req, miss ratio 0.3181, byte miss ratio 0.3181
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size    35314, 2796533 req, miss ratio 0.2459, byte miss ratio 0.2459
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size    70628, 2796533 req, miss ratio 0.2013, byte miss ratio 0.2013
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size   141256, 2796533 req, miss ratio 0.1637, byte miss ratio 0.1637
tencentBlock.ns21597 S3FIFO-0.9900-1.9000 cache size   282512, 2796533 req, miss ratio 0.1353, byte miss ratio 0.1353
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size      353, 2796533 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size     1059, 2796533 req, miss ratio 0.4494, byte miss ratio 0.4494
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size     3531, 2796533 req, miss ratio 0.3554, byte miss ratio 0.3554
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size    10594, 2796533 req, miss ratio 0.3149, byte miss ratio 0.3149
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size    35314, 2796533 req, miss ratio 0.2585, byte miss ratio 0.2585
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size    70628, 2796533 req, miss ratio 0.2242, byte miss ratio 0.2242
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size   141256, 2796533 req, miss ratio 0.1624, byte miss ratio 0.1624
tencentBlock.ns21597 S3FIFO-0.0010-0.9000 cache size   282512, 2796533 req, miss ratio 0.1269, byte miss ratio 0.1269
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size      353, 2796533 req, miss ratio 0.5874, byte miss ratio 0.5874
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size     1059, 2796533 req, miss ratio 0.4005, byte miss ratio 0.4005
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size     3531, 2796533 req, miss ratio 0.3157, byte miss ratio 0.3157
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size    10594, 2796533 req, miss ratio 0.2866, byte miss ratio 0.2866
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size    35314, 2796533 req, miss ratio 0.2461, byte miss ratio 0.2461
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size    70628, 2796533 req, miss ratio 0.2129, byte miss ratio 0.2129
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size   141256, 2796533 req, miss ratio 0.1510, byte miss ratio 0.1510
tencentBlock.ns21597 S3FIFO-0.1000-0.9000 cache size   282512, 2796533 req, miss ratio 0.1269, byte miss ratio 0.1269
