tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size       93, 3268259 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size      279, 3268259 req, miss ratio 0.8579, byte miss ratio 0.8579
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size      930, 3268259 req, miss ratio 0.8355, byte miss ratio 0.8355
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size     2792, 3268259 req, miss ratio 0.7782, byte miss ratio 0.7782
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size     9308, 3268259 req, miss ratio 0.8183, byte miss ratio 0.8183
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size    18617, 3268259 req, miss ratio 0.1554, byte miss ratio 0.1554
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size    37234, 3268259 req, miss ratio 0.0536, byte miss ratio 0.0536
tencentBlock.ns10011 S3FIFO-0.0050-1.9000 cache size    74468, 3268259 req, miss ratio 0.0335, byte miss ratio 0.0335
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size       93, 3268259 req, miss ratio 0.9046, byte miss ratio 0.9046
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size      279, 3268259 req, miss ratio 0.8682, byte miss ratio 0.8682
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size      930, 3268259 req, miss ratio 0.8397, byte miss ratio 0.8397
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size     2792, 3268259 req, miss ratio 0.8084, byte miss ratio 0.8084
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size     9308, 3268259 req, miss ratio 0.6157, byte miss ratio 0.6157
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size    18617, 3268259 req, miss ratio 0.2725, byte miss ratio 0.2725
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size    37234, 3268259 req, miss ratio 0.0753, byte miss ratio 0.0753
tencentBlock.ns10011 S3FIFO-0.5500-1.9000 cache size    74468, 3268259 req, miss ratio 0.0332, byte miss ratio 0.0332
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size       93, 3268259 req, miss ratio 0.9057, byte miss ratio 0.9057
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size      279, 3268259 req, miss ratio 0.8695, byte miss ratio 0.8695
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size      930, 3268259 req, miss ratio 0.8410, byte miss ratio 0.8410
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size     2792, 3268259 req, miss ratio 0.8110, byte miss ratio 0.8110
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size     9308, 3268259 req, miss ratio 0.5956, byte miss ratio 0.5956
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size    18617, 3268259 req, miss ratio 0.2803, byte miss ratio 0.2803
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size    37234, 3268259 req, miss ratio 0.0804, byte miss ratio 0.0804
tencentBlock.ns10011 S3FIFO-0.6000-1.9000 cache size    74468, 3268259 req, miss ratio 0.0331, byte miss ratio 0.0331
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size       93, 3268259 req, miss ratio 0.9054, byte miss ratio 0.9054
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size      279, 3268259 req, miss ratio 0.8722, byte miss ratio 0.8722
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size      930, 3268259 req, miss ratio 0.8439, byte miss ratio 0.8439
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size     2792, 3268259 req, miss ratio 0.8270, byte miss ratio 0.8270
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size     9308, 3268259 req, miss ratio 0.5573, byte miss ratio 0.5573
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size    18617, 3268259 req, miss ratio 0.3022, byte miss ratio 0.3022
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size    37234, 3268259 req, miss ratio 0.0867, byte miss ratio 0.0867
tencentBlock.ns10011 S3FIFO-0.7000-0.9000 cache size    74468, 3268259 req, miss ratio 0.0347, byte miss ratio 0.0347
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size       93, 3268259 req, miss ratio 0.8941, byte miss ratio 0.8941
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size      279, 3268259 req, miss ratio 0.8570, byte miss ratio 0.8570
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size      930, 3268259 req, miss ratio 0.8312, byte miss ratio 0.8312
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size     2792, 3268259 req, miss ratio 0.7841, byte miss ratio 0.7841
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size     9308, 3268259 req, miss ratio 0.7932, byte miss ratio 0.7932
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size    18617, 3268259 req, miss ratio 0.2205, byte miss ratio 0.2205
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size    37234, 3268259 req, miss ratio 0.0547, byte miss ratio 0.0547
tencentBlock.ns10011 S3FIFO-0.1000-1.9000 cache size    74468, 3268259 req, miss ratio 0.0329, byte miss ratio 0.0329
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size       93, 3268259 req, miss ratio 0.8931, byte miss ratio 0.8931
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size      279, 3268259 req, miss ratio 0.8649, byte miss ratio 0.8649
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size      930, 3268259 req, miss ratio 0.8356, byte miss ratio 0.8356
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size     2792, 3268259 req, miss ratio 0.8214, byte miss ratio 0.8214
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size     9308, 3268259 req, miss ratio 0.6757, byte miss ratio 0.6757
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size    18617, 3268259 req, miss ratio 0.2697, byte miss ratio 0.2697
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size    37234, 3268259 req, miss ratio 0.0694, byte miss ratio 0.0694
tencentBlock.ns10011 S3FIFO-0.4000-0.9000 cache size    74468, 3268259 req, miss ratio 0.0340, byte miss ratio 0.0340
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size       93, 3268259 req, miss ratio 0.9135, byte miss ratio 0.9135
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size      279, 3268259 req, miss ratio 0.8766, byte miss ratio 0.8766
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size      930, 3268259 req, miss ratio 0.8479, byte miss ratio 0.8479
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size     2792, 3268259 req, miss ratio 0.7862, byte miss ratio 0.7862
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size     9308, 3268259 req, miss ratio 0.5064, byte miss ratio 0.5064
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size    18617, 3268259 req, miss ratio 0.3148, byte miss ratio 0.3148
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size    37234, 3268259 req, miss ratio 0.0998, byte miss ratio 0.0998
tencentBlock.ns10011 S3FIFO-0.8500-1.9000 cache size    74468, 3268259 req, miss ratio 0.0382, byte miss ratio 0.0382
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size       93, 3268259 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size      279, 3268259 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size      930, 3268259 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size     2792, 3268259 req, miss ratio 0.7808, byte miss ratio 0.7808
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size     9308, 3268259 req, miss ratio 0.8212, byte miss ratio 0.8212
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size    18617, 3268259 req, miss ratio 0.1568, byte miss ratio 0.1568
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size    37234, 3268259 req, miss ratio 0.0538, byte miss ratio 0.0538
tencentBlock.ns10011 S3FIFO-0.0010-1.9000 cache size    74468, 3268259 req, miss ratio 0.0335, byte miss ratio 0.0335
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size       93, 3268259 req, miss ratio 0.8884, byte miss ratio 0.8884
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size      279, 3268259 req, miss ratio 0.8587, byte miss ratio 0.8587
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size      930, 3268259 req, miss ratio 0.8319, byte miss ratio 0.8319
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size     2792, 3268259 req, miss ratio 0.8209, byte miss ratio 0.8209
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size     9308, 3268259 req, miss ratio 0.7757, byte miss ratio 0.7757
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size    18617, 3268259 req, miss ratio 0.2100, byte miss ratio 0.2100
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size    37234, 3268259 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns10011 S3FIFO-0.1500-0.9000 cache size    74468, 3268259 req, miss ratio 0.0323, byte miss ratio 0.0323
tencentBlock.ns10011 S3FIFO-0.1500-1.9000 cache size       93, 3268259 req, miss ratio 0.8949, byte miss ratio 0.8949
tencentBlock.ns10011 S3FIFO-0.1500-1.9000 cache size      279, 3268259 req, miss ratio 0.8581, byte miss ratio 0.8581
tencentBlock.ns10011 S3FIFO-0.1500-1.9000 cache size      930, 3268259 req, miss ratio 0.8314, byte miss ratio 0.8314
