cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size      389, 59982093 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size     1168, 59982093 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size     3894, 59982093 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size    11683, 59982093 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size    38945, 59982093 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.7000-1.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size      389, 59982093 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size     1168, 59982093 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size     3894, 59982093 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size    11683, 59982093 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size    38945, 59982093 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.7000-0.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size      389, 59982093 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size     1168, 59982093 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size     3894, 59982093 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size    11683, 59982093 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size    38945, 59982093 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size   155782, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.9000-0.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size      389, 59982093 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size     1168, 59982093 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size     3894, 59982093 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size    11683, 59982093 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size    38945, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.4000-1.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size      389, 59982093 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size     1168, 59982093 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size     3894, 59982093 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size    11683, 59982093 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size    38945, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.4000-0.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size      389, 59982093 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size     1168, 59982093 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size     3894, 59982093 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size    11683, 59982093 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size    38945, 59982093 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.5500-0.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size      389, 59982093 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size     1168, 59982093 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size     3894, 59982093 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size    11683, 59982093 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size    38945, 59982093 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size    77891, 59982093 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size   155782, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.6500-0.9000 cache size   311565, 59982093 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns134 S3FIFO-0.0010-1.9000 cache size      389, 59982093 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns134 S3FIFO-0.0010-1.9000 cache size     1168, 59982093 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns134 S3FIFO-0.0010-1.9000 cache size     3894, 59982093 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns134 S3FIFO-0.0010-1.9000 cache size    11683, 59982093 req, miss ratio 0.0068, byte miss ratio 0.0068
