cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size      973, 1783974 req, miss ratio 0.6871, byte miss ratio 0.6871
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size     2921, 1783974 req, miss ratio 0.6239, byte miss ratio 0.6239
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size     9739, 1783974 req, miss ratio 0.5926, byte miss ratio 0.5926
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size    29218, 1783974 req, miss ratio 0.5875, byte miss ratio 0.5875
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size    97395, 1783974 req, miss ratio 0.5795, byte miss ratio 0.5795
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size   194790, 1783974 req, miss ratio 0.5729, byte miss ratio 0.5729
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size   389580, 1783974 req, miss ratio 0.5619, byte miss ratio 0.5619
cdn1_allcolo.ns1846 S3FIFO-0.7500-0.9000 cache size   779160, 1783974 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size      973, 1783974 req, miss ratio 0.6760, byte miss ratio 0.6760
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size     2921, 1783974 req, miss ratio 0.6420, byte miss ratio 0.6420
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size     9739, 1783974 req, miss ratio 0.5942, byte miss ratio 0.5942
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size    29218, 1783974 req, miss ratio 0.5854, byte miss ratio 0.5854
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size    97395, 1783974 req, miss ratio 0.5762, byte miss ratio 0.5762
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size   194790, 1783974 req, miss ratio 0.5716, byte miss ratio 0.5716
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size   389580, 1783974 req, miss ratio 0.5615, byte miss ratio 0.5615
cdn1_allcolo.ns1846 S3FIFO-0.4000-0.9000 cache size   779160, 1783974 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size      973, 1783974 req, miss ratio 0.6821, byte miss ratio 0.6821
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size     2921, 1783974 req, miss ratio 0.6277, byte miss ratio 0.6277
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size     9739, 1783974 req, miss ratio 0.5920, byte miss ratio 0.5920
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size    29218, 1783974 req, miss ratio 0.5868, byte miss ratio 0.5868
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size    97395, 1783974 req, miss ratio 0.5785, byte miss ratio 0.5785
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size   194790, 1783974 req, miss ratio 0.5726, byte miss ratio 0.5726
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size   389580, 1783974 req, miss ratio 0.5617, byte miss ratio 0.5617
cdn1_allcolo.ns1846 S3FIFO-0.6500-0.9000 cache size   779160, 1783974 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size      973, 1783974 req, miss ratio 0.7249, byte miss ratio 0.7249
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size     2921, 1783974 req, miss ratio 0.6889, byte miss ratio 0.6889
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size     9739, 1783974 req, miss ratio 0.6528, byte miss ratio 0.6528
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size    29218, 1783974 req, miss ratio 0.6337, byte miss ratio 0.6337
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size    97395, 1783974 req, miss ratio 0.5876, byte miss ratio 0.5876
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size   194790, 1783974 req, miss ratio 0.5720, byte miss ratio 0.5720
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size   389580, 1783974 req, miss ratio 0.5615, byte miss ratio 0.5615
cdn1_allcolo.ns1846 S3FIFO-0.0250-0.9000 cache size   779160, 1783974 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size      973, 1783974 req, miss ratio 0.6958, byte miss ratio 0.6958
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size     2921, 1783974 req, miss ratio 0.6220, byte miss ratio 0.6220
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size     9739, 1783974 req, miss ratio 0.5944, byte miss ratio 0.5944
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size    29218, 1783974 req, miss ratio 0.5890, byte miss ratio 0.5890
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size    97395, 1783974 req, miss ratio 0.5819, byte miss ratio 0.5819
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size   194790, 1783974 req, miss ratio 0.5746, byte miss ratio 0.5746
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size   389580, 1783974 req, miss ratio 0.5625, byte miss ratio 0.5625
cdn1_allcolo.ns1846 S3FIFO-0.9000-0.9000 cache size   779160, 1783974 req, miss ratio 0.5504, byte miss ratio 0.5504
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size      973, 1783974 req, miss ratio 0.7014, byte miss ratio 0.7014
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size     2921, 1783974 req, miss ratio 0.6268, byte miss ratio 0.6268
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size     9739, 1783974 req, miss ratio 0.5961, byte miss ratio 0.5961
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size    29218, 1783974 req, miss ratio 0.5908, byte miss ratio 0.5908
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size    97395, 1783974 req, miss ratio 0.5843, byte miss ratio 0.5843
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size   194790, 1783974 req, miss ratio 0.5770, byte miss ratio 0.5770
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size   389580, 1783974 req, miss ratio 0.5639, byte miss ratio 0.5639
cdn1_allcolo.ns1846 S3FIFO-0.9900-0.9000 cache size   779160, 1783974 req, miss ratio 0.5470, byte miss ratio 0.5470
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size      973, 1783974 req, miss ratio 0.6900, byte miss ratio 0.6900
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size     2921, 1783974 req, miss ratio 0.6227, byte miss ratio 0.6227
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size     9739, 1783974 req, miss ratio 0.5930, byte miss ratio 0.5930
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size    29218, 1783974 req, miss ratio 0.5879, byte miss ratio 0.5879
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size    97395, 1783974 req, miss ratio 0.5801, byte miss ratio 0.5801
cdn1_allcolo.ns1846 S3FIFO-0.8000-0.9000 cache size   194790, 1783974 req, miss ratio 0.5732, byte miss ratio 0.5732
