io_traces.ns130 S3FIFO-0.4000-1.9000 cache size     8794, 14400000 req, miss ratio 0.8290, byte miss ratio 0.8290
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size    26382, 14400000 req, miss ratio 0.8201, byte miss ratio 0.8201
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size    87942, 14400000 req, miss ratio 0.7669, byte miss ratio 0.7669
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size   263826, 14400000 req, miss ratio 0.7315, byte miss ratio 0.7315
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size   879421, 14400000 req, miss ratio 0.7120, byte miss ratio 0.7120
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size  1758843, 14400000 req, miss ratio 0.6996, byte miss ratio 0.6996
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size  3517686, 14400000 req, miss ratio 0.6548, byte miss ratio 0.6548
io_traces.ns130 S3FIFO-0.4000-1.9000 cache size  7035372, 14400000 req, miss ratio 0.6166, byte miss ratio 0.6166
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size     8794, 14400000 req, miss ratio 0.8324, byte miss ratio 0.8324
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size    26382, 14400000 req, miss ratio 0.8239, byte miss ratio 0.8239
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size    87942, 14400000 req, miss ratio 0.7439, byte miss ratio 0.7439
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size   263826, 14400000 req, miss ratio 0.7311, byte miss ratio 0.7311
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size   879421, 14400000 req, miss ratio 0.7129, byte miss ratio 0.7129
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size  1758843, 14400000 req, miss ratio 0.6965, byte miss ratio 0.6965
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size  3517686, 14400000 req, miss ratio 0.6547, byte miss ratio 0.6547
io_traces.ns130 S3FIFO-0.0050-0.9000 cache size  7035372, 14400000 req, miss ratio 0.6166, byte miss ratio 0.6166
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size     8794, 14400000 req, miss ratio 0.8289, byte miss ratio 0.8289
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size    26382, 14400000 req, miss ratio 0.8226, byte miss ratio 0.8226
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size    87942, 14400000 req, miss ratio 0.7803, byte miss ratio 0.7803
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size   263826, 14400000 req, miss ratio 0.7318, byte miss ratio 0.7318
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size   879421, 14400000 req, miss ratio 0.7190, byte miss ratio 0.7190
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size  1758843, 14400000 req, miss ratio 0.7035, byte miss ratio 0.7035
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size  3517686, 14400000 req, miss ratio 0.6561, byte miss ratio 0.6561
io_traces.ns130 S3FIFO-0.5500-1.9000 cache size  7035372, 14400000 req, miss ratio 0.6166, byte miss ratio 0.6166
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size     8794, 14400000 req, miss ratio 0.8291, byte miss ratio 0.8291
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size    26382, 14400000 req, miss ratio 0.8236, byte miss ratio 0.8236
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size    87942, 14400000 req, miss ratio 0.7567, byte miss ratio 0.7567
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size   263826, 14400000 req, miss ratio 0.7317, byte miss ratio 0.7317
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size   879421, 14400000 req, miss ratio 0.7149, byte miss ratio 0.7149
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size  1758843, 14400000 req, miss ratio 0.6980, byte miss ratio 0.6980
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size  3517686, 14400000 req, miss ratio 0.6547, byte miss ratio 0.6547
io_traces.ns130 S3FIFO-0.2500-0.9000 cache size  7035372, 14400000 req, miss ratio 0.6166, byte miss ratio 0.6166
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size     8794, 14400000 req, miss ratio 0.8289, byte miss ratio 0.8289
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size    26382, 14400000 req, miss ratio 0.8246, byte miss ratio 0.8246
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size    87942, 14400000 req, miss ratio 0.7953, byte miss ratio 0.7953
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size   263826, 14400000 req, miss ratio 0.7361, byte miss ratio 0.7361
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size   879421, 14400000 req, miss ratio 0.7218, byte miss ratio 0.7218
io_traces.ns130 S3FIFO-0.7000-0.9000 cache size  1758843, 14400000 req, miss ratio 0.7070, byte miss ratio 0.7070
