cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size      189, 143653012 req, miss ratio 0.1695, byte miss ratio 0.1695
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size      569, 143653012 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size     1898, 143653012 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size     5695, 143653012 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size    18986, 143653012 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size    37972, 143653012 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size    75945, 143653012 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns62 S3FIFO-0.0500-0.9000 cache size   151891, 143653012 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size      189, 143653012 req, miss ratio 0.2669, byte miss ratio 0.2669
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size      569, 143653012 req, miss ratio 0.1070, byte miss ratio 0.1070
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size     1898, 143653012 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size     5695, 143653012 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size    18986, 143653012 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size    37972, 143653012 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns62 S3FIFO-0.8500-0.9000 cache size    75945, 143653012 req, miss ratio 0.0014, byte miss ratio 0.0014
