tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size      175, 1615369 req, miss ratio 0.4820, byte miss ratio 0.4820
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size      527, 1615369 req, miss ratio 0.4643, byte miss ratio 0.4643
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size     1756, 1615369 req, miss ratio 0.4395, byte miss ratio 0.4395
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size     5270, 1615369 req, miss ratio 0.4013, byte miss ratio 0.4013
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size    17568, 1615369 req, miss ratio 0.3434, byte miss ratio 0.3434
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size    35137, 1615369 req, miss ratio 0.2974, byte miss ratio 0.2974
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size    70274, 1615369 req, miss ratio 0.1836, byte miss ratio 0.1836
tencentBlock.ns18702 S3FIFO-0.0500-0.9000 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size      175, 1615369 req, miss ratio 0.4797, byte miss ratio 0.4797
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size      527, 1615369 req, miss ratio 0.4590, byte miss ratio 0.4590
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size     1756, 1615369 req, miss ratio 0.4396, byte miss ratio 0.4396
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size     5270, 1615369 req, miss ratio 0.3993, byte miss ratio 0.3993
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size    17568, 1615369 req, miss ratio 0.3448, byte miss ratio 0.3448
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size    35137, 1615369 req, miss ratio 0.3179, byte miss ratio 0.3179
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size    70274, 1615369 req, miss ratio 0.1928, byte miss ratio 0.1928
tencentBlock.ns18702 S3FIFO-0.2000-0.9000 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size      175, 1615369 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size      527, 1615369 req, miss ratio 0.4625, byte miss ratio 0.4625
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size     1756, 1615369 req, miss ratio 0.4418, byte miss ratio 0.4418
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size     5270, 1615369 req, miss ratio 0.4004, byte miss ratio 0.4004
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size    17568, 1615369 req, miss ratio 0.3405, byte miss ratio 0.3405
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size    35137, 1615369 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size    70274, 1615369 req, miss ratio 0.1798, byte miss ratio 0.1798
tencentBlock.ns18702 S3FIFO-0.0050-1.9000 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size      175, 1615369 req, miss ratio 0.5471, byte miss ratio 0.5471
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size      527, 1615369 req, miss ratio 0.4681, byte miss ratio 0.4681
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size     1756, 1615369 req, miss ratio 0.4443, byte miss ratio 0.4443
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size     5270, 1615369 req, miss ratio 0.4228, byte miss ratio 0.4228
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size    17568, 1615369 req, miss ratio 0.3904, byte miss ratio 0.3904
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size    35137, 1615369 req, miss ratio 0.3369, byte miss ratio 0.3369
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size    70274, 1615369 req, miss ratio 0.2177, byte miss ratio 0.2177
tencentBlock.ns18702 S3FIFO-0.7500-0.9000 cache size   140548, 1615369 req, miss ratio 0.1216, byte miss ratio 0.1216
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size      175, 1615369 req, miss ratio 0.5178, byte miss ratio 0.5178
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size      527, 1615369 req, miss ratio 0.4592, byte miss ratio 0.4592
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size     1756, 1615369 req, miss ratio 0.4411, byte miss ratio 0.4411
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size     5270, 1615369 req, miss ratio 0.4178, byte miss ratio 0.4178
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size    17568, 1615369 req, miss ratio 0.3932, byte miss ratio 0.3932
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size    35137, 1615369 req, miss ratio 0.3325, byte miss ratio 0.3325
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size    70274, 1615369 req, miss ratio 0.2144, byte miss ratio 0.2144
tencentBlock.ns18702 S3FIFO-0.6500-1.9000 cache size   140548, 1615369 req, miss ratio 0.1204, byte miss ratio 0.1204
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size      175, 1615369 req, miss ratio 0.4784, byte miss ratio 0.4784
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size      527, 1615369 req, miss ratio 0.4542, byte miss ratio 0.4542
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size     1756, 1615369 req, miss ratio 0.4364, byte miss ratio 0.4364
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size     5270, 1615369 req, miss ratio 0.3977, byte miss ratio 0.3977
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size    17568, 1615369 req, miss ratio 0.3463, byte miss ratio 0.3463
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size    35137, 1615369 req, miss ratio 0.3221, byte miss ratio 0.3221
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size    70274, 1615369 req, miss ratio 0.1935, byte miss ratio 0.1935
tencentBlock.ns18702 S3FIFO-0.2500-1.9000 cache size   140548, 1615369 req, miss ratio 0.1096, byte miss ratio 0.1096
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size      175, 1615369 req, miss ratio 0.4814, byte miss ratio 0.4814
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size      527, 1615369 req, miss ratio 0.4621, byte miss ratio 0.4621
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size     1756, 1615369 req, miss ratio 0.4402, byte miss ratio 0.4402
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size     5270, 1615369 req, miss ratio 0.3972, byte miss ratio 0.3972
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size    17568, 1615369 req, miss ratio 0.3403, byte miss ratio 0.3403
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size    35137, 1615369 req, miss ratio 0.3115, byte miss ratio 0.3115
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size    70274, 1615369 req, miss ratio 0.1797, byte miss ratio 0.1797
tencentBlock.ns18702 S3FIFO-0.0100-1.9000 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size      175, 1615369 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size      527, 1615369 req, miss ratio 0.4695, byte miss ratio 0.4695
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size     1756, 1615369 req, miss ratio 0.4468, byte miss ratio 0.4468
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size     5270, 1615369 req, miss ratio 0.4061, byte miss ratio 0.4061
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size    17568, 1615369 req, miss ratio 0.3460, byte miss ratio 0.3460
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size    35137, 1615369 req, miss ratio 0.2967, byte miss ratio 0.2967
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size    70274, 1615369 req, miss ratio 0.1798, byte miss ratio 0.1798
tencentBlock.ns18702 S3FIFO-0.0050-0.9000 cache size   140548, 1615369 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size      175, 1615369 req, miss ratio 0.6437, byte miss ratio 0.6437
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size      527, 1615369 req, miss ratio 0.5331, byte miss ratio 0.5331
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size     1756, 1615369 req, miss ratio 0.4716, byte miss ratio 0.4716
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size     5270, 1615369 req, miss ratio 0.4434, byte miss ratio 0.4434
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size    17568, 1615369 req, miss ratio 0.3879, byte miss ratio 0.3879
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size    35137, 1615369 req, miss ratio 0.3323, byte miss ratio 0.3323
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size    70274, 1615369 req, miss ratio 0.2193, byte miss ratio 0.2193
tencentBlock.ns18702 S3FIFO-0.9900-1.9000 cache size   140548, 1615369 req, miss ratio 0.1265, byte miss ratio 0.1265
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size      175, 1615369 req, miss ratio 0.5043, byte miss ratio 0.5043
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size      527, 1615369 req, miss ratio 0.4579, byte miss ratio 0.4579
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size     1756, 1615369 req, miss ratio 0.4417, byte miss ratio 0.4417
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size     5270, 1615369 req, miss ratio 0.4136, byte miss ratio 0.4136
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size    17568, 1615369 req, miss ratio 0.3653, byte miss ratio 0.3653
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size    35137, 1615369 req, miss ratio 0.3280, byte miss ratio 0.3280
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size    70274, 1615369 req, miss ratio 0.2129, byte miss ratio 0.2129
tencentBlock.ns18702 S3FIFO-0.6000-0.9000 cache size   140548, 1615369 req, miss ratio 0.1188, byte miss ratio 0.1188
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size      175, 1615369 req, miss ratio 0.4813, byte miss ratio 0.4813
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size      527, 1615369 req, miss ratio 0.4545, byte miss ratio 0.4545
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size     1756, 1615369 req, miss ratio 0.4368, byte miss ratio 0.4368
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size     5270, 1615369 req, miss ratio 0.4009, byte miss ratio 0.4009
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size    17568, 1615369 req, miss ratio 0.3506, byte miss ratio 0.3506
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size    35137, 1615369 req, miss ratio 0.3210, byte miss ratio 0.3210
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size    70274, 1615369 req, miss ratio 0.1937, byte miss ratio 0.1937
tencentBlock.ns18702 S3FIFO-0.3500-1.9000 cache size   140548, 1615369 req, miss ratio 0.1111, byte miss ratio 0.1111
tencentBlock.ns18702 S3FIFO-0.6500-0.9000 cache size      175, 1615369 req, miss ratio 0.5163, byte miss ratio 0.5163
tencentBlock.ns18702 S3FIFO-0.6500-0.9000 cache size      527, 1615369 req, miss ratio 0.4592, byte miss ratio 0.4592
tencentBlock.ns18702 S3FIFO-0.6500-0.9000 cache size     1756, 1615369 req, miss ratio 0.4423, byte miss ratio 0.4423
