cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size       28, 4849356 req, miss ratio 0.8726, byte miss ratio 0.8726
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size       86, 4849356 req, miss ratio 0.7846, byte miss ratio 0.7846
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size      286, 4849356 req, miss ratio 0.6392, byte miss ratio 0.6392
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size      860, 4849356 req, miss ratio 0.4331, byte miss ratio 0.4331
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size     2869, 4849356 req, miss ratio 0.1728, byte miss ratio 0.1728
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size     5738, 4849356 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size    11477, 4849356 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_allcolo.ns369 S3FIFO-0.9900-0.9000 cache size    22954, 4849356 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size       28, 4849356 req, miss ratio 0.8307, byte miss ratio 0.8307
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size       86, 4849356 req, miss ratio 0.7455, byte miss ratio 0.7455
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size      286, 4849356 req, miss ratio 0.6084, byte miss ratio 0.6084
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size      860, 4849356 req, miss ratio 0.4038, byte miss ratio 0.4038
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size     2869, 4849356 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size     5738, 4849356 req, miss ratio 0.0630, byte miss ratio 0.0630
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size    11477, 4849356 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_allcolo.ns369 S3FIFO-0.8000-1.9000 cache size    22954, 4849356 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size       28, 4849356 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size       86, 4849356 req, miss ratio 0.7593, byte miss ratio 0.7593
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size      286, 4849356 req, miss ratio 0.6214, byte miss ratio 0.6214
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size      860, 4849356 req, miss ratio 0.4209, byte miss ratio 0.4209
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size     2869, 4849356 req, miss ratio 0.1655, byte miss ratio 0.1655
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size     5738, 4849356 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size    11477, 4849356 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_allcolo.ns369 S3FIFO-0.9000-0.9000 cache size    22954, 4849356 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size       28, 4849356 req, miss ratio 0.7793, byte miss ratio 0.7793
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size       86, 4849356 req, miss ratio 0.6897, byte miss ratio 0.6897
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size      286, 4849356 req, miss ratio 0.5478, byte miss ratio 0.5478
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size      860, 4849356 req, miss ratio 0.3559, byte miss ratio 0.3559
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size     2869, 4849356 req, miss ratio 0.1289, byte miss ratio 0.1289
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size     5738, 4849356 req, miss ratio 0.0510, byte miss ratio 0.0510
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size    11477, 4849356 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns369 S3FIFO-0.4500-0.9000 cache size    22954, 4849356 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size       28, 4849356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size       86, 4849356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size      286, 4849356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size      860, 4849356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size     2869, 4849356 req, miss ratio 0.1037, byte miss ratio 0.1037
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size     5738, 4849356 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size    11477, 4849356 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns369 S3FIFO-0.0010-1.9000 cache size    22954, 4849356 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size       28, 4849356 req, miss ratio 0.7848, byte miss ratio 0.7848
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size       86, 4849356 req, miss ratio 0.6974, byte miss ratio 0.6974
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size      286, 4849356 req, miss ratio 0.5594, byte miss ratio 0.5594
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size      860, 4849356 req, miss ratio 0.3621, byte miss ratio 0.3621
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size     2869, 4849356 req, miss ratio 0.1281, byte miss ratio 0.1281
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size     5738, 4849356 req, miss ratio 0.0505, byte miss ratio 0.0505
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size    11477, 4849356 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns369 S3FIFO-0.4500-1.9000 cache size    22954, 4849356 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size       28, 4849356 req, miss ratio 0.7559, byte miss ratio 0.7559
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size       86, 4849356 req, miss ratio 0.6619, byte miss ratio 0.6619
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size      286, 4849356 req, miss ratio 0.5098, byte miss ratio 0.5098
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size      860, 4849356 req, miss ratio 0.3134, byte miss ratio 0.3134
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size     2869, 4849356 req, miss ratio 0.1081, byte miss ratio 0.1081
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size     5738, 4849356 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size    11477, 4849356 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_allcolo.ns369 S3FIFO-0.1500-0.9000 cache size    22954, 4849356 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size       28, 4849356 req, miss ratio 0.8680, byte miss ratio 0.8680
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size       86, 4849356 req, miss ratio 0.7771, byte miss ratio 0.7771
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size      286, 4849356 req, miss ratio 0.6313, byte miss ratio 0.6313
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size      860, 4849356 req, miss ratio 0.4205, byte miss ratio 0.4205
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size     2869, 4849356 req, miss ratio 0.1641, byte miss ratio 0.1641
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size     5738, 4849356 req, miss ratio 0.0696, byte miss ratio 0.0696
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size    11477, 4849356 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns369 S3FIFO-0.9500-1.9000 cache size    22954, 4849356 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size       28, 4849356 req, miss ratio 0.7635, byte miss ratio 0.7635
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size       86, 4849356 req, miss ratio 0.6746, byte miss ratio 0.6746
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size      286, 4849356 req, miss ratio 0.5279, byte miss ratio 0.5279
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size      860, 4849356 req, miss ratio 0.3315, byte miss ratio 0.3315
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size     2869, 4849356 req, miss ratio 0.1134, byte miss ratio 0.1134
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size     5738, 4849356 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size    11477, 4849356 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns369 S3FIFO-0.2000-1.9000 cache size    22954, 4849356 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size       28, 4849356 req, miss ratio 0.7694, byte miss ratio 0.7694
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size       86, 4849356 req, miss ratio 0.6805, byte miss ratio 0.6805
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size      286, 4849356 req, miss ratio 0.5345, byte miss ratio 0.5345
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size      860, 4849356 req, miss ratio 0.3416, byte miss ratio 0.3416
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size     2869, 4849356 req, miss ratio 0.1219, byte miss ratio 0.1219
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size     5738, 4849356 req, miss ratio 0.0479, byte miss ratio 0.0479
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size    11477, 4849356 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_allcolo.ns369 S3FIFO-0.3500-0.9000 cache size    22954, 4849356 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size       28, 4849356 req, miss ratio 0.8183, byte miss ratio 0.8183
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size       86, 4849356 req, miss ratio 0.7302, byte miss ratio 0.7302
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size      286, 4849356 req, miss ratio 0.5943, byte miss ratio 0.5943
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size      860, 4849356 req, miss ratio 0.3992, byte miss ratio 0.3992
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size     2869, 4849356 req, miss ratio 0.1524, byte miss ratio 0.1524
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size     5738, 4849356 req, miss ratio 0.0623, byte miss ratio 0.0623
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size    11477, 4849356 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_allcolo.ns369 S3FIFO-0.7500-0.9000 cache size    22954, 4849356 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size       28, 4849356 req, miss ratio 0.7945, byte miss ratio 0.7945
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size       86, 4849356 req, miss ratio 0.7073, byte miss ratio 0.7073
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size      286, 4849356 req, miss ratio 0.5702, byte miss ratio 0.5702
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size      860, 4849356 req, miss ratio 0.3774, byte miss ratio 0.3774
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size     2869, 4849356 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size     5738, 4849356 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size    11477, 4849356 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_allcolo.ns369 S3FIFO-0.6000-0.9000 cache size    22954, 4849356 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns369 S3FIFO-0.0250-0.9000 cache size       28, 4849356 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns369 S3FIFO-0.0250-0.9000 cache size       86, 4849356 req, miss ratio 0.6533, byte miss ratio 0.6533
cdn1_allcolo.ns369 S3FIFO-0.0250-0.9000 cache size      286, 4849356 req, miss ratio 0.4984, byte miss ratio 0.4984
