tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size     1052, 35043139 req, miss ratio 0.3453, byte miss ratio 0.3453
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size     3156, 35043139 req, miss ratio 0.1901, byte miss ratio 0.1901
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size    10522, 35043139 req, miss ratio 0.0693, byte miss ratio 0.0693
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size    31566, 35043139 req, miss ratio 0.0643, byte miss ratio 0.0643
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size   105221, 35043139 req, miss ratio 0.0577, byte miss ratio 0.0577
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size   210442, 35043139 req, miss ratio 0.0521, byte miss ratio 0.0521
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size   420884, 35043139 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns7101 S3FIFO-0.4500-0.9000 cache size   841768, 35043139 req, miss ratio 0.0318, byte miss ratio 0.0318
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size     1052, 35043139 req, miss ratio 0.3189, byte miss ratio 0.3189
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size     3156, 35043139 req, miss ratio 0.1584, byte miss ratio 0.1584
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size    10522, 35043139 req, miss ratio 0.0678, byte miss ratio 0.0678
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size    31566, 35043139 req, miss ratio 0.0635, byte miss ratio 0.0635
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size   105221, 35043139 req, miss ratio 0.0557, byte miss ratio 0.0557
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size   210442, 35043139 req, miss ratio 0.0504, byte miss ratio 0.0504
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size   420884, 35043139 req, miss ratio 0.0418, byte miss ratio 0.0418
tencentBlock.ns7101 S3FIFO-0.2000-0.9000 cache size   841768, 35043139 req, miss ratio 0.0318, byte miss ratio 0.0318
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size     1052, 35043139 req, miss ratio 0.3272, byte miss ratio 0.3272
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size     3156, 35043139 req, miss ratio 0.1505, byte miss ratio 0.1505
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size    10522, 35043139 req, miss ratio 0.0845, byte miss ratio 0.0845
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size    31566, 35043139 req, miss ratio 0.0669, byte miss ratio 0.0669
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size   105221, 35043139 req, miss ratio 0.0568, byte miss ratio 0.0568
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size   210442, 35043139 req, miss ratio 0.0502, byte miss ratio 0.0502
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size   420884, 35043139 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns7101 S3FIFO-0.0010-1.9000 cache size   841768, 35043139 req, miss ratio 0.0320, byte miss ratio 0.0320
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size     1052, 35043139 req, miss ratio 0.3722, byte miss ratio 0.3722
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size     3156, 35043139 req, miss ratio 0.1946, byte miss ratio 0.1946
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size    10522, 35043139 req, miss ratio 0.0731, byte miss ratio 0.0731
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size    31566, 35043139 req, miss ratio 0.0652, byte miss ratio 0.0652
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size   105221, 35043139 req, miss ratio 0.0590, byte miss ratio 0.0590
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size   210442, 35043139 req, miss ratio 0.0515, byte miss ratio 0.0515
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size   420884, 35043139 req, miss ratio 0.0414, byte miss ratio 0.0414
tencentBlock.ns7101 S3FIFO-0.7000-1.9000 cache size   841768, 35043139 req, miss ratio 0.0317, byte miss ratio 0.0317
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size     1052, 35043139 req, miss ratio 0.3314, byte miss ratio 0.3314
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size     3156, 35043139 req, miss ratio 0.1590, byte miss ratio 0.1590
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size    10522, 35043139 req, miss ratio 0.0678, byte miss ratio 0.0678
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size    31566, 35043139 req, miss ratio 0.0632, byte miss ratio 0.0632
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size   105221, 35043139 req, miss ratio 0.0570, byte miss ratio 0.0570
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size   210442, 35043139 req, miss ratio 0.0507, byte miss ratio 0.0507
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size   420884, 35043139 req, miss ratio 0.0418, byte miss ratio 0.0418
tencentBlock.ns7101 S3FIFO-0.2000-1.9000 cache size   841768, 35043139 req, miss ratio 0.0318, byte miss ratio 0.0318
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size     1052, 35043139 req, miss ratio 0.3277, byte miss ratio 0.3277
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size     3156, 35043139 req, miss ratio 0.1481, byte miss ratio 0.1481
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size    10522, 35043139 req, miss ratio 0.0677, byte miss ratio 0.0677
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size    31566, 35043139 req, miss ratio 0.0631, byte miss ratio 0.0631
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size   105221, 35043139 req, miss ratio 0.0567, byte miss ratio 0.0567
tencentBlock.ns7101 S3FIFO-0.1500-1.9000 cache size   210442, 35043139 req, miss ratio 0.0503, byte miss ratio 0.0503
