cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size      651, 6890389 req, miss ratio 0.8405, byte miss ratio 0.8405
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size     1954, 6890389 req, miss ratio 0.7740, byte miss ratio 0.7740
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size     6514, 6890389 req, miss ratio 0.6701, byte miss ratio 0.6701
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size    19544, 6890389 req, miss ratio 0.5399, byte miss ratio 0.5399
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size    65148, 6890389 req, miss ratio 0.3640, byte miss ratio 0.3640
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size   130297, 6890389 req, miss ratio 0.2552, byte miss ratio 0.2552
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size   260595, 6890389 req, miss ratio 0.1601, byte miss ratio 0.1601
cdn1_colo28.ns81 S3FIFO-0.6000-1.9000 cache size   521191, 6890389 req, miss ratio 0.1003, byte miss ratio 0.1003
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size      651, 6890389 req, miss ratio 0.8422, byte miss ratio 0.8422
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size     1954, 6890389 req, miss ratio 0.7748, byte miss ratio 0.7748
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size     6514, 6890389 req, miss ratio 0.6701, byte miss ratio 0.6701
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size    19544, 6890389 req, miss ratio 0.5398, byte miss ratio 0.5398
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size    65148, 6890389 req, miss ratio 0.3664, byte miss ratio 0.3664
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size   130297, 6890389 req, miss ratio 0.2599, byte miss ratio 0.2599
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size   260595, 6890389 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_colo28.ns81 S3FIFO-0.6500-0.9000 cache size   521191, 6890389 req, miss ratio 0.1013, byte miss ratio 0.1013
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size      651, 6890389 req, miss ratio 0.7967, byte miss ratio 0.7967
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size     1954, 6890389 req, miss ratio 0.7186, byte miss ratio 0.7186
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size     6514, 6890389 req, miss ratio 0.5990, byte miss ratio 0.5990
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size    19544, 6890389 req, miss ratio 0.4656, byte miss ratio 0.4656
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size    65148, 6890389 req, miss ratio 0.3022, byte miss ratio 0.3022
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size   130297, 6890389 req, miss ratio 0.2111, byte miss ratio 0.2111
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size   260595, 6890389 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_colo28.ns81 S3FIFO-0.0100-0.9000 cache size   521191, 6890389 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size      651, 6890389 req, miss ratio 0.7999, byte miss ratio 0.7999
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size     1954, 6890389 req, miss ratio 0.7232, byte miss ratio 0.7232
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size     6514, 6890389 req, miss ratio 0.6054, byte miss ratio 0.6054
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size    19544, 6890389 req, miss ratio 0.4728, byte miss ratio 0.4728
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size    65148, 6890389 req, miss ratio 0.3099, byte miss ratio 0.3099
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size   130297, 6890389 req, miss ratio 0.2158, byte miss ratio 0.2158
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size   260595, 6890389 req, miss ratio 0.1362, byte miss ratio 0.1362
cdn1_colo28.ns81 S3FIFO-0.0100-1.9000 cache size   521191, 6890389 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size      651, 6890389 req, miss ratio 0.8153, byte miss ratio 0.8153
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size     1954, 6890389 req, miss ratio 0.7435, byte miss ratio 0.7435
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size     6514, 6890389 req, miss ratio 0.6312, byte miss ratio 0.6312
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size    19544, 6890389 req, miss ratio 0.4993, byte miss ratio 0.4993
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size    65148, 6890389 req, miss ratio 0.3330, byte miss ratio 0.3330
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size   130297, 6890389 req, miss ratio 0.2321, byte miss ratio 0.2321
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size   260595, 6890389 req, miss ratio 0.1448, byte miss ratio 0.1448
cdn1_colo28.ns81 S3FIFO-0.3000-1.9000 cache size   521191, 6890389 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size      651, 6890389 req, miss ratio 0.8681, byte miss ratio 0.8681
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size     1954, 6890389 req, miss ratio 0.8037, byte miss ratio 0.8037
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size     6514, 6890389 req, miss ratio 0.7046, byte miss ratio 0.7046
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size    19544, 6890389 req, miss ratio 0.5740, byte miss ratio 0.5740
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size    65148, 6890389 req, miss ratio 0.3884, byte miss ratio 0.3884
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size   130297, 6890389 req, miss ratio 0.2737, byte miss ratio 0.2737
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size   260595, 6890389 req, miss ratio 0.1735, byte miss ratio 0.1735
cdn1_colo28.ns81 S3FIFO-0.8000-1.9000 cache size   521191, 6890389 req, miss ratio 0.1057, byte miss ratio 0.1057
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size      651, 6890389 req, miss ratio 0.8084, byte miss ratio 0.8084
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size     1954, 6890389 req, miss ratio 0.7340, byte miss ratio 0.7340
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size     6514, 6890389 req, miss ratio 0.6185, byte miss ratio 0.6185
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size    19544, 6890389 req, miss ratio 0.4848, byte miss ratio 0.4848
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size    65148, 6890389 req, miss ratio 0.3202, byte miss ratio 0.3202
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size   130297, 6890389 req, miss ratio 0.2248, byte miss ratio 0.2248
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size   260595, 6890389 req, miss ratio 0.1428, byte miss ratio 0.1428
cdn1_colo28.ns81 S3FIFO-0.2500-0.9000 cache size   521191, 6890389 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns81 S3FIFO-0.2000-1.9000 cache size      651, 6890389 req, miss ratio 0.8088, byte miss ratio 0.8088
cdn1_colo28.ns81 S3FIFO-0.2000-1.9000 cache size     1954, 6890389 req, miss ratio 0.7352, byte miss ratio 0.7352
