cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size       65, 1593509 req, miss ratio 0.9466, byte miss ratio 0.9466
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size      196, 1593509 req, miss ratio 0.8872, byte miss ratio 0.8872
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size      655, 1593509 req, miss ratio 0.7690, byte miss ratio 0.7690
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size     1967, 1593509 req, miss ratio 0.5828, byte miss ratio 0.5828
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size     6559, 1593509 req, miss ratio 0.2874, byte miss ratio 0.2874
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size    13119, 1593509 req, miss ratio 0.1448, byte miss ratio 0.1448
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size    26238, 1593509 req, miss ratio 0.0732, byte miss ratio 0.0732
cdn1_colo28.ns719 S3FIFO-0.3000-0.9000 cache size    52476, 1593509 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size       65, 1593509 req, miss ratio 0.9666, byte miss ratio 0.9666
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size      196, 1593509 req, miss ratio 0.9244, byte miss ratio 0.9244
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size      655, 1593509 req, miss ratio 0.8299, byte miss ratio 0.8299
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size     1967, 1593509 req, miss ratio 0.6581, byte miss ratio 0.6581
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size     6559, 1593509 req, miss ratio 0.3466, byte miss ratio 0.3466
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size    13119, 1593509 req, miss ratio 0.1818, byte miss ratio 0.1818
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size    26238, 1593509 req, miss ratio 0.0890, byte miss ratio 0.0890
cdn1_colo28.ns719 S3FIFO-0.7000-1.9000 cache size    52476, 1593509 req, miss ratio 0.0450, byte miss ratio 0.0450
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size       65, 1593509 req, miss ratio 0.9391, byte miss ratio 0.9391
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size      196, 1593509 req, miss ratio 0.8760, byte miss ratio 0.8760
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size      655, 1593509 req, miss ratio 0.7530, byte miss ratio 0.7530
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size     1967, 1593509 req, miss ratio 0.5595, byte miss ratio 0.5595
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size     6559, 1593509 req, miss ratio 0.2557, byte miss ratio 0.2557
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size    13119, 1593509 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size    26238, 1593509 req, miss ratio 0.0670, byte miss ratio 0.0670
cdn1_colo28.ns719 S3FIFO-0.0250-1.9000 cache size    52476, 1593509 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size       65, 1593509 req, miss ratio 0.9416, byte miss ratio 0.9416
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size      196, 1593509 req, miss ratio 0.8795, byte miss ratio 0.8795
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size      655, 1593509 req, miss ratio 0.7595, byte miss ratio 0.7595
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size     1967, 1593509 req, miss ratio 0.5688, byte miss ratio 0.5688
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size     6559, 1593509 req, miss ratio 0.2653, byte miss ratio 0.2653
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size    13119, 1593509 req, miss ratio 0.1317, byte miss ratio 0.1317
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size    26238, 1593509 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_colo28.ns719 S3FIFO-0.1000-1.9000 cache size    52476, 1593509 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size       65, 1593509 req, miss ratio 0.9698, byte miss ratio 0.9698
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size      196, 1593509 req, miss ratio 0.9294, byte miss ratio 0.9294
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size      655, 1593509 req, miss ratio 0.8359, byte miss ratio 0.8359
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size     1967, 1593509 req, miss ratio 0.6686, byte miss ratio 0.6686
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size     6559, 1593509 req, miss ratio 0.3654, byte miss ratio 0.3654
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size    13119, 1593509 req, miss ratio 0.1967, byte miss ratio 0.1967
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size    26238, 1593509 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_colo28.ns719 S3FIFO-0.8000-0.9000 cache size    52476, 1593509 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size       65, 1593509 req, miss ratio 0.9675, byte miss ratio 0.9675
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size      196, 1593509 req, miss ratio 0.9249, byte miss ratio 0.9249
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size      655, 1593509 req, miss ratio 0.8281, byte miss ratio 0.8281
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size     1967, 1593509 req, miss ratio 0.6597, byte miss ratio 0.6597
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size     6559, 1593509 req, miss ratio 0.3578, byte miss ratio 0.3578
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size    13119, 1593509 req, miss ratio 0.1908, byte miss ratio 0.1908
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size    26238, 1593509 req, miss ratio 0.0918, byte miss ratio 0.0918
cdn1_colo28.ns719 S3FIFO-0.7500-0.9000 cache size    52476, 1593509 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size       65, 1593509 req, miss ratio 0.9401, byte miss ratio 0.9401
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size      196, 1593509 req, miss ratio 0.8768, byte miss ratio 0.8768
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size      655, 1593509 req, miss ratio 0.7549, byte miss ratio 0.7549
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size     1967, 1593509 req, miss ratio 0.5623, byte miss ratio 0.5623
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size     6559, 1593509 req, miss ratio 0.2587, byte miss ratio 0.2587
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size    13119, 1593509 req, miss ratio 0.1285, byte miss ratio 0.1285
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size    26238, 1593509 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_colo28.ns719 S3FIFO-0.0500-1.9000 cache size    52476, 1593509 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size       65, 1593509 req, miss ratio 0.9393, byte miss ratio 0.9393
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size      196, 1593509 req, miss ratio 0.8736, byte miss ratio 0.8736
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size      655, 1593509 req, miss ratio 0.7492, byte miss ratio 0.7492
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size     1967, 1593509 req, miss ratio 0.5537, byte miss ratio 0.5537
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size     6559, 1593509 req, miss ratio 0.2564, byte miss ratio 0.2564
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size    13119, 1593509 req, miss ratio 0.1281, byte miss ratio 0.1281
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size    26238, 1593509 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_colo28.ns719 S3FIFO-0.1000-0.9000 cache size    52476, 1593509 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size       65, 1593509 req, miss ratio 0.9531, byte miss ratio 0.9531
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size      196, 1593509 req, miss ratio 0.8985, byte miss ratio 0.8985
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size      655, 1593509 req, miss ratio 0.7864, byte miss ratio 0.7864
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size     1967, 1593509 req, miss ratio 0.6069, byte miss ratio 0.6069
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size     6559, 1593509 req, miss ratio 0.3110, byte miss ratio 0.3110
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size    13119, 1593509 req, miss ratio 0.1587, byte miss ratio 0.1587
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size    26238, 1593509 req, miss ratio 0.0776, byte miss ratio 0.0776
cdn1_colo28.ns719 S3FIFO-0.4500-0.9000 cache size    52476, 1593509 req, miss ratio 0.0433, byte miss ratio 0.0433
