cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size       72, 2387904 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size      217, 2387904 req, miss ratio 0.2928, byte miss ratio 0.2928
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size      724, 2387904 req, miss ratio 0.1481, byte miss ratio 0.1481
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size     2173, 2387904 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size     7245, 2387904 req, miss ratio 0.0358, byte miss ratio 0.0358
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size    14490, 2387904 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size    28980, 2387904 req, miss ratio 0.0308, byte miss ratio 0.0308
cdn1_colo28.ns1469 S3FIFO-0.0100-0.9000 cache size    57961, 2387904 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size       72, 2387904 req, miss ratio 0.5115, byte miss ratio 0.5115
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size      217, 2387904 req, miss ratio 0.3009, byte miss ratio 0.3009
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size      724, 2387904 req, miss ratio 0.1507, byte miss ratio 0.1507
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size     2173, 2387904 req, miss ratio 0.0806, byte miss ratio 0.0806
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size     7245, 2387904 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size    14490, 2387904 req, miss ratio 0.0342, byte miss ratio 0.0342
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size    28980, 2387904 req, miss ratio 0.0310, byte miss ratio 0.0310
cdn1_colo28.ns1469 S3FIFO-0.6000-0.9000 cache size    57961, 2387904 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size       72, 2387904 req, miss ratio 0.4639, byte miss ratio 0.4639
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size      217, 2387904 req, miss ratio 0.2882, byte miss ratio 0.2882
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size      724, 2387904 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size     2173, 2387904 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size     7245, 2387904 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size    14490, 2387904 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size    28980, 2387904 req, miss ratio 0.0308, byte miss ratio 0.0308
cdn1_colo28.ns1469 S3FIFO-0.0250-0.9000 cache size    57961, 2387904 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size       72, 2387904 req, miss ratio 0.5296, byte miss ratio 0.5296
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size      217, 2387904 req, miss ratio 0.3160, byte miss ratio 0.3160
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size      724, 2387904 req, miss ratio 0.1611, byte miss ratio 0.1611
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size     2173, 2387904 req, miss ratio 0.0874, byte miss ratio 0.0874
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size     7245, 2387904 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size    14490, 2387904 req, miss ratio 0.0365, byte miss ratio 0.0365
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size    28980, 2387904 req, miss ratio 0.0318, byte miss ratio 0.0318
cdn1_colo28.ns1469 S3FIFO-0.7500-0.9000 cache size    57961, 2387904 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size       72, 2387904 req, miss ratio 0.5339, byte miss ratio 0.5339
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size      217, 2387904 req, miss ratio 0.3222, byte miss ratio 0.3222
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size      724, 2387904 req, miss ratio 0.1650, byte miss ratio 0.1650
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size     2173, 2387904 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size     7245, 2387904 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size    14490, 2387904 req, miss ratio 0.0375, byte miss ratio 0.0375
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size    28980, 2387904 req, miss ratio 0.0323, byte miss ratio 0.0323
cdn1_colo28.ns1469 S3FIFO-0.8000-0.9000 cache size    57961, 2387904 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns1469 S3FIFO-0.8000-1.9000 cache size       72, 2387904 req, miss ratio 0.5346, byte miss ratio 0.5346
cdn1_colo28.ns1469 S3FIFO-0.8000-1.9000 cache size      217, 2387904 req, miss ratio 0.3228, byte miss ratio 0.3228
