cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size       36, 1171133 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size      109, 1171133 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size      365, 1171133 req, miss ratio 0.1024, byte miss ratio 0.1024
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size     1095, 1171133 req, miss ratio 0.0912, byte miss ratio 0.0912
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size     3652, 1171133 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size     7305, 1171133 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size    14610, 1171133 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_colo28.ns803 S3FIFO-0.0050-0.9000 cache size    29220, 1171133 req, miss ratio 0.0318, byte miss ratio 0.0318
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size       36, 1171133 req, miss ratio 0.1453, byte miss ratio 0.1453
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size      109, 1171133 req, miss ratio 0.1136, byte miss ratio 0.1136
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size      365, 1171133 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size     1095, 1171133 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size     3652, 1171133 req, miss ratio 0.0751, byte miss ratio 0.0751
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size     7305, 1171133 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size    14610, 1171133 req, miss ratio 0.0447, byte miss ratio 0.0447
cdn1_colo28.ns803 S3FIFO-0.3500-1.9000 cache size    29220, 1171133 req, miss ratio 0.0318, byte miss ratio 0.0318
cdn1_colo28.ns803 S3FIFO-0.0100-0.9000 cache size       36, 1171133 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns803 S3FIFO-0.0100-0.9000 cache size      109, 1171133 req, miss ratio 0.1108, byte miss ratio 0.1108
cdn1_colo28.ns803 S3FIFO-0.0100-0.9000 cache size      365, 1171133 req, miss ratio 0.1023, byte miss ratio 0.1023
