cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size       85, 4158571 req, miss ratio 0.2519, byte miss ratio 0.2519
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size      257, 4158571 req, miss ratio 0.0721, byte miss ratio 0.0721
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size      857, 4158571 req, miss ratio 0.0241, byte miss ratio 0.0241
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size     2572, 4158571 req, miss ratio 0.0213, byte miss ratio 0.0213
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size     8575, 4158571 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size    17150, 4158571 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.2500-0.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size       85, 4158571 req, miss ratio 0.3208, byte miss ratio 0.3208
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size      257, 4158571 req, miss ratio 0.1065, byte miss ratio 0.1065
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size      857, 4158571 req, miss ratio 0.0366, byte miss ratio 0.0366
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size     2572, 4158571 req, miss ratio 0.0230, byte miss ratio 0.0230
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size     8575, 4158571 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size    17150, 4158571 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.7500-0.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size       85, 4158571 req, miss ratio 0.2965, byte miss ratio 0.2965
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size      257, 4158571 req, miss ratio 0.0906, byte miss ratio 0.0906
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size      857, 4158571 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size     2572, 4158571 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size     8575, 4158571 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size    17150, 4158571 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.5500-1.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size       85, 4158571 req, miss ratio 0.3423, byte miss ratio 0.3423
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size      257, 4158571 req, miss ratio 0.1192, byte miss ratio 0.1192
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size      857, 4158571 req, miss ratio 0.0422, byte miss ratio 0.0422
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size     2572, 4158571 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size     8575, 4158571 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size    17150, 4158571 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.9000-0.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size       85, 4158571 req, miss ratio 0.2921, byte miss ratio 0.2921
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size      257, 4158571 req, miss ratio 0.0877, byte miss ratio 0.0877
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size      857, 4158571 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size     2572, 4158571 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size     8575, 4158571 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size    17150, 4158571 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.5000-1.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size       85, 4158571 req, miss ratio 0.3065, byte miss ratio 0.3065
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size      257, 4158571 req, miss ratio 0.0973, byte miss ratio 0.0973
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size      857, 4158571 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size     2572, 4158571 req, miss ratio 0.0221, byte miss ratio 0.0221
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size     8575, 4158571 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size    17150, 4158571 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size    34301, 4158571 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_colo28.ns177 S3FIFO-0.6500-1.9000 cache size    68602, 4158571 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_colo28.ns177 S3FIFO-0.8000-0.9000 cache size       85, 4158571 req, miss ratio 0.3297, byte miss ratio 0.3297
cdn1_colo28.ns177 S3FIFO-0.8000-0.9000 cache size      257, 4158571 req, miss ratio 0.1110, byte miss ratio 0.1110
