cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size      429, 5407341 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size     1287, 5407341 req, miss ratio 0.1314, byte miss ratio 0.1314
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size     4290, 5407341 req, miss ratio 0.1267, byte miss ratio 0.1267
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size    12872, 5407341 req, miss ratio 0.1218, byte miss ratio 0.1218
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size    42907, 5407341 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size    85815, 5407341 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size   171631, 5407341 req, miss ratio 0.0904, byte miss ratio 0.0904
cdn1_colo28.ns941 S3FIFO-0.7500-1.9000 cache size   343262, 5407341 req, miss ratio 0.0799, byte miss ratio 0.0799
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size      429, 5407341 req, miss ratio 0.1370, byte miss ratio 0.1370
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size     1287, 5407341 req, miss ratio 0.1328, byte miss ratio 0.1328
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size     4290, 5407341 req, miss ratio 0.1285, byte miss ratio 0.1285
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size    12872, 5407341 req, miss ratio 0.1240, byte miss ratio 0.1240
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size    42907, 5407341 req, miss ratio 0.1157, byte miss ratio 0.1157
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size    85815, 5407341 req, miss ratio 0.1053, byte miss ratio 0.1053
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size   171631, 5407341 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns941 S3FIFO-0.9000-0.9000 cache size   343262, 5407341 req, miss ratio 0.0805, byte miss ratio 0.0805
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size      429, 5407341 req, miss ratio 0.1371, byte miss ratio 0.1371
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size     1287, 5407341 req, miss ratio 0.1330, byte miss ratio 0.1330
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size     4290, 5407341 req, miss ratio 0.1286, byte miss ratio 0.1286
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size    12872, 5407341 req, miss ratio 0.1245, byte miss ratio 0.1245
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size    42907, 5407341 req, miss ratio 0.1161, byte miss ratio 0.1161
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size    85815, 5407341 req, miss ratio 0.1057, byte miss ratio 0.1057
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size   171631, 5407341 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns941 S3FIFO-0.9000-1.9000 cache size   343262, 5407341 req, miss ratio 0.0805, byte miss ratio 0.0805
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size      429, 5407341 req, miss ratio 0.1346, byte miss ratio 0.1346
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size     1287, 5407341 req, miss ratio 0.1308, byte miss ratio 0.1308
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size     4290, 5407341 req, miss ratio 0.1258, byte miss ratio 0.1258
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size    12872, 5407341 req, miss ratio 0.1205, byte miss ratio 0.1205
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size    42907, 5407341 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size    85815, 5407341 req, miss ratio 0.1018, byte miss ratio 0.1018
cdn1_colo28.ns941 S3FIFO-0.6500-1.9000 cache size   171631, 5407341 req, miss ratio 0.0891, byte miss ratio 0.0891
