tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size       73, 1680525 req, miss ratio 0.4160, byte miss ratio 0.4160
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size      219, 1680525 req, miss ratio 0.3194, byte miss ratio 0.3194
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size      732, 1680525 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size     2197, 1680525 req, miss ratio 0.2684, byte miss ratio 0.2684
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size     7324, 1680525 req, miss ratio 0.2492, byte miss ratio 0.2492
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size    14649, 1680525 req, miss ratio 0.2556, byte miss ratio 0.2556
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size    29299, 1680525 req, miss ratio 0.2258, byte miss ratio 0.2258
tencentBlock.ns12215 S3FIFO-0.4500-1.9000 cache size    58599, 1680525 req, miss ratio 0.0580, byte miss ratio 0.0580
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size       73, 1680525 req, miss ratio 0.5228, byte miss ratio 0.5228
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size      219, 1680525 req, miss ratio 0.3770, byte miss ratio 0.3770
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size      732, 1680525 req, miss ratio 0.3074, byte miss ratio 0.3074
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size     2197, 1680525 req, miss ratio 0.2832, byte miss ratio 0.2832
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size     7324, 1680525 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size    14649, 1680525 req, miss ratio 0.2563, byte miss ratio 0.2563
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size    29299, 1680525 req, miss ratio 0.1841, byte miss ratio 0.1841
tencentBlock.ns12215 S3FIFO-0.9900-1.9000 cache size    58599, 1680525 req, miss ratio 0.0663, byte miss ratio 0.0663
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size       73, 1680525 req, miss ratio 0.5169, byte miss ratio 0.5169
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size      219, 1680525 req, miss ratio 0.3673, byte miss ratio 0.3673
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size      732, 1680525 req, miss ratio 0.2995, byte miss ratio 0.2995
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size     2197, 1680525 req, miss ratio 0.2791, byte miss ratio 0.2791
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size     7324, 1680525 req, miss ratio 0.2701, byte miss ratio 0.2701
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size    14649, 1680525 req, miss ratio 0.2575, byte miss ratio 0.2575
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size    29299, 1680525 req, miss ratio 0.1846, byte miss ratio 0.1846
tencentBlock.ns12215 S3FIFO-0.9500-1.9000 cache size    58599, 1680525 req, miss ratio 0.0663, byte miss ratio 0.0663
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size       73, 1680525 req, miss ratio 0.5022, byte miss ratio 0.5022
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size      219, 1680525 req, miss ratio 0.3559, byte miss ratio 0.3559
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size      732, 1680525 req, miss ratio 0.2955, byte miss ratio 0.2955
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size     2197, 1680525 req, miss ratio 0.2760, byte miss ratio 0.2760
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size     7324, 1680525 req, miss ratio 0.2683, byte miss ratio 0.2683
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size    14649, 1680525 req, miss ratio 0.2585, byte miss ratio 0.2585
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size    29299, 1680525 req, miss ratio 0.1864, byte miss ratio 0.1864
tencentBlock.ns12215 S3FIFO-0.9000-1.9000 cache size    58599, 1680525 req, miss ratio 0.0642, byte miss ratio 0.0642
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size       73, 1680525 req, miss ratio 0.4042, byte miss ratio 0.4042
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size      219, 1680525 req, miss ratio 0.3136, byte miss ratio 0.3136
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size      732, 1680525 req, miss ratio 0.2768, byte miss ratio 0.2768
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size     2197, 1680525 req, miss ratio 0.2670, byte miss ratio 0.2670
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size     7324, 1680525 req, miss ratio 0.2440, byte miss ratio 0.2440
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size    14649, 1680525 req, miss ratio 0.2522, byte miss ratio 0.2522
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size    29299, 1680525 req, miss ratio 0.2168, byte miss ratio 0.2168
tencentBlock.ns12215 S3FIFO-0.3000-1.9000 cache size    58599, 1680525 req, miss ratio 0.0546, byte miss ratio 0.0546
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size       73, 1680525 req, miss ratio 0.4499, byte miss ratio 0.4499
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size      219, 1680525 req, miss ratio 0.3320, byte miss ratio 0.3320
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size      732, 1680525 req, miss ratio 0.2812, byte miss ratio 0.2812
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size     2197, 1680525 req, miss ratio 0.2704, byte miss ratio 0.2704
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size     7324, 1680525 req, miss ratio 0.2561, byte miss ratio 0.2561
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size    14649, 1680525 req, miss ratio 0.2579, byte miss ratio 0.2579
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size    29299, 1680525 req, miss ratio 0.1946, byte miss ratio 0.1946
tencentBlock.ns12215 S3FIFO-0.6500-1.9000 cache size    58599, 1680525 req, miss ratio 0.0590, byte miss ratio 0.0590
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size       73, 1680525 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size      219, 1680525 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size      732, 1680525 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size     2197, 1680525 req, miss ratio 0.2838, byte miss ratio 0.2838
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size     7324, 1680525 req, miss ratio 0.2456, byte miss ratio 0.2456
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size    14649, 1680525 req, miss ratio 0.2404, byte miss ratio 0.2404
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size    29299, 1680525 req, miss ratio 0.1672, byte miss ratio 0.1672
tencentBlock.ns12215 S3FIFO-0.0010-0.9000 cache size    58599, 1680525 req, miss ratio 0.0482, byte miss ratio 0.0482
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size       73, 1680525 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size      219, 1680525 req, miss ratio 0.3263, byte miss ratio 0.3263
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size      732, 1680525 req, miss ratio 0.2974, byte miss ratio 0.2974
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size     2197, 1680525 req, miss ratio 0.2754, byte miss ratio 0.2754
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size     7324, 1680525 req, miss ratio 0.2437, byte miss ratio 0.2437
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size    14649, 1680525 req, miss ratio 0.2404, byte miss ratio 0.2404
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size    29299, 1680525 req, miss ratio 0.1659, byte miss ratio 0.1659
tencentBlock.ns12215 S3FIFO-0.0050-0.9000 cache size    58599, 1680525 req, miss ratio 0.0482, byte miss ratio 0.0482
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size       73, 1680525 req, miss ratio 0.4797, byte miss ratio 0.4797
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size      219, 1680525 req, miss ratio 0.3393, byte miss ratio 0.3393
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size      732, 1680525 req, miss ratio 0.2890, byte miss ratio 0.2890
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size     2197, 1680525 req, miss ratio 0.2728, byte miss ratio 0.2728
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size     7324, 1680525 req, miss ratio 0.2619, byte miss ratio 0.2619
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size    14649, 1680525 req, miss ratio 0.2569, byte miss ratio 0.2569
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size    29299, 1680525 req, miss ratio 0.1902, byte miss ratio 0.1902
tencentBlock.ns12215 S3FIFO-0.8000-0.9000 cache size    58599, 1680525 req, miss ratio 0.0614, byte miss ratio 0.0614
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size       73, 1680525 req, miss ratio 0.3973, byte miss ratio 0.3973
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size      219, 1680525 req, miss ratio 0.3198, byte miss ratio 0.3198
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size      732, 1680525 req, miss ratio 0.2874, byte miss ratio 0.2874
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size     2197, 1680525 req, miss ratio 0.2660, byte miss ratio 0.2660
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size     7324, 1680525 req, miss ratio 0.2430, byte miss ratio 0.2430
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size    14649, 1680525 req, miss ratio 0.2404, byte miss ratio 0.2404
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size    29299, 1680525 req, miss ratio 0.1675, byte miss ratio 0.1675
tencentBlock.ns12215 S3FIFO-0.0250-0.9000 cache size    58599, 1680525 req, miss ratio 0.0488, byte miss ratio 0.0488
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size       73, 1680525 req, miss ratio 0.4287, byte miss ratio 0.4287
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size      219, 1680525 req, miss ratio 0.3255, byte miss ratio 0.3255
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size      732, 1680525 req, miss ratio 0.2793, byte miss ratio 0.2793
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size     2197, 1680525 req, miss ratio 0.2693, byte miss ratio 0.2693
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size     7324, 1680525 req, miss ratio 0.2529, byte miss ratio 0.2529
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size    14649, 1680525 req, miss ratio 0.2571, byte miss ratio 0.2571
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size    29299, 1680525 req, miss ratio 0.2077, byte miss ratio 0.2077
tencentBlock.ns12215 S3FIFO-0.5500-1.9000 cache size    58599, 1680525 req, miss ratio 0.0580, byte miss ratio 0.0580
tencentBlock.ns12215 S3FIFO-0.6000-1.9000 cache size       73, 1680525 req, miss ratio 0.4346, byte miss ratio 0.4346
tencentBlock.ns12215 S3FIFO-0.6000-1.9000 cache size      219, 1680525 req, miss ratio 0.3290, byte miss ratio 0.3290
tencentBlock.ns12215 S3FIFO-0.6000-1.9000 cache size      732, 1680525 req, miss ratio 0.2802, byte miss ratio 0.2802
tencentBlock.ns12215 S3FIFO-0.6000-1.9000 cache size     2197, 1680525 req, miss ratio 0.2699, byte miss ratio 0.2699
tencentBlock.ns12215 S3FIFO-0.6000-1.9000 cache size     7324, 1680525 req, miss ratio 0.2542, byte miss ratio 0.2542
