tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size     1614, 6716771 req, miss ratio 0.4065, byte miss ratio 0.4065
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size     4843, 6716771 req, miss ratio 0.3909, byte miss ratio 0.3909
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size    16144, 6716771 req, miss ratio 0.3765, byte miss ratio 0.3765
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size    48432, 6716771 req, miss ratio 0.3563, byte miss ratio 0.3563
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size   161443, 6716771 req, miss ratio 0.3321, byte miss ratio 0.3321
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size   322886, 6716771 req, miss ratio 0.2823, byte miss ratio 0.2823
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size   645772, 6716771 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns18961 S3FIFO-0.7500-0.9000 cache size  1291545, 6716771 req, miss ratio 0.2404, byte miss ratio 0.2404
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size     1614, 6716771 req, miss ratio 0.4110, byte miss ratio 0.4110
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size     4843, 6716771 req, miss ratio 0.3870, byte miss ratio 0.3870
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size    16144, 6716771 req, miss ratio 0.3653, byte miss ratio 0.3653
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size    48432, 6716771 req, miss ratio 0.3511, byte miss ratio 0.3511
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size   161443, 6716771 req, miss ratio 0.2866, byte miss ratio 0.2866
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size   322886, 6716771 req, miss ratio 0.2543, byte miss ratio 0.2543
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size   645772, 6716771 req, miss ratio 0.2437, byte miss ratio 0.2437
tencentBlock.ns18961 S3FIFO-0.0250-0.9000 cache size  1291545, 6716771 req, miss ratio 0.2404, byte miss ratio 0.2404
