cdn1_allcolo.ns2398 S3FIFO-0.3500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.3500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0010-0.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.0010-0.9000 cache size       10, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.5500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.5500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.2500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.2500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4000-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4000-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.4500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6000-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6000-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.2000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.2000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.1000-0.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.1000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.5000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.5000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6000-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6000-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9900-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9900-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0250-1.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.0250-1.9000 cache size       10, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.9500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0500-1.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.0500-1.9000 cache size       10, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.9000-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9000-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.3000-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.3000-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.3500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.3500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0050-1.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.0050-1.9000 cache size       10, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.9900-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9900-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.8500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.7500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.6500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.5500-0.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.5500-0.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0010-1.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.0010-1.9000 cache size       10, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2398 S3FIFO-0.9500-1.9000 cache size        5, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.9500-1.9000 cache size       10, 1621603 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns2398 S3FIFO-0.0500-0.9000 cache size        5, 1621603 req, miss ratio 1.0000, byte miss ratio 1.0000
