cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size       12, 1851150 req, miss ratio 0.3346, byte miss ratio 0.3346
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size       37, 1851150 req, miss ratio 0.1817, byte miss ratio 0.1817
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size      126, 1851150 req, miss ratio 0.0844, byte miss ratio 0.0844
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size      378, 1851150 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size     1263, 1851150 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size     2526, 1851150 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size     5052, 1851150 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns3212 S3FIFO-0.9900-1.9000 cache size    10104, 1851150 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size       12, 1851150 req, miss ratio 0.2808, byte miss ratio 0.2808
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size       37, 1851150 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size      126, 1851150 req, miss ratio 0.0709, byte miss ratio 0.0709
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size      378, 1851150 req, miss ratio 0.0315, byte miss ratio 0.0315
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size     1263, 1851150 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size     2526, 1851150 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size     5052, 1851150 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns3212 S3FIFO-0.6500-0.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size       12, 1851150 req, miss ratio 0.3089, byte miss ratio 0.3089
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size       37, 1851150 req, miss ratio 0.1643, byte miss ratio 0.1643
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size      126, 1851150 req, miss ratio 0.0757, byte miss ratio 0.0757
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size      378, 1851150 req, miss ratio 0.0347, byte miss ratio 0.0347
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size     1263, 1851150 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size     2526, 1851150 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size     5052, 1851150 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns3212 S3FIFO-0.8000-1.9000 cache size    10104, 1851150 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size       12, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size       37, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size      126, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size      378, 1851150 req, miss ratio 0.0256, byte miss ratio 0.0256
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size     1263, 1851150 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size     2526, 1851150 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size     5052, 1851150 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3212 S3FIFO-0.0050-1.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size       12, 1851150 req, miss ratio 0.2532, byte miss ratio 0.2532
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size       37, 1851150 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size      126, 1851150 req, miss ratio 0.0643, byte miss ratio 0.0643
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size      378, 1851150 req, miss ratio 0.0278, byte miss ratio 0.0278
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size     1263, 1851150 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size     2526, 1851150 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size     5052, 1851150 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns3212 S3FIFO-0.4000-1.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size       12, 1851150 req, miss ratio 0.2577, byte miss ratio 0.2577
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size       37, 1851150 req, miss ratio 0.1359, byte miss ratio 0.1359
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size      126, 1851150 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size      378, 1851150 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size     1263, 1851150 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size     2526, 1851150 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size     5052, 1851150 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns3212 S3FIFO-0.4500-0.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size       12, 1851150 req, miss ratio 0.2344, byte miss ratio 0.2344
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size       37, 1851150 req, miss ratio 0.1240, byte miss ratio 0.1240
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size      126, 1851150 req, miss ratio 0.0573, byte miss ratio 0.0573
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size      378, 1851150 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size     1263, 1851150 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size     2526, 1851150 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size     5052, 1851150 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3212 S3FIFO-0.2000-1.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size       12, 1851150 req, miss ratio 0.3221, byte miss ratio 0.3221
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size       37, 1851150 req, miss ratio 0.1691, byte miss ratio 0.1691
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size      126, 1851150 req, miss ratio 0.0779, byte miss ratio 0.0779
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size      378, 1851150 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size     1263, 1851150 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size     2526, 1851150 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size     5052, 1851150 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns3212 S3FIFO-0.8500-1.9000 cache size    10104, 1851150 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size       12, 1851150 req, miss ratio 0.2808, byte miss ratio 0.2808
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size       37, 1851150 req, miss ratio 0.1482, byte miss ratio 0.1482
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size      126, 1851150 req, miss ratio 0.0695, byte miss ratio 0.0695
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size      378, 1851150 req, miss ratio 0.0306, byte miss ratio 0.0306
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size     1263, 1851150 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size     2526, 1851150 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size     5052, 1851150 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns3212 S3FIFO-0.6000-0.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size       12, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size       37, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size      126, 1851150 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size      378, 1851150 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size     1263, 1851150 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size     2526, 1851150 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size     5052, 1851150 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns3212 S3FIFO-0.0250-1.9000 cache size    10104, 1851150 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns3212 S3FIFO-0.0050-0.9000 cache size       12, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-0.9000 cache size       37, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-0.9000 cache size      126, 1851150 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3212 S3FIFO-0.0050-0.9000 cache size      378, 1851150 req, miss ratio 0.0255, byte miss ratio 0.0255
