io_traces.ns336 S3FIFO-0.2000-1.9000 cache size     1742, 57600000 req, miss ratio 0.1196, byte miss ratio 0.1196
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size     5227, 57600000 req, miss ratio 0.1024, byte miss ratio 0.1024
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size    17423, 57600000 req, miss ratio 0.0871, byte miss ratio 0.0871
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size    52270, 57600000 req, miss ratio 0.0620, byte miss ratio 0.0620
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size   174233, 57600000 req, miss ratio 0.0330, byte miss ratio 0.0330
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size   348467, 57600000 req, miss ratio 0.0313, byte miss ratio 0.0313
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size   696935, 57600000 req, miss ratio 0.0308, byte miss ratio 0.0308
io_traces.ns336 S3FIFO-0.2000-1.9000 cache size  1393870, 57600000 req, miss ratio 0.0303, byte miss ratio 0.0303
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size     1742, 57600000 req, miss ratio 0.1627, byte miss ratio 0.1627
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size     5227, 57600000 req, miss ratio 0.1179, byte miss ratio 0.1179
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size    17423, 57600000 req, miss ratio 0.0888, byte miss ratio 0.0888
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size    52270, 57600000 req, miss ratio 0.0590, byte miss ratio 0.0590
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size   174233, 57600000 req, miss ratio 0.0385, byte miss ratio 0.0385
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size   348467, 57600000 req, miss ratio 0.0339, byte miss ratio 0.0339
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size   696935, 57600000 req, miss ratio 0.0314, byte miss ratio 0.0314
io_traces.ns336 S3FIFO-0.9000-0.9000 cache size  1393870, 57600000 req, miss ratio 0.0305, byte miss ratio 0.0305
io_traces.ns336 S3FIFO-0.0250-0.9000 cache size     1742, 57600000 req, miss ratio 0.1150, byte miss ratio 0.1150
io_traces.ns336 S3FIFO-0.0250-0.9000 cache size     5227, 57600000 req, miss ratio 0.1036, byte miss ratio 0.1036
