io_traces.ns642 S3FIFO-0.1500-1.9000 cache size      181, 2600000 req, miss ratio 0.7176, byte miss ratio 0.7176
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size      545, 2600000 req, miss ratio 0.6957, byte miss ratio 0.6957
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size     1818, 2600000 req, miss ratio 0.6286, byte miss ratio 0.6286
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size     5455, 2600000 req, miss ratio 0.5349, byte miss ratio 0.5349
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size    18183, 2600000 req, miss ratio 0.4032, byte miss ratio 0.4032
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size    36366, 2600000 req, miss ratio 0.2762, byte miss ratio 0.2762
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size    72733, 2600000 req, miss ratio 0.1056, byte miss ratio 0.1056
io_traces.ns642 S3FIFO-0.1500-1.9000 cache size   145467, 2600000 req, miss ratio 0.0714, byte miss ratio 0.0714
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size      181, 2600000 req, miss ratio 0.7329, byte miss ratio 0.7329
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size      545, 2600000 req, miss ratio 0.7056, byte miss ratio 0.7056
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size     1818, 2600000 req, miss ratio 0.6572, byte miss ratio 0.6572
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size     5455, 2600000 req, miss ratio 0.5798, byte miss ratio 0.5798
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size    18183, 2600000 req, miss ratio 0.3998, byte miss ratio 0.3998
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size    36366, 2600000 req, miss ratio 0.2690, byte miss ratio 0.2690
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size    72733, 2600000 req, miss ratio 0.1191, byte miss ratio 0.1191
io_traces.ns642 S3FIFO-0.4500-0.9000 cache size   145467, 2600000 req, miss ratio 0.0708, byte miss ratio 0.0708
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size      181, 2600000 req, miss ratio 0.7307, byte miss ratio 0.7307
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size      545, 2600000 req, miss ratio 0.7041, byte miss ratio 0.7041
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size     1818, 2600000 req, miss ratio 0.6533, byte miss ratio 0.6533
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size     5455, 2600000 req, miss ratio 0.5670, byte miss ratio 0.5670
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size    18183, 2600000 req, miss ratio 0.3987, byte miss ratio 0.3987
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size    36366, 2600000 req, miss ratio 0.2703, byte miss ratio 0.2703
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size    72733, 2600000 req, miss ratio 0.1164, byte miss ratio 0.1164
io_traces.ns642 S3FIFO-0.4000-0.9000 cache size   145467, 2600000 req, miss ratio 0.0707, byte miss ratio 0.0707
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size      181, 2600000 req, miss ratio 0.7878, byte miss ratio 0.7878
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size      545, 2600000 req, miss ratio 0.7201, byte miss ratio 0.7201
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size     1818, 2600000 req, miss ratio 0.6930, byte miss ratio 0.6930
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size     5455, 2600000 req, miss ratio 0.6663, byte miss ratio 0.6663
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size    18183, 2600000 req, miss ratio 0.4090, byte miss ratio 0.4090
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size    36366, 2600000 req, miss ratio 0.2754, byte miss ratio 0.2754
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size    72733, 2600000 req, miss ratio 0.1352, byte miss ratio 0.1352
io_traces.ns642 S3FIFO-0.8000-0.9000 cache size   145467, 2600000 req, miss ratio 0.0755, byte miss ratio 0.0755
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size      181, 2600000 req, miss ratio 0.7193, byte miss ratio 0.7193
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size      545, 2600000 req, miss ratio 0.6943, byte miss ratio 0.6943
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size     1818, 2600000 req, miss ratio 0.6241, byte miss ratio 0.6241
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size     5455, 2600000 req, miss ratio 0.5175, byte miss ratio 0.5175
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size    18183, 2600000 req, miss ratio 0.3859, byte miss ratio 0.3859
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size    36366, 2600000 req, miss ratio 0.2782, byte miss ratio 0.2782
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size    72733, 2600000 req, miss ratio 0.1142, byte miss ratio 0.1142
io_traces.ns642 S3FIFO-0.0100-1.9000 cache size   145467, 2600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size      181, 2600000 req, miss ratio 0.8305, byte miss ratio 0.8305
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size      545, 2600000 req, miss ratio 0.7679, byte miss ratio 0.7679
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size     1818, 2600000 req, miss ratio 0.7155, byte miss ratio 0.7155
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size     5455, 2600000 req, miss ratio 0.6696, byte miss ratio 0.6696
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size    18183, 2600000 req, miss ratio 0.4133, byte miss ratio 0.4133
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size    36366, 2600000 req, miss ratio 0.2891, byte miss ratio 0.2891
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size    72733, 2600000 req, miss ratio 0.1420, byte miss ratio 0.1420
io_traces.ns642 S3FIFO-0.9500-0.9000 cache size   145467, 2600000 req, miss ratio 0.0815, byte miss ratio 0.0815
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size      181, 2600000 req, miss ratio 0.7314, byte miss ratio 0.7314
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size      545, 2600000 req, miss ratio 0.6959, byte miss ratio 0.6959
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size     1818, 2600000 req, miss ratio 0.6368, byte miss ratio 0.6368
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size     5455, 2600000 req, miss ratio 0.5284, byte miss ratio 0.5284
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size    18183, 2600000 req, miss ratio 0.3916, byte miss ratio 0.3916
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size    36366, 2600000 req, miss ratio 0.2798, byte miss ratio 0.2798
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size    72733, 2600000 req, miss ratio 0.1048, byte miss ratio 0.1048
io_traces.ns642 S3FIFO-0.0500-0.9000 cache size   145467, 2600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size      181, 2600000 req, miss ratio 0.7697, byte miss ratio 0.7697
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size      545, 2600000 req, miss ratio 0.7103, byte miss ratio 0.7103
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size     1818, 2600000 req, miss ratio 0.6865, byte miss ratio 0.6865
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size     5455, 2600000 req, miss ratio 0.6598, byte miss ratio 0.6598
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size    18183, 2600000 req, miss ratio 0.3993, byte miss ratio 0.3993
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size    36366, 2600000 req, miss ratio 0.2705, byte miss ratio 0.2705
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size    72733, 2600000 req, miss ratio 0.1303, byte miss ratio 0.1303
io_traces.ns642 S3FIFO-0.7000-1.9000 cache size   145467, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size      181, 2600000 req, miss ratio 0.7359, byte miss ratio 0.7359
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size      545, 2600000 req, miss ratio 0.7070, byte miss ratio 0.7070
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size     1818, 2600000 req, miss ratio 0.6615, byte miss ratio 0.6615
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size     5455, 2600000 req, miss ratio 0.5946, byte miss ratio 0.5946
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size    18183, 2600000 req, miss ratio 0.4029, byte miss ratio 0.4029
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size    36366, 2600000 req, miss ratio 0.2686, byte miss ratio 0.2686
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size    72733, 2600000 req, miss ratio 0.1215, byte miss ratio 0.1215
io_traces.ns642 S3FIFO-0.5000-0.9000 cache size   145467, 2600000 req, miss ratio 0.0711, byte miss ratio 0.0711
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size      181, 2600000 req, miss ratio 0.8390, byte miss ratio 0.8390
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size      545, 2600000 req, miss ratio 0.7694, byte miss ratio 0.7694
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size     1818, 2600000 req, miss ratio 0.7185, byte miss ratio 0.7185
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size     5455, 2600000 req, miss ratio 0.6647, byte miss ratio 0.6647
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size    18183, 2600000 req, miss ratio 0.4139, byte miss ratio 0.4139
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size    36366, 2600000 req, miss ratio 0.2885, byte miss ratio 0.2885
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size    72733, 2600000 req, miss ratio 0.1420, byte miss ratio 0.1420
io_traces.ns642 S3FIFO-0.9500-1.9000 cache size   145467, 2600000 req, miss ratio 0.0815, byte miss ratio 0.0815
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size      181, 2600000 req, miss ratio 0.7423, byte miss ratio 0.7423
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size      545, 2600000 req, miss ratio 0.7081, byte miss ratio 0.7081
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size     1818, 2600000 req, miss ratio 0.6739, byte miss ratio 0.6739
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size     5455, 2600000 req, miss ratio 0.6423, byte miss ratio 0.6423
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size    18183, 2600000 req, miss ratio 0.3982, byte miss ratio 0.3982
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size    36366, 2600000 req, miss ratio 0.2665, byte miss ratio 0.2665
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size    72733, 2600000 req, miss ratio 0.1255, byte miss ratio 0.1255
io_traces.ns642 S3FIFO-0.6000-1.9000 cache size   145467, 2600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns642 S3FIFO-0.3500-0.9000 cache size      181, 2600000 req, miss ratio 0.7300, byte miss ratio 0.7300
io_traces.ns642 S3FIFO-0.3500-0.9000 cache size      545, 2600000 req, miss ratio 0.7025, byte miss ratio 0.7025
io_traces.ns642 S3FIFO-0.3500-0.9000 cache size     1818, 2600000 req, miss ratio 0.6491, byte miss ratio 0.6491
io_traces.ns642 S3FIFO-0.3500-0.9000 cache size     5455, 2600000 req, miss ratio 0.5575, byte miss ratio 0.5575
io_traces.ns642 S3FIFO-0.3500-0.9000 cache size    18183, 2600000 req, miss ratio 0.3974, byte miss ratio 0.3974
