cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size       57, 1037753 req, miss ratio 0.7315, byte miss ratio 0.7315
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size      173, 1037753 req, miss ratio 0.5836, byte miss ratio 0.5836
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size      579, 1037753 req, miss ratio 0.4281, byte miss ratio 0.4281
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size     1738, 1037753 req, miss ratio 0.2947, byte miss ratio 0.2947
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size     5794, 1037753 req, miss ratio 0.1680, byte miss ratio 0.1680
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size    11589, 1037753 req, miss ratio 0.1140, byte miss ratio 0.1140
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size    23179, 1037753 req, miss ratio 0.0813, byte miss ratio 0.0813
cdn1_colo28.ns1227 S3FIFO-0.1500-0.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size       57, 1037753 req, miss ratio 0.8161, byte miss ratio 0.8161
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size      173, 1037753 req, miss ratio 0.6848, byte miss ratio 0.6848
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size      579, 1037753 req, miss ratio 0.5144, byte miss ratio 0.5144
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size     1738, 1037753 req, miss ratio 0.3650, byte miss ratio 0.3650
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size     5794, 1037753 req, miss ratio 0.2163, byte miss ratio 0.2163
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size    11589, 1037753 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size    23179, 1037753 req, miss ratio 0.0942, byte miss ratio 0.0942
cdn1_colo28.ns1227 S3FIFO-0.7000-0.9000 cache size    46359, 1037753 req, miss ratio 0.0590, byte miss ratio 0.0590
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size       57, 1037753 req, miss ratio 0.7559, byte miss ratio 0.7559
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size      173, 1037753 req, miss ratio 0.6173, byte miss ratio 0.6173
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size      579, 1037753 req, miss ratio 0.4539, byte miss ratio 0.4539
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size     1738, 1037753 req, miss ratio 0.3174, byte miss ratio 0.3174
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size     5794, 1037753 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size    11589, 1037753 req, miss ratio 0.1242, byte miss ratio 0.1242
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size    23179, 1037753 req, miss ratio 0.0841, byte miss ratio 0.0841
cdn1_colo28.ns1227 S3FIFO-0.3000-1.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size       57, 1037753 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size      173, 1037753 req, miss ratio 0.5668, byte miss ratio 0.5668
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size      579, 1037753 req, miss ratio 0.4143, byte miss ratio 0.4143
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size     1738, 1037753 req, miss ratio 0.2832, byte miss ratio 0.2832
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size     5794, 1037753 req, miss ratio 0.1590, byte miss ratio 0.1590
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size    11589, 1037753 req, miss ratio 0.1091, byte miss ratio 0.1091
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size    23179, 1037753 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_colo28.ns1227 S3FIFO-0.0100-0.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size       57, 1037753 req, miss ratio 0.8181, byte miss ratio 0.8181
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size      173, 1037753 req, miss ratio 0.6825, byte miss ratio 0.6825
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size      579, 1037753 req, miss ratio 0.5112, byte miss ratio 0.5112
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size     1738, 1037753 req, miss ratio 0.3617, byte miss ratio 0.3617
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size     5794, 1037753 req, miss ratio 0.2125, byte miss ratio 0.2125
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size    11589, 1037753 req, miss ratio 0.1423, byte miss ratio 0.1423
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size    23179, 1037753 req, miss ratio 0.0926, byte miss ratio 0.0926
cdn1_colo28.ns1227 S3FIFO-0.6500-1.9000 cache size    46359, 1037753 req, miss ratio 0.0588, byte miss ratio 0.0588
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size       57, 1037753 req, miss ratio 0.7189, byte miss ratio 0.7189
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size      173, 1037753 req, miss ratio 0.5686, byte miss ratio 0.5686
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size      579, 1037753 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size     1738, 1037753 req, miss ratio 0.2843, byte miss ratio 0.2843
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size     5794, 1037753 req, miss ratio 0.1598, byte miss ratio 0.1598
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size    11589, 1037753 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size    23179, 1037753 req, miss ratio 0.0802, byte miss ratio 0.0802
cdn1_colo28.ns1227 S3FIFO-0.0250-0.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size       57, 1037753 req, miss ratio 0.7529, byte miss ratio 0.7529
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size      173, 1037753 req, miss ratio 0.6160, byte miss ratio 0.6160
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size      579, 1037753 req, miss ratio 0.4527, byte miss ratio 0.4527
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size     1738, 1037753 req, miss ratio 0.3157, byte miss ratio 0.3157
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size     5794, 1037753 req, miss ratio 0.1839, byte miss ratio 0.1839
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size    11589, 1037753 req, miss ratio 0.1243, byte miss ratio 0.1243
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size    23179, 1037753 req, miss ratio 0.0852, byte miss ratio 0.0852
cdn1_colo28.ns1227 S3FIFO-0.3500-0.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size       57, 1037753 req, miss ratio 0.7251, byte miss ratio 0.7251
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size      173, 1037753 req, miss ratio 0.5776, byte miss ratio 0.5776
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size      579, 1037753 req, miss ratio 0.4231, byte miss ratio 0.4231
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size     1738, 1037753 req, miss ratio 0.2909, byte miss ratio 0.2909
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size     5794, 1037753 req, miss ratio 0.1645, byte miss ratio 0.1645
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size    11589, 1037753 req, miss ratio 0.1130, byte miss ratio 0.1130
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size    23179, 1037753 req, miss ratio 0.0802, byte miss ratio 0.0802
cdn1_colo28.ns1227 S3FIFO-0.0250-1.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size       57, 1037753 req, miss ratio 0.8479, byte miss ratio 0.8479
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size      173, 1037753 req, miss ratio 0.7177, byte miss ratio 0.7177
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size      579, 1037753 req, miss ratio 0.5442, byte miss ratio 0.5442
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size     1738, 1037753 req, miss ratio 0.3841, byte miss ratio 0.3841
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size     5794, 1037753 req, miss ratio 0.2268, byte miss ratio 0.2268
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size    11589, 1037753 req, miss ratio 0.1515, byte miss ratio 0.1515
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size    23179, 1037753 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns1227 S3FIFO-0.8000-1.9000 cache size    46359, 1037753 req, miss ratio 0.0598, byte miss ratio 0.0598
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size       57, 1037753 req, miss ratio 0.7270, byte miss ratio 0.7270
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size      173, 1037753 req, miss ratio 0.5802, byte miss ratio 0.5802
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size      579, 1037753 req, miss ratio 0.4254, byte miss ratio 0.4254
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size     1738, 1037753 req, miss ratio 0.2928, byte miss ratio 0.2928
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size     5794, 1037753 req, miss ratio 0.1659, byte miss ratio 0.1659
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size    11589, 1037753 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size    23179, 1037753 req, miss ratio 0.0803, byte miss ratio 0.0803
cdn1_colo28.ns1227 S3FIFO-0.0500-1.9000 cache size    46359, 1037753 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_colo28.ns1227 S3FIFO-0.0010-1.9000 cache size       57, 1037753 req, miss ratio 1.0000, byte miss ratio 1.0000
