cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size       10, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size       31, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size      103, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size      311, 4451618 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size     1037, 4451618 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size     2075, 4451618 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size     4150, 4451618 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1115 S3FIFO-0.0050-1.9000 cache size     8300, 4451618 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size       10, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size       31, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size      103, 4451618 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size      311, 4451618 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size     1037, 4451618 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size     2075, 4451618 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size     4150, 4451618 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1115 S3FIFO-0.0100-0.9000 cache size     8300, 4451618 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size       10, 4451618 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size       31, 4451618 req, miss ratio 0.0141, byte miss ratio 0.0141
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size      103, 4451618 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size      311, 4451618 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size     1037, 4451618 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size     2075, 4451618 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size     4150, 4451618 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1115 S3FIFO-0.5500-0.9000 cache size     8300, 4451618 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size       10, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size       31, 4451618 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size      103, 4451618 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size      311, 4451618 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size     1037, 4451618 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size     2075, 4451618 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size     4150, 4451618 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1115 S3FIFO-0.0100-1.9000 cache size     8300, 4451618 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size       10, 4451618 req, miss ratio 0.0221, byte miss ratio 0.0221
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size       31, 4451618 req, miss ratio 0.0126, byte miss ratio 0.0126
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size      103, 4451618 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size      311, 4451618 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size     1037, 4451618 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size     2075, 4451618 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size     4150, 4451618 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1115 S3FIFO-0.1500-1.9000 cache size     8300, 4451618 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1115 S3FIFO-0.8500-1.9000 cache size       10, 4451618 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_allcolo.ns1115 S3FIFO-0.8500-1.9000 cache size       31, 4451618 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_allcolo.ns1115 S3FIFO-0.8500-1.9000 cache size      103, 4451618 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns1115 S3FIFO-0.8500-1.9000 cache size      311, 4451618 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns1115 S3FIFO-0.8500-1.9000 cache size     1037, 4451618 req, miss ratio 0.0040, byte miss ratio 0.0040
