cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size     7416, 15802139 req, miss ratio 0.6717, byte miss ratio 0.6717
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size    22248, 15802139 req, miss ratio 0.6404, byte miss ratio 0.6404
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size    74162, 15802139 req, miss ratio 0.6006, byte miss ratio 0.6006
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size   222488, 15802139 req, miss ratio 0.5532, byte miss ratio 0.5532
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size   741629, 15802139 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size  1483259, 15802139 req, miss ratio 0.4830, byte miss ratio 0.4830
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns412 S3FIFO-0.4500-0.9000 cache size  5933036, 15802139 req, miss ratio 0.4699, byte miss ratio 0.4699
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size     7416, 15802139 req, miss ratio 0.6815, byte miss ratio 0.6815
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size    22248, 15802139 req, miss ratio 0.6525, byte miss ratio 0.6525
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size    74162, 15802139 req, miss ratio 0.6167, byte miss ratio 0.6167
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size   222488, 15802139 req, miss ratio 0.5756, byte miss ratio 0.5756
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size   741629, 15802139 req, miss ratio 0.5103, byte miss ratio 0.5103
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size  1483259, 15802139 req, miss ratio 0.4839, byte miss ratio 0.4839
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns412 S3FIFO-0.7000-0.9000 cache size  5933036, 15802139 req, miss ratio 0.4699, byte miss ratio 0.4699
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size     7416, 15802139 req, miss ratio 0.6669, byte miss ratio 0.6669
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size    22248, 15802139 req, miss ratio 0.6338, byte miss ratio 0.6338
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size    74162, 15802139 req, miss ratio 0.5913, byte miss ratio 0.5913
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size   222488, 15802139 req, miss ratio 0.5394, byte miss ratio 0.5394
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size   741629, 15802139 req, miss ratio 0.4968, byte miss ratio 0.4968
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size  1483259, 15802139 req, miss ratio 0.4825, byte miss ratio 0.4825
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns412 S3FIFO-0.2500-1.9000 cache size  5933036, 15802139 req, miss ratio 0.4699, byte miss ratio 0.4699
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size     7416, 15802139 req, miss ratio 0.6661, byte miss ratio 0.6661
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size    22248, 15802139 req, miss ratio 0.6326, byte miss ratio 0.6326
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size    74162, 15802139 req, miss ratio 0.5893, byte miss ratio 0.5893
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size   222488, 15802139 req, miss ratio 0.5375, byte miss ratio 0.5375
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size   741629, 15802139 req, miss ratio 0.4968, byte miss ratio 0.4968
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size  1483259, 15802139 req, miss ratio 0.4825, byte miss ratio 0.4825
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns412 S3FIFO-0.2000-1.9000 cache size  5933036, 15802139 req, miss ratio 0.4699, byte miss ratio 0.4699
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size     7416, 15802139 req, miss ratio 0.6733, byte miss ratio 0.6733
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size    22248, 15802139 req, miss ratio 0.6424, byte miss ratio 0.6424
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size    74162, 15802139 req, miss ratio 0.6033, byte miss ratio 0.6033
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size   222488, 15802139 req, miss ratio 0.5562, byte miss ratio 0.5562
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size   741629, 15802139 req, miss ratio 0.5003, byte miss ratio 0.5003
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size  1483259, 15802139 req, miss ratio 0.4830, byte miss ratio 0.4830
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns412 S3FIFO-0.5000-0.9000 cache size  5933036, 15802139 req, miss ratio 0.4699, byte miss ratio 0.4699
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size     7416, 15802139 req, miss ratio 0.6750, byte miss ratio 0.6750
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size    22248, 15802139 req, miss ratio 0.6387, byte miss ratio 0.6387
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size    74162, 15802139 req, miss ratio 0.5912, byte miss ratio 0.5912
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size   222488, 15802139 req, miss ratio 0.5465, byte miss ratio 0.5465
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size   741629, 15802139 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size  1483259, 15802139 req, miss ratio 0.4830, byte miss ratio 0.4830
cdn1_colo28.ns412 S3FIFO-0.0010-0.9000 cache size  2966518, 15802139 req, miss ratio 0.4753, byte miss ratio 0.4753
