cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size      191, 4335740 req, miss ratio 0.7825, byte miss ratio 0.7825
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size      574, 4335740 req, miss ratio 0.6670, byte miss ratio 0.6670
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size     1915, 4335740 req, miss ratio 0.5156, byte miss ratio 0.5156
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size     5745, 4335740 req, miss ratio 0.3618, byte miss ratio 0.3618
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size    19151, 4335740 req, miss ratio 0.1949, byte miss ratio 0.1949
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size    38303, 4335740 req, miss ratio 0.1186, byte miss ratio 0.1186
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size    76606, 4335740 req, miss ratio 0.0674, byte miss ratio 0.0674
cdn1_allcolo.ns1236 S3FIFO-0.3500-0.9000 cache size   153212, 4335740 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size      191, 4335740 req, miss ratio 0.7930, byte miss ratio 0.7930
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size      574, 4335740 req, miss ratio 0.6818, byte miss ratio 0.6818
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size     1915, 4335740 req, miss ratio 0.5315, byte miss ratio 0.5315
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size     5745, 4335740 req, miss ratio 0.3757, byte miss ratio 0.3757
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size    19151, 4335740 req, miss ratio 0.2021, byte miss ratio 0.2021
cdn1_allcolo.ns1236 S3FIFO-0.4000-1.9000 cache size    38303, 4335740 req, miss ratio 0.1217, byte miss ratio 0.1217
