cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size       73, 23833194 req, miss ratio 0.2171, byte miss ratio 0.2171
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size      219, 23833194 req, miss ratio 0.1023, byte miss ratio 0.1023
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size      733, 23833194 req, miss ratio 0.0384, byte miss ratio 0.0384
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size     2199, 23833194 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size     7331, 23833194 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size    14663, 23833194 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size    29326, 23833194 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns35 S3FIFO-0.5000-1.9000 cache size    58652, 23833194 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size       73, 23833194 req, miss ratio 0.1826, byte miss ratio 0.1826
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size      219, 23833194 req, miss ratio 0.0835, byte miss ratio 0.0835
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size      733, 23833194 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size     2199, 23833194 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size     7331, 23833194 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size    14663, 23833194 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size    29326, 23833194 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns35 S3FIFO-0.1500-0.9000 cache size    58652, 23833194 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns35 S3FIFO-0.3500-1.9000 cache size       73, 23833194 req, miss ratio 0.2033, byte miss ratio 0.2033
cdn1_allcolo.ns35 S3FIFO-0.3500-1.9000 cache size      219, 23833194 req, miss ratio 0.0948, byte miss ratio 0.0948
