io_traces.ns771 S3FIFO-0.7500-1.9000 cache size     2267, 3600000 req, miss ratio 0.7149, byte miss ratio 0.7149
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size     6802, 3600000 req, miss ratio 0.7087, byte miss ratio 0.7087
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size    22675, 3600000 req, miss ratio 0.7040, byte miss ratio 0.7040
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size    68025, 3600000 req, miss ratio 0.6998, byte miss ratio 0.6998
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size   226751, 3600000 req, miss ratio 0.6871, byte miss ratio 0.6871
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size   453502, 3600000 req, miss ratio 0.6703, byte miss ratio 0.6703
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size   907004, 3600000 req, miss ratio 0.6574, byte miss ratio 0.6574
io_traces.ns771 S3FIFO-0.7500-1.9000 cache size  1814008, 3600000 req, miss ratio 0.6381, byte miss ratio 0.6381
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size     2267, 3600000 req, miss ratio 0.7141, byte miss ratio 0.7141
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size     6802, 3600000 req, miss ratio 0.7081, byte miss ratio 0.7081
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size    22675, 3600000 req, miss ratio 0.7017, byte miss ratio 0.7017
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size    68025, 3600000 req, miss ratio 0.6978, byte miss ratio 0.6978
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size   226751, 3600000 req, miss ratio 0.6780, byte miss ratio 0.6780
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size   453502, 3600000 req, miss ratio 0.6650, byte miss ratio 0.6650
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size   907004, 3600000 req, miss ratio 0.6573, byte miss ratio 0.6573
io_traces.ns771 S3FIFO-0.3000-0.9000 cache size  1814008, 3600000 req, miss ratio 0.6381, byte miss ratio 0.6381
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size     2267, 3600000 req, miss ratio 0.7156, byte miss ratio 0.7156
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size     6802, 3600000 req, miss ratio 0.7088, byte miss ratio 0.7088
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size    22675, 3600000 req, miss ratio 0.7046, byte miss ratio 0.7046
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size    68025, 3600000 req, miss ratio 0.7010, byte miss ratio 0.7010
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size   226751, 3600000 req, miss ratio 0.6939, byte miss ratio 0.6939
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size   453502, 3600000 req, miss ratio 0.6779, byte miss ratio 0.6779
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size   907004, 3600000 req, miss ratio 0.6625, byte miss ratio 0.6625
io_traces.ns771 S3FIFO-0.8500-0.9000 cache size  1814008, 3600000 req, miss ratio 0.6381, byte miss ratio 0.6381
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size     2267, 3600000 req, miss ratio 0.7552, byte miss ratio 0.7552
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size     6802, 3600000 req, miss ratio 0.7400, byte miss ratio 0.7400
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size    22675, 3600000 req, miss ratio 0.7166, byte miss ratio 0.7166
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size    68025, 3600000 req, miss ratio 0.6994, byte miss ratio 0.6994
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size   226751, 3600000 req, miss ratio 0.6760, byte miss ratio 0.6760
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size   453502, 3600000 req, miss ratio 0.6644, byte miss ratio 0.6644
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size   907004, 3600000 req, miss ratio 0.6573, byte miss ratio 0.6573
io_traces.ns771 S3FIFO-0.0010-1.9000 cache size  1814008, 3600000 req, miss ratio 0.6381, byte miss ratio 0.6381
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size     2267, 3600000 req, miss ratio 0.7138, byte miss ratio 0.7138
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size     6802, 3600000 req, miss ratio 0.7081, byte miss ratio 0.7081
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size    22675, 3600000 req, miss ratio 0.7019, byte miss ratio 0.7019
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size    68025, 3600000 req, miss ratio 0.6950, byte miss ratio 0.6950
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size   226751, 3600000 req, miss ratio 0.6763, byte miss ratio 0.6763
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size   453502, 3600000 req, miss ratio 0.6644, byte miss ratio 0.6644
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size   907004, 3600000 req, miss ratio 0.6573, byte miss ratio 0.6573
io_traces.ns771 S3FIFO-0.1000-1.9000 cache size  1814008, 3600000 req, miss ratio 0.6381, byte miss ratio 0.6381
io_traces.ns771 S3FIFO-0.0250-1.9000 cache size     2267, 3600000 req, miss ratio 0.7201, byte miss ratio 0.7201
