cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size     2074, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size     6223, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size    20743, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size    62230, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size   207436, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size   414872, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size   829745, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9500-1.9000 cache size  1659490, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size     2074, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size     6223, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size    20743, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size    62230, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size   207436, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size   414872, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size   829745, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4000-1.9000 cache size  1659490, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size     2074, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size     6223, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size    20743, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size    62230, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size   207436, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size   414872, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size   829745, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.4500-0.9000 cache size  1659490, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size     2074, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size     6223, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size    20743, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size    62230, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size   207436, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size   414872, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size   829745, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.9000-1.9000 cache size  1659490, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.0100-0.9000 cache size     2074, 4140233 req, miss ratio 0.5011, byte miss ratio 0.5011
cdn1_colo28.ns4986 S3FIFO-0.0100-0.9000 cache size     6223, 4140233 req, miss ratio 0.5011, byte miss ratio 0.5011
cdn1_colo28.ns4986 S3FIFO-0.0100-0.9000 cache size    20743, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.0100-0.9000 cache size    62230, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
cdn1_colo28.ns4986 S3FIFO-0.0100-0.9000 cache size   207436, 4140233 req, miss ratio 0.5010, byte miss ratio 0.5010
