cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size      663, 6646944 req, miss ratio 0.2661, byte miss ratio 0.2661
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size     1989, 6646944 req, miss ratio 0.2390, byte miss ratio 0.2390
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size     6630, 6646944 req, miss ratio 0.2033, byte miss ratio 0.2033
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size    19891, 6646944 req, miss ratio 0.1667, byte miss ratio 0.1667
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size    66306, 6646944 req, miss ratio 0.1255, byte miss ratio 0.1255
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size   132612, 6646944 req, miss ratio 0.1111, byte miss ratio 0.1111
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size   265224, 6646944 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns436 S3FIFO-0.0500-0.9000 cache size   530448, 6646944 req, miss ratio 0.1000, byte miss ratio 0.1000
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size      663, 6646944 req, miss ratio 0.2730, byte miss ratio 0.2730
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size     1989, 6646944 req, miss ratio 0.2482, byte miss ratio 0.2482
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size     6630, 6646944 req, miss ratio 0.2152, byte miss ratio 0.2152
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size    19891, 6646944 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size    66306, 6646944 req, miss ratio 0.1515, byte miss ratio 0.1515
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size   132612, 6646944 req, miss ratio 0.1305, byte miss ratio 0.1305
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size   265224, 6646944 req, miss ratio 0.1148, byte miss ratio 0.1148
cdn1_allcolo.ns436 S3FIFO-0.9900-0.9000 cache size   530448, 6646944 req, miss ratio 0.1037, byte miss ratio 0.1037
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size      663, 6646944 req, miss ratio 0.2676, byte miss ratio 0.2676
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size     1989, 6646944 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size     6630, 6646944 req, miss ratio 0.2042, byte miss ratio 0.2042
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size    19891, 6646944 req, miss ratio 0.1681, byte miss ratio 0.1681
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size    66306, 6646944 req, miss ratio 0.1258, byte miss ratio 0.1258
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size   132612, 6646944 req, miss ratio 0.1110, byte miss ratio 0.1110
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size   265224, 6646944 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns436 S3FIFO-0.0250-1.9000 cache size   530448, 6646944 req, miss ratio 0.1000, byte miss ratio 0.1000
cdn1_allcolo.ns436 S3FIFO-0.5000-1.9000 cache size      663, 6646944 req, miss ratio 0.2573, byte miss ratio 0.2573
cdn1_allcolo.ns436 S3FIFO-0.5000-1.9000 cache size     1989, 6646944 req, miss ratio 0.2354, byte miss ratio 0.2354
cdn1_allcolo.ns436 S3FIFO-0.5000-1.9000 cache size     6630, 6646944 req, miss ratio 0.1993, byte miss ratio 0.1993
