cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size       51, 1346926 req, miss ratio 0.0872, byte miss ratio 0.0872
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size      153, 1346926 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size      511, 1346926 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size     1534, 1346926 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size     5115, 1346926 req, miss ratio 0.0381, byte miss ratio 0.0381
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size    10231, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size    20463, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.6000-0.9000 cache size    40926, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size       51, 1346926 req, miss ratio 0.0496, byte miss ratio 0.0496
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size      153, 1346926 req, miss ratio 0.0392, byte miss ratio 0.0392
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size      511, 1346926 req, miss ratio 0.0385, byte miss ratio 0.0385
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size     1534, 1346926 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size     5115, 1346926 req, miss ratio 0.0381, byte miss ratio 0.0381
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size    10231, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size    20463, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.0250-0.9000 cache size    40926, 1346926 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1897 S3FIFO-0.7500-1.9000 cache size       51, 1346926 req, miss ratio 0.1010, byte miss ratio 0.1010
cdn1_allcolo.ns1897 S3FIFO-0.7500-1.9000 cache size      153, 1346926 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns1897 S3FIFO-0.7500-1.9000 cache size      511, 1346926 req, miss ratio 0.0391, byte miss ratio 0.0391
