tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size       87, 1807616 req, miss ratio 0.4177, byte miss ratio 0.4177
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size      261, 1807616 req, miss ratio 0.3242, byte miss ratio 0.3242
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size      871, 1807616 req, miss ratio 0.2692, byte miss ratio 0.2692
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size     2615, 1807616 req, miss ratio 0.2653, byte miss ratio 0.2653
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size     8719, 1807616 req, miss ratio 0.2550, byte miss ratio 0.2550
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size    17439, 1807616 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size    34878, 1807616 req, miss ratio 0.1919, byte miss ratio 0.1919
tencentBlock.ns6656 S3FIFO-0.7500-1.9000 cache size    69756, 1807616 req, miss ratio 0.0724, byte miss ratio 0.0724
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size       87, 1807616 req, miss ratio 0.3575, byte miss ratio 0.3575
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size      261, 1807616 req, miss ratio 0.2727, byte miss ratio 0.2727
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size      871, 1807616 req, miss ratio 0.2668, byte miss ratio 0.2668
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size     2615, 1807616 req, miss ratio 0.2637, byte miss ratio 0.2637
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size     8719, 1807616 req, miss ratio 0.2479, byte miss ratio 0.2479
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size    17439, 1807616 req, miss ratio 0.2510, byte miss ratio 0.2510
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size    34878, 1807616 req, miss ratio 0.2061, byte miss ratio 0.2061
tencentBlock.ns6656 S3FIFO-0.4000-1.9000 cache size    69756, 1807616 req, miss ratio 0.0600, byte miss ratio 0.0600
