cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size      380, 1620001 req, miss ratio 0.8871, byte miss ratio 0.8871
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size     1142, 1620001 req, miss ratio 0.8185, byte miss ratio 0.8185
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size     3807, 1620001 req, miss ratio 0.7080, byte miss ratio 0.7080
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size    11421, 1620001 req, miss ratio 0.5774, byte miss ratio 0.5774
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size    38070, 1620001 req, miss ratio 0.4248, byte miss ratio 0.4248
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size    76140, 1620001 req, miss ratio 0.3432, byte miss ratio 0.3432
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size   152280, 1620001 req, miss ratio 0.2786, byte miss ratio 0.2786
cdn1_allcolo.ns4336 S3FIFO-0.0100-0.9000 cache size   304561, 1620001 req, miss ratio 0.2404, byte miss ratio 0.2404
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size      380, 1620001 req, miss ratio 0.9311, byte miss ratio 0.9311
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size     1142, 1620001 req, miss ratio 0.8882, byte miss ratio 0.8882
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size     3807, 1620001 req, miss ratio 0.8077, byte miss ratio 0.8077
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size    11421, 1620001 req, miss ratio 0.6914, byte miss ratio 0.6914
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size    38070, 1620001 req, miss ratio 0.5150, byte miss ratio 0.5150
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size    76140, 1620001 req, miss ratio 0.4036, byte miss ratio 0.4036
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size   152280, 1620001 req, miss ratio 0.3103, byte miss ratio 0.3103
cdn1_allcolo.ns4336 S3FIFO-0.8000-1.9000 cache size   304561, 1620001 req, miss ratio 0.2446, byte miss ratio 0.2446
cdn1_allcolo.ns4336 S3FIFO-0.8500-1.9000 cache size      380, 1620001 req, miss ratio 0.9357, byte miss ratio 0.9357
cdn1_allcolo.ns4336 S3FIFO-0.8500-1.9000 cache size     1142, 1620001 req, miss ratio 0.8953, byte miss ratio 0.8953
