cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size        7, 1762041 req, miss ratio 0.9524, byte miss ratio 0.9524
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size       21, 1762041 req, miss ratio 0.8626, byte miss ratio 0.8626
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size       73, 1762041 req, miss ratio 0.6648, byte miss ratio 0.6648
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size      219, 1762041 req, miss ratio 0.3772, byte miss ratio 0.3772
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size      732, 1762041 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size     1465, 1762041 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size     2930, 1762041 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_colo28.ns2971 S3FIFO-0.9000-0.9000 cache size     5860, 1762041 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size        7, 1762041 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size       21, 1762041 req, miss ratio 0.7907, byte miss ratio 0.7907
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size       73, 1762041 req, miss ratio 0.5479, byte miss ratio 0.5479
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size      219, 1762041 req, miss ratio 0.2772, byte miss ratio 0.2772
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size      732, 1762041 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size     1465, 1762041 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size     2930, 1762041 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns2971 S3FIFO-0.1000-1.9000 cache size     5860, 1762041 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size        7, 1762041 req, miss ratio 0.9330, byte miss ratio 0.9330
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size       21, 1762041 req, miss ratio 0.8313, byte miss ratio 0.8313
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size       73, 1762041 req, miss ratio 0.6094, byte miss ratio 0.6094
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size      219, 1762041 req, miss ratio 0.3277, byte miss ratio 0.3277
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size      732, 1762041 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size     1465, 1762041 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size     2930, 1762041 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns2971 S3FIFO-0.5500-0.9000 cache size     5860, 1762041 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns2971 S3FIFO-0.2500-1.9000 cache size        7, 1762041 req, miss ratio 0.9188, byte miss ratio 0.9188
cdn1_colo28.ns2971 S3FIFO-0.2500-1.9000 cache size       21, 1762041 req, miss ratio 0.8084, byte miss ratio 0.8084
cdn1_colo28.ns2971 S3FIFO-0.2500-1.9000 cache size       73, 1762041 req, miss ratio 0.5717, byte miss ratio 0.5717
