cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size       18, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size       54, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size      181, 2110700 req, miss ratio 0.2774, byte miss ratio 0.2774
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size      544, 2110700 req, miss ratio 0.1206, byte miss ratio 0.1206
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size     1813, 2110700 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size     3627, 2110700 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size     7255, 2110700 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_colo28.ns868 S3FIFO-0.0100-0.9000 cache size    14510, 2110700 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size       18, 2110700 req, miss ratio 0.8130, byte miss ratio 0.8130
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size       54, 2110700 req, miss ratio 0.6266, byte miss ratio 0.6266
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size      181, 2110700 req, miss ratio 0.3502, byte miss ratio 0.3502
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size      544, 2110700 req, miss ratio 0.1610, byte miss ratio 0.1610
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size     1813, 2110700 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size     3627, 2110700 req, miss ratio 0.0418, byte miss ratio 0.0418
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size     7255, 2110700 req, miss ratio 0.0251, byte miss ratio 0.0251
cdn1_colo28.ns868 S3FIFO-0.7500-0.9000 cache size    14510, 2110700 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size       18, 2110700 req, miss ratio 0.7896, byte miss ratio 0.7896
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size       54, 2110700 req, miss ratio 0.5996, byte miss ratio 0.5996
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size      181, 2110700 req, miss ratio 0.3272, byte miss ratio 0.3272
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size      544, 2110700 req, miss ratio 0.1476, byte miss ratio 0.1476
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size     1813, 2110700 req, miss ratio 0.0595, byte miss ratio 0.0595
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size     3627, 2110700 req, miss ratio 0.0391, byte miss ratio 0.0391
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size     7255, 2110700 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns868 S3FIFO-0.6000-0.9000 cache size    14510, 2110700 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size       18, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size       54, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size      181, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size      544, 2110700 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size     1813, 2110700 req, miss ratio 0.0507, byte miss ratio 0.0507
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size     3627, 2110700 req, miss ratio 0.0342, byte miss ratio 0.0342
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size     7255, 2110700 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_colo28.ns868 S3FIFO-0.0010-1.9000 cache size    14510, 2110700 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_colo28.ns868 S3FIFO-0.2000-0.9000 cache size       18, 2110700 req, miss ratio 0.7395, byte miss ratio 0.7395
cdn1_colo28.ns868 S3FIFO-0.2000-0.9000 cache size       54, 2110700 req, miss ratio 0.5438, byte miss ratio 0.5438
cdn1_colo28.ns868 S3FIFO-0.2000-0.9000 cache size      181, 2110700 req, miss ratio 0.2812, byte miss ratio 0.2812
cdn1_colo28.ns868 S3FIFO-0.2000-0.9000 cache size      544, 2110700 req, miss ratio 0.1218, byte miss ratio 0.1218
