io_traces.ns354 S3FIFO-0.2500-1.9000 cache size     3569, 24400000 req, miss ratio 0.3292, byte miss ratio 0.3292
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size    10709, 24400000 req, miss ratio 0.2922, byte miss ratio 0.2922
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size    35699, 24400000 req, miss ratio 0.2401, byte miss ratio 0.2401
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size   107099, 24400000 req, miss ratio 0.1982, byte miss ratio 0.1982
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size   356997, 24400000 req, miss ratio 0.1720, byte miss ratio 0.1720
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size   713994, 24400000 req, miss ratio 0.1654, byte miss ratio 0.1654
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size  1427989, 24400000 req, miss ratio 0.1530, byte miss ratio 0.1530
io_traces.ns354 S3FIFO-0.2500-1.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size     3569, 24400000 req, miss ratio 0.3711, byte miss ratio 0.3711
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size    10709, 24400000 req, miss ratio 0.2957, byte miss ratio 0.2957
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size    35699, 24400000 req, miss ratio 0.2263, byte miss ratio 0.2263
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size   107099, 24400000 req, miss ratio 0.2038, byte miss ratio 0.2038
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size   356997, 24400000 req, miss ratio 0.1767, byte miss ratio 0.1767
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size   713994, 24400000 req, miss ratio 0.1686, byte miss ratio 0.1686
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size  1427989, 24400000 req, miss ratio 0.1592, byte miss ratio 0.1592
io_traces.ns354 S3FIFO-0.8000-0.9000 cache size  2855978, 24400000 req, miss ratio 0.1465, byte miss ratio 0.1465
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size     3569, 24400000 req, miss ratio 0.3308, byte miss ratio 0.3308
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size    10709, 24400000 req, miss ratio 0.2934, byte miss ratio 0.2934
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size    35699, 24400000 req, miss ratio 0.2450, byte miss ratio 0.2450
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size   107099, 24400000 req, miss ratio 0.2005, byte miss ratio 0.2005
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size   356997, 24400000 req, miss ratio 0.1739, byte miss ratio 0.1739
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size   713994, 24400000 req, miss ratio 0.1642, byte miss ratio 0.1642
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size  1427989, 24400000 req, miss ratio 0.1529, byte miss ratio 0.1529
io_traces.ns354 S3FIFO-0.2000-0.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size     3569, 24400000 req, miss ratio 0.3299, byte miss ratio 0.3299
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size    10709, 24400000 req, miss ratio 0.2919, byte miss ratio 0.2919
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size    35699, 24400000 req, miss ratio 0.2310, byte miss ratio 0.2310
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size   107099, 24400000 req, miss ratio 0.1991, byte miss ratio 0.1991
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size   356997, 24400000 req, miss ratio 0.1705, byte miss ratio 0.1705
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size   713994, 24400000 req, miss ratio 0.1655, byte miss ratio 0.1655
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size  1427989, 24400000 req, miss ratio 0.1545, byte miss ratio 0.1545
io_traces.ns354 S3FIFO-0.4000-0.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size     3569, 24400000 req, miss ratio 0.3599, byte miss ratio 0.3599
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size    10709, 24400000 req, miss ratio 0.2951, byte miss ratio 0.2951
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size    35699, 24400000 req, miss ratio 0.2260, byte miss ratio 0.2260
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size   107099, 24400000 req, miss ratio 0.2037, byte miss ratio 0.2037
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size   356997, 24400000 req, miss ratio 0.1754, byte miss ratio 0.1754
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size   713994, 24400000 req, miss ratio 0.1678, byte miss ratio 0.1678
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size  1427989, 24400000 req, miss ratio 0.1590, byte miss ratio 0.1590
io_traces.ns354 S3FIFO-0.7500-1.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size     3569, 24400000 req, miss ratio 0.3297, byte miss ratio 0.3297
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size    10709, 24400000 req, miss ratio 0.2930, byte miss ratio 0.2930
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size    35699, 24400000 req, miss ratio 0.2472, byte miss ratio 0.2472
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size   107099, 24400000 req, miss ratio 0.2031, byte miss ratio 0.2031
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size   356997, 24400000 req, miss ratio 0.1736, byte miss ratio 0.1736
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size   713994, 24400000 req, miss ratio 0.1645, byte miss ratio 0.1645
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size  1427989, 24400000 req, miss ratio 0.1530, byte miss ratio 0.1530
io_traces.ns354 S3FIFO-0.1500-1.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size     3569, 24400000 req, miss ratio 0.3343, byte miss ratio 0.3343
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size    10709, 24400000 req, miss ratio 0.2934, byte miss ratio 0.2934
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size    35699, 24400000 req, miss ratio 0.2259, byte miss ratio 0.2259
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size   107099, 24400000 req, miss ratio 0.2025, byte miss ratio 0.2025
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size   356997, 24400000 req, miss ratio 0.1714, byte miss ratio 0.1714
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size   713994, 24400000 req, miss ratio 0.1673, byte miss ratio 0.1673
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size  1427989, 24400000 req, miss ratio 0.1584, byte miss ratio 0.1584
io_traces.ns354 S3FIFO-0.6500-0.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size     3569, 24400000 req, miss ratio 0.3300, byte miss ratio 0.3300
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size    10709, 24400000 req, miss ratio 0.2920, byte miss ratio 0.2920
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size    35699, 24400000 req, miss ratio 0.2280, byte miss ratio 0.2280
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size   107099, 24400000 req, miss ratio 0.1991, byte miss ratio 0.1991
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size   356997, 24400000 req, miss ratio 0.1700, byte miss ratio 0.1700
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size   713994, 24400000 req, miss ratio 0.1660, byte miss ratio 0.1660
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size  1427989, 24400000 req, miss ratio 0.1554, byte miss ratio 0.1554
io_traces.ns354 S3FIFO-0.4500-1.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size     3569, 24400000 req, miss ratio 0.3346, byte miss ratio 0.3346
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size    10709, 24400000 req, miss ratio 0.2963, byte miss ratio 0.2963
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size    35699, 24400000 req, miss ratio 0.2591, byte miss ratio 0.2591
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size   107099, 24400000 req, miss ratio 0.2221, byte miss ratio 0.2221
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size   356997, 24400000 req, miss ratio 0.1776, byte miss ratio 0.1776
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size   713994, 24400000 req, miss ratio 0.1656, byte miss ratio 0.1656
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size  1427989, 24400000 req, miss ratio 0.1537, byte miss ratio 0.1537
io_traces.ns354 S3FIFO-0.0500-1.9000 cache size  2855978, 24400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns354 S3FIFO-0.0500-0.9000 cache size     3569, 24400000 req, miss ratio 0.3376, byte miss ratio 0.3376
io_traces.ns354 S3FIFO-0.0500-0.9000 cache size    10709, 24400000 req, miss ratio 0.2985, byte miss ratio 0.2985
io_traces.ns354 S3FIFO-0.0500-0.9000 cache size    35699, 24400000 req, miss ratio 0.2611, byte miss ratio 0.2611
io_traces.ns354 S3FIFO-0.0500-0.9000 cache size   107099, 24400000 req, miss ratio 0.2231, byte miss ratio 0.2231
