cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size       68, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size      206, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size      687, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size     2061, 1063746 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size     6872, 1063746 req, miss ratio 0.0949, byte miss ratio 0.0949
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size    13744, 1063746 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size    27488, 1063746 req, miss ratio 0.0700, byte miss ratio 0.0700
cdn1_allcolo.ns1755 S3FIFO-0.0010-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size       68, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size      206, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size      687, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size     2061, 1063746 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size     6872, 1063746 req, miss ratio 0.0949, byte miss ratio 0.0949
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size    13744, 1063746 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size    27488, 1063746 req, miss ratio 0.0700, byte miss ratio 0.0700
cdn1_allcolo.ns1755 S3FIFO-0.0010-0.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size       68, 1063746 req, miss ratio 0.2250, byte miss ratio 0.2250
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size      206, 1063746 req, miss ratio 0.2071, byte miss ratio 0.2071
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size      687, 1063746 req, miss ratio 0.1849, byte miss ratio 0.1849
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size     2061, 1063746 req, miss ratio 0.1565, byte miss ratio 0.1565
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size     6872, 1063746 req, miss ratio 0.1159, byte miss ratio 0.1159
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size    13744, 1063746 req, miss ratio 0.0915, byte miss ratio 0.0915
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size    27488, 1063746 req, miss ratio 0.0733, byte miss ratio 0.0733
cdn1_allcolo.ns1755 S3FIFO-0.7500-0.9000 cache size    54976, 1063746 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size       68, 1063746 req, miss ratio 0.2334, byte miss ratio 0.2334
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size      206, 1063746 req, miss ratio 0.2094, byte miss ratio 0.2094
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size      687, 1063746 req, miss ratio 0.1872, byte miss ratio 0.1872
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size     2061, 1063746 req, miss ratio 0.1598, byte miss ratio 0.1598
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size     6872, 1063746 req, miss ratio 0.1201, byte miss ratio 0.1201
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size    13744, 1063746 req, miss ratio 0.0961, byte miss ratio 0.0961
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size    27488, 1063746 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns1755 S3FIFO-0.9000-0.9000 cache size    54976, 1063746 req, miss ratio 0.0683, byte miss ratio 0.0683
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size       68, 1063746 req, miss ratio 0.2174, byte miss ratio 0.2174
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size      206, 1063746 req, miss ratio 0.2004, byte miss ratio 0.2004
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size      687, 1063746 req, miss ratio 0.1753, byte miss ratio 0.1753
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size     2061, 1063746 req, miss ratio 0.1428, byte miss ratio 0.1428
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size     6872, 1063746 req, miss ratio 0.0964, byte miss ratio 0.0964
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size    13744, 1063746 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.1000-0.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size       68, 1063746 req, miss ratio 0.2236, byte miss ratio 0.2236
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size      206, 1063746 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size      687, 1063746 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size     2061, 1063746 req, miss ratio 0.1555, byte miss ratio 0.1555
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size     6872, 1063746 req, miss ratio 0.1144, byte miss ratio 0.1144
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size    13744, 1063746 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size    27488, 1063746 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_allcolo.ns1755 S3FIFO-0.7000-0.9000 cache size    54976, 1063746 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size       68, 1063746 req, miss ratio 0.2181, byte miss ratio 0.2181
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size      206, 1063746 req, miss ratio 0.2013, byte miss ratio 0.2013
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size      687, 1063746 req, miss ratio 0.1766, byte miss ratio 0.1766
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size     2061, 1063746 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size     6872, 1063746 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size    13744, 1063746 req, miss ratio 0.0776, byte miss ratio 0.0776
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.2000-0.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size       68, 1063746 req, miss ratio 0.2177, byte miss ratio 0.2177
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size      206, 1063746 req, miss ratio 0.2009, byte miss ratio 0.2009
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size      687, 1063746 req, miss ratio 0.1760, byte miss ratio 0.1760
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size     2061, 1063746 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size     6872, 1063746 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size    13744, 1063746 req, miss ratio 0.0771, byte miss ratio 0.0771
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.1500-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size       68, 1063746 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size      206, 1063746 req, miss ratio 0.2144, byte miss ratio 0.2144
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size      687, 1063746 req, miss ratio 0.1890, byte miss ratio 0.1890
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size     2061, 1063746 req, miss ratio 0.1611, byte miss ratio 0.1611
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size     6872, 1063746 req, miss ratio 0.1219, byte miss ratio 0.1219
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size    13744, 1063746 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size    27488, 1063746 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_allcolo.ns1755 S3FIFO-0.9900-0.9000 cache size    54976, 1063746 req, miss ratio 0.0698, byte miss ratio 0.0698
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size       68, 1063746 req, miss ratio 0.2192, byte miss ratio 0.2192
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size      206, 1063746 req, miss ratio 0.2027, byte miss ratio 0.2027
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size      687, 1063746 req, miss ratio 0.1786, byte miss ratio 0.1786
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size     2061, 1063746 req, miss ratio 0.1473, byte miss ratio 0.1473
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size     6872, 1063746 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size    13744, 1063746 req, miss ratio 0.0796, byte miss ratio 0.0796
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size    27488, 1063746 req, miss ratio 0.0701, byte miss ratio 0.0701
cdn1_allcolo.ns1755 S3FIFO-0.3500-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size       68, 1063746 req, miss ratio 0.2177, byte miss ratio 0.2177
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size      206, 1063746 req, miss ratio 0.2009, byte miss ratio 0.2009
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size      687, 1063746 req, miss ratio 0.1760, byte miss ratio 0.1760
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size     2061, 1063746 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size     6872, 1063746 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size    13744, 1063746 req, miss ratio 0.0771, byte miss ratio 0.0771
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.1500-0.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size       68, 1063746 req, miss ratio 0.2219, byte miss ratio 0.2219
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size      206, 1063746 req, miss ratio 0.2052, byte miss ratio 0.2052
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size      687, 1063746 req, miss ratio 0.1824, byte miss ratio 0.1824
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size     2061, 1063746 req, miss ratio 0.1533, byte miss ratio 0.1533
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size     6872, 1063746 req, miss ratio 0.1112, byte miss ratio 0.1112
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size    13744, 1063746 req, miss ratio 0.0866, byte miss ratio 0.0866
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size    27488, 1063746 req, miss ratio 0.0711, byte miss ratio 0.0711
cdn1_allcolo.ns1755 S3FIFO-0.6000-0.9000 cache size    54976, 1063746 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size       68, 1063746 req, miss ratio 0.2198, byte miss ratio 0.2198
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size      206, 1063746 req, miss ratio 0.2031, byte miss ratio 0.2031
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size      687, 1063746 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size     2061, 1063746 req, miss ratio 0.1485, byte miss ratio 0.1485
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size     6872, 1063746 req, miss ratio 0.1048, byte miss ratio 0.1048
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size    13744, 1063746 req, miss ratio 0.0807, byte miss ratio 0.0807
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size    27488, 1063746 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_allcolo.ns1755 S3FIFO-0.4000-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size       68, 1063746 req, miss ratio 0.2202, byte miss ratio 0.2202
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size      206, 1063746 req, miss ratio 0.2036, byte miss ratio 0.2036
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size      687, 1063746 req, miss ratio 0.1801, byte miss ratio 0.1801
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size     2061, 1063746 req, miss ratio 0.1497, byte miss ratio 0.1497
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size     6872, 1063746 req, miss ratio 0.1064, byte miss ratio 0.1064
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size    13744, 1063746 req, miss ratio 0.0818, byte miss ratio 0.0818
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size    27488, 1063746 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_allcolo.ns1755 S3FIFO-0.4500-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size       68, 1063746 req, miss ratio 0.2214, byte miss ratio 0.2214
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size      206, 1063746 req, miss ratio 0.2047, byte miss ratio 0.2047
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size      687, 1063746 req, miss ratio 0.1816, byte miss ratio 0.1816
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size     2061, 1063746 req, miss ratio 0.1521, byte miss ratio 0.1521
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size     6872, 1063746 req, miss ratio 0.1096, byte miss ratio 0.1096
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size    13744, 1063746 req, miss ratio 0.0849, byte miss ratio 0.0849
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size    27488, 1063746 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_allcolo.ns1755 S3FIFO-0.5500-0.9000 cache size    54976, 1063746 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size       68, 1063746 req, miss ratio 0.2236, byte miss ratio 0.2236
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size      206, 1063746 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size      687, 1063746 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size     2061, 1063746 req, miss ratio 0.1555, byte miss ratio 0.1555
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size     6872, 1063746 req, miss ratio 0.1144, byte miss ratio 0.1144
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size    13744, 1063746 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size    27488, 1063746 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_allcolo.ns1755 S3FIFO-0.7000-1.9000 cache size    54976, 1063746 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size       68, 1063746 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size      206, 1063746 req, miss ratio 0.2002, byte miss ratio 0.2002
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size      687, 1063746 req, miss ratio 0.1746, byte miss ratio 0.1746
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size     2061, 1063746 req, miss ratio 0.1415, byte miss ratio 0.1415
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size     6872, 1063746 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size    13744, 1063746 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.0100-0.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size       68, 1063746 req, miss ratio 0.2181, byte miss ratio 0.2181
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size      206, 1063746 req, miss ratio 0.2013, byte miss ratio 0.2013
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size      687, 1063746 req, miss ratio 0.1766, byte miss ratio 0.1766
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size     2061, 1063746 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size     6872, 1063746 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size    13744, 1063746 req, miss ratio 0.0776, byte miss ratio 0.0776
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size    27488, 1063746 req, miss ratio 0.0699, byte miss ratio 0.0699
cdn1_allcolo.ns1755 S3FIFO-0.2000-1.9000 cache size    54976, 1063746 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns1755 S3FIFO-0.5000-0.9000 cache size       68, 1063746 req, miss ratio 0.2208, byte miss ratio 0.2208
cdn1_allcolo.ns1755 S3FIFO-0.5000-0.9000 cache size      206, 1063746 req, miss ratio 0.2042, byte miss ratio 0.2042
cdn1_allcolo.ns1755 S3FIFO-0.5000-0.9000 cache size      687, 1063746 req, miss ratio 0.1808, byte miss ratio 0.1808
