cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size      335, 11897246 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size     1005, 11897246 req, miss ratio 0.0550, byte miss ratio 0.0550
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size     3351, 11897246 req, miss ratio 0.0468, byte miss ratio 0.0468
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size    10053, 11897246 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size    33510, 11897246 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size    67020, 11897246 req, miss ratio 0.0306, byte miss ratio 0.0306
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size   134040, 11897246 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns1485 S3FIFO-0.0050-0.9000 cache size   268080, 11897246 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size      335, 11897246 req, miss ratio 0.0668, byte miss ratio 0.0668
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size     1005, 11897246 req, miss ratio 0.0553, byte miss ratio 0.0553
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size     3351, 11897246 req, miss ratio 0.0468, byte miss ratio 0.0468
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size    10053, 11897246 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size    33510, 11897246 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size    67020, 11897246 req, miss ratio 0.0305, byte miss ratio 0.0305
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size   134040, 11897246 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns1485 S3FIFO-0.2500-1.9000 cache size   268080, 11897246 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size      335, 11897246 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size     1005, 11897246 req, miss ratio 0.0566, byte miss ratio 0.0566
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size     3351, 11897246 req, miss ratio 0.0475, byte miss ratio 0.0475
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size    10053, 11897246 req, miss ratio 0.0414, byte miss ratio 0.0414
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size    33510, 11897246 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size    67020, 11897246 req, miss ratio 0.0309, byte miss ratio 0.0309
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size   134040, 11897246 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_allcolo.ns1485 S3FIFO-0.5000-1.9000 cache size   268080, 11897246 req, miss ratio 0.0284, byte miss ratio 0.0284
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size      335, 11897246 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size     1005, 11897246 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size     3351, 11897246 req, miss ratio 0.0491, byte miss ratio 0.0491
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size    10053, 11897246 req, miss ratio 0.0425, byte miss ratio 0.0425
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size    33510, 11897246 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size    67020, 11897246 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size   134040, 11897246 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns1485 S3FIFO-0.8000-1.9000 cache size   268080, 11897246 req, miss ratio 0.0286, byte miss ratio 0.0286
cdn1_allcolo.ns1485 S3FIFO-0.2000-0.9000 cache size      335, 11897246 req, miss ratio 0.0665, byte miss ratio 0.0665
cdn1_allcolo.ns1485 S3FIFO-0.2000-0.9000 cache size     1005, 11897246 req, miss ratio 0.0551, byte miss ratio 0.0551
